id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,How much do you pay per litre of bottled water? (In Rupees),Where do you get water for operational purposes for the unit?,What are the other source of water you depend upon?,Are there toilets available for public and employees' usage at the unit?,Are there toilets available seperately as per gender at the unit?,Is there running water available in the toilets at the unit?,Is there soap for handwash available at the unit?,How do you deal with the agricultural waste generated from the unit?,What are the other mechanism used to discard the waste from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,Is there landline connectivity for the unit?,What is the number with STD Code of the unit?,Does the unit have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for operations of the unit?,What are the other recording mechanism used?,What are the areas the unit gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the unit?,What is the name of the organization?,Are you using any digital technologies that can be used in the unit?,For what purpose are you using digital tools here at the unit?,What is the type of products stored in the unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),What are the products purchased by the customers from the unit?,What is the average cost per unit to store in the unit?(In Rupees),What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,Which type of customers store the produce in the unit?,How does the customers transport the goods to store in the unit?,How many cubic meters are available for storage?,Do you have a cold storage facility?,How often did you need to throw away agricultural produce last week?,How do you document wastage of food?
5717,2019-05-17 15:07:45,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58421,93.8455,Approved,https://smartvillage.imagetrekk.com/storage/images/haOVzMuJCVa1An6X8R1EXcWs2YA5CrhXtgM1ogwA.jpeg?asset_id=5717,traditional grainary,1,Footway,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",20,No,1,none
5718,2019-05-17 15:08:44,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58488,93.84551,Approved,https://smartvillage.imagetrekk.com/storage/images/D0pAqjRck4Yf6AnqGKokTlqf3sXFt6Kt7UwtCUUv.jpeg?asset_id=5718,traditional grainary,1,Footway,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",20,No,1,none
5721,2019-05-17 15:42:53,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.5976,93.84075,Approved,https://smartvillage.imagetrekk.com/storage/images/o8K1ayWAngWIMTlMZruMIn7RhBm2e2UYZqxwob7g.jpeg?asset_id=5721,local godown 1,1,Pakka Road,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",6:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Others,one time,"[""None""]",No,,No,,"[""Others""]","[""Others""]",1000,one time,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.5,No,1,none
5722,2019-05-18 03:31:26,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.585,93.84562,Approved,https://smartvillage.imagetrekk.com/storage/images/11MKXBGMHlPIvm5vlP1JvmDqYmXlcT3XWcuElitv.jpeg?asset_id=5722,traditional grainary,1,Footway,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",20,No,1,none
5723,2019-05-18 03:31:45,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58437,93.84561,Approved,https://smartvillage.imagetrekk.com/storage/images/Mg1WjohmWZts29rFe1UQ7wbXQK3htAlhkMpf2yRw.jpeg?asset_id=5723,traditional grainary,1,Footway,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,1,none
5724,2019-05-18 03:32:00,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58451,93.84568,Approved,https://smartvillage.imagetrekk.com/storage/images/M6qPMv1itLkXvrsdKuu6eMebqI0jmRBbxL9RjCg6.jpeg?asset_id=5724,traditional grainary,1,Footway,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Saturday"",""Friday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",30,No,1,none
5725,2019-05-18 03:32:21,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58464,93.84572,Approved,https://smartvillage.imagetrekk.com/storage/images/DJGdeDkbo2CCyaXEZQJBzeWKZFHpimCc6rRpYSp4.jpeg?asset_id=5725,traditional grainary,1,Footway,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",20,No,1,none
5726,2019-05-18 03:32:38,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58449,93.84572,Approved,https://smartvillage.imagetrekk.com/storage/images/UbMgXxkgdAOKFY1TqJu57NS8RaY10M9j1OT2jYDS.jpeg?asset_id=5726,traditional grainary,1,Footway,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,1,none
5727,2019-05-18 03:32:56,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58461,93.84565,Approved,https://smartvillage.imagetrekk.com/storage/images/ZwvwFmutiaDyQMPeH1BwVrPVodmGgR9hRRkCVRNc.jpeg?asset_id=5727,traditional grainary,1,Footway,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,1,none
5728,2019-05-18 03:33:12,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5843,93.84597,Approved,https://smartvillage.imagetrekk.com/storage/images/lDWAkTU1w35hO6mU9IJScEkp35jp63rmcUIbjE74.jpeg?asset_id=5728,traditional grainary,1,Footway,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,1,none
5857,2019-05-21 03:16:23,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.57516,93.84563,Approved,https://smartvillage.imagetrekk.com/storage/images/si1jmZ9JZAkS4dHKIJx9BkGPHECKnLdetYPcEwnp.jpeg?asset_id=5857,traditional granary,1,Kacha Road,2.5,2G Unreliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,3,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",30,No,2,none
5877,2019-05-21 03:20:04,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5808,93.8453,Approved,https://smartvillage.imagetrekk.com/storage/images/un9pGuk9hFYbnJU4BYCWbvNi877YfCyLIKzZYr96.jpeg?asset_id=5877,traditional granary,1,Pakka Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no eecords,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,2,none
5878,2019-05-21 03:20:26,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58086,93.84536,Approved,https://smartvillage.imagetrekk.com/storage/images/J0kcWkpLgmwMmhTc14uAtFtDVBwVK6aadQaFMzR3.jpeg?asset_id=5878,traditional granary,1,Pakka Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",50,No,2,none
5879,2019-05-21 03:21:03,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58096,93.84547,Approved,https://smartvillage.imagetrekk.com/storage/images/xz2iux4goHT82Ann0geROTXhA6EYgX6PhkwYN0zb.jpeg?asset_id=5879,traditional granary,1,Pakka Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,2,none
5882,2019-05-21 03:21:22,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5814,93.84594,Approved,https://smartvillage.imagetrekk.com/storage/images/GGWI2cnMQR4C6CN9x6kIllhlBvanv82S5RjS5LAm.jpeg?asset_id=5882,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,2,none
5883,2019-05-21 03:21:46,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58143,93.84534,Approved,https://smartvillage.imagetrekk.com/storage/images/4DxLCDOnYa1kM6vNCvFSCTSeWA4ht5oRxUKs4lfu.jpeg?asset_id=5883,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,feom home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",50,No,2,none
5884,2019-05-21 03:21:50,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58139,93.84546,Approved,https://smartvillage.imagetrekk.com/storage/images/kfIb2Rw4oOUXhmH3HRiQh3WyhwOoOi86TUDGw6mB.jpeg?asset_id=5884,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",50,No,2,none
5885,2019-05-21 03:21:52,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58127,93.84552,Approved,https://smartvillage.imagetrekk.com/storage/images/Cq1qDZkYujNeUGT2V7KxjiMmXG1OlrMEywpaQ6uo.jpeg?asset_id=5885,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,No records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,2,none
5886,2019-05-21 03:22:12,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58138,93.84544,Approved,https://smartvillage.imagetrekk.com/storage/images/CrZxFvPwkIG4JeaXVzawTyBrDa4CQxWegBoGV86e.jpeg?asset_id=5886,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,2,none
5887,2019-05-21 03:22:12,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58115,93.84543,Approved,https://smartvillage.imagetrekk.com/storage/images/HRERKG2XrQNkuBPOk5y58ISm8cjR1WpQnPtdum4e.jpeg?asset_id=5887,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,2,none
5891,2019-05-21 03:22:19,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58106,93.84548,Approved,https://smartvillage.imagetrekk.com/storage/images/rlaED2qowzWqSsUSJgyUkA6P7eFbooci6TQPCXRM.jpeg?asset_id=5891,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,1,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",30,No,2,none
5892,2019-05-21 03:22:19,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58127,93.84545,Approved,https://smartvillage.imagetrekk.com/storage/images/ERRgldYBb6TyUsZCs1ts8ZhiAP1cTOxn5BPQWatQ.jpeg?asset_id=5892,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,1,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",30,No,1,none
