id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,How much do you pay per litre of bottled water? (In Rupees),Where do you get water for operational purposes for the unit?,What are the other source of water you depend upon?,Are there toilets available for public and employees' usage at the unit?,Are there toilets available seperately as per gender at the unit?,Is there running water available in the toilets at the unit?,Is there soap for handwash available at the unit?,How do you deal with the agricultural waste generated from the unit?,What are the other mechanism used to discard the waste from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,Is there landline connectivity for the unit?,What is the number with STD Code of the unit?,Does the unit have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for operations of the unit?,What are the other recording mechanism used?,What are the areas the unit gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the unit?,What is the name of the organization?,Are you using any digital technologies that can be used in the unit?,For what purpose are you using digital tools here at the unit?,What is the type of products stored in the unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),What are the products purchased by the customers from the unit?,What is the average cost per unit to store in the unit?(In Rupees),What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,Which type of customers store the produce in the unit?,How does the customers transport the goods to store in the unit?,How many cubic meters are available for storage?,Do you have a cold storage facility?,How often did you need to throw away agricultural produce last week?,How do you document wastage of food?
6456,2019-05-27 12:56:49,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59886,93.84351,Approved,https://smartvillage.imagetrekk.com/storage/images/Q4e3eMjBdsf2FIwy1Zb8MtlGt1cdIec0X1fMfGeX.jpeg?asset_id=6456,traditional godown 84,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Thursday"",""Friday"",""Saturday"",""Sunday"",""Wednesday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,[],"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",7.4,No,1,none
6457,2019-05-27 12:56:49,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59818,93.84229,Approved,https://smartvillage.imagetrekk.com/storage/images/mmtg3z2TE1Y1OjqgbRhb8xBgHIA80rWnwDJmrDqV.jpeg?asset_id=6457,traditional godown 89,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",5.3,No,1,none
6458,2019-05-27 12:56:51,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59821,93.84225,Approved,https://smartvillage.imagetrekk.com/storage/images/YNcLaY56DvbnEhVYgIKs3pjUJQRMERoRwy6juL9g.jpeg?asset_id=6458,traditional godown 88,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6459,2019-05-27 12:56:55,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59889,93.84347,Approved,https://smartvillage.imagetrekk.com/storage/images/YkfVxGTExNN7Ymh8lQbYCn6BIT9UMJVaLOXhaJcA.jpeg?asset_id=6459,traditional godown 82,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Others""]","[""Sumo\/Tracker""]",8.8,No,1,none
6460,2019-05-27 12:56:56,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59804,93.84241,Approved,https://smartvillage.imagetrekk.com/storage/images/i5k0R0ocy9TJhkXu6oXIPVF1bmNKZwMW9vaHymbH.jpeg?asset_id=6460,traditional godown 92,1,Footway,1,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6461,2019-05-27 12:56:59,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59807,93.84263,Approved,https://smartvillage.imagetrekk.com/storage/images/q4N7fHCkkjTPgRB8CYj1KNi7gqxQOpI2sw7DqzLy.jpeg?asset_id=6461,traditional godown 85,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Wednesday"",""Tuesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.1,No,1,none
6462,2019-05-27 12:57:07,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59896,93.84347,Approved,https://smartvillage.imagetrekk.com/storage/images/rc7tDUtAciovZOpXqjIOqtqIfm6PpnZKXQabhRSr.jpeg?asset_id=6462,traditional godown 81,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6463,2019-05-27 12:57:09,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59875,93.8436,Approved,https://smartvillage.imagetrekk.com/storage/images/F5JdlCZeiOhv0C3c4NwvsbcAnyp5xSn2nNpgNluN.jpeg?asset_id=6463,traditional godown 80,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday"",""Tuesday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.8,No,1,none
6464,2019-05-27 12:57:11,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59888,93.84352,Approved,https://smartvillage.imagetrekk.com/storage/images/7aQ8ICQYPMZjkua9MhHH6Of6JJfcEstHDzOEtcdP.jpeg?asset_id=6464,traditional godown 83,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 4:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6465,2019-05-27 12:57:13,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59826,93.84297,Approved,https://smartvillage.imagetrekk.com/storage/images/e4EkNfn235aGPVtGlBlnIA4cqKpPBaNyLnBsYMjm.jpeg?asset_id=6465,traditional godown 79,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.2,No,1,none
6466,2019-05-27 12:57:15,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59849,93.84301,Approved,https://smartvillage.imagetrekk.com/storage/images/SFGDKeAw6MNidqwgzv9QyvtJn8DpA63lZkiCru5Y.jpeg?asset_id=6466,traditional godown 78,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Wednesday"",""Tuesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6467,2019-05-27 12:57:18,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59903,93.84325,Approved,https://smartvillage.imagetrekk.com/storage/images/9GwRsoqxwNud7G97Xlbh0E2FTVUTurpasVaBN7RU.jpeg?asset_id=6467,traditional godown 76,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",12,No,1,none
6468,2019-05-27 12:57:19,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.5989,93.84333,Approved,https://smartvillage.imagetrekk.com/storage/images/vU6Koh8MSzdMdsq4dQLcpcsl0pzBhwJTyP7ci984.jpeg?asset_id=6468,traditional godown 75,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",1,No,1,none
6469,2019-05-27 12:57:20,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59904,93.84324,Approved,https://smartvillage.imagetrekk.com/storage/images/4oPoGuEPdoTqHP84ndNIvk2oCyTs897s679ineDW.jpeg?asset_id=6469,traditional godown 77,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.5,No,1,none
6470,2019-05-27 12:57:29,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59599,93.84155,Approved,https://smartvillage.imagetrekk.com/storage/images/PYHNIDTdP9N7ypLS98pP66iogV9oBCLDQKp6FWQn.jpeg?asset_id=6470,traditional godown 122,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",12.6,No,1,none
6471,2019-05-27 12:57:30,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59611,93.84208,Approved,https://smartvillage.imagetrekk.com/storage/images/k93MdCn7MYrhxc2S0Z7uaztBEdCuhn8DLAQqxBpJ.jpeg?asset_id=6471,traditional godown 115,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",9.6,No,1,none
6472,2019-05-27 12:57:31,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59605,93.84214,Approved,https://smartvillage.imagetrekk.com/storage/images/uCXY5gWFCo4XcI9JVPSCBEaxVVMx8MrdfBD8d6E8.jpeg?asset_id=6472,traditional godown 118,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Friday"",""Saturday"",""Sunday"",""Thursday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6473,2019-05-27 12:57:46,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59592,93.84176,Approved,https://smartvillage.imagetrekk.com/storage/images/V389izdhRm5zYG3ad5YcNc69444wYwXuBdEl2EgX.jpeg?asset_id=6473,traditional godown 120,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.5,No,1,none
6474,2019-05-27 12:57:47,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59889,93.84347,Approved,https://smartvillage.imagetrekk.com/storage/images/v11V5Zwo5lDOAvcXcE01geLKDByeJGD5kgexRrsL.jpeg?asset_id=6474,traditional godown 82,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Others""]","[""Sumo\/Tracker""]",8.8,No,1,none
6475,2019-05-27 12:57:53,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59904,93.84324,Approved,https://smartvillage.imagetrekk.com/storage/images/7TGtXLbBc1aBX3f3eP55LISb8HufssiEmPYSJXLX.jpeg?asset_id=6475,traditional godown 77,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.5,No,1,none
6476,2019-05-27 12:58:05,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59896,93.84347,Approved,https://smartvillage.imagetrekk.com/storage/images/tYQQZLeQjLGshwbPVOQF2NHmBSL66Tvod6SxusgA.jpeg?asset_id=6476,traditional godown 81,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6477,2019-05-27 12:58:12,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59807,93.84263,Approved,https://smartvillage.imagetrekk.com/storage/images/4RTGJcPdP6q9vrdnQNFb7DhyFLeKshEmYxbHZDAO.jpeg?asset_id=6477,traditional godown 85,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Wednesday"",""Tuesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.1,No,1,none
