id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel from this asset to avail public transport facility?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the working hours of this asset?,What are the working days of that asset?,Where do you get drinking water from for using at this asset?,How much do you pay per litre of bottled water?,Where do you get water for operational purposes for this asset?,What are the other source of water you depend upon?,Are there toilets available for public and employees usage at this asset?,Are there toilets available separately as per gender at this asset?,Is there running water available in the toilets at this asset?,Is there soap for hand-wash available at this asset?,How do you deal with the waste generated from that asset?,What are the other mechanism used to discard the waste from this asset?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this asset?,How many hours per day are you facing power cuts at this asset?,What is the alternative energy source available for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,Is there landline connectivity for that asset?,What is the number with STD Code,Are you using digital tools for your operations for this asset?,For what purpose are you using digital tools here at this asset?,Which of the following religious structure is it?,Does the Gompa also serve as a school?,On which year was the structure established?,What is the average footfall in a week?,How often are tourists part of the visitors (people not from this area)?,What is the most famous religious festival celebrated here?,What is the maximum footfall during these religious festivals ?,Which of the following does the compound have?,Describe the involvement of the local community in running and management of the site?,What are the provisions available for the differently abled?,What other provisions are there for the differently-abled?,What makes this site special and unique compared to similar religious sites?
5618,2019-05-16 10:21:50,Tourism,Religious Site,taba rancho,Private,Repairable,Papumpare,Toru,Dokte Hoj,27.26253,93.79526,Rejected,https://smartvillage.imagetrekk.com/storage/images/5tzMXYwOkkZ6UkxMvwdKBnvrtOK5UdbQUeS3GvJR.jpeg?asset_id=5618,good,3,"[""Kacha Road""]",1,4G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",1:5 to 14:56,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",Bottled Water,100,Others,for market,Yes,Yes,Yes,No,Others,no,Yes,1,No,,Others,,,,,,No,,No,,Church,,2009,2,Often,exmass,2,"[""None of the above""]",No Involvement,Others,no,no
5621,2019-05-16 10:48:35,Tourism,Religious Site,taba rancho,Religion,Repairable,Papumpare,Toru,Dokte Hoj,27.26048,93.79048,Approved,https://smartvillage.imagetrekk.com/storage/images/C1HJstYE2aMJ7M7L8HS3a3mowfb7uc3qLlMBkOd6.jpeg?asset_id=5621,good,6,"[""Pakka Road""]",1,4G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Security Guard"",""Watchman"",""Compound Wall\/ Fencing""]",6:54 to 13:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",Others,,Others,market,No,,,,Others,no,Yes,1,No,,Others,,,,,,No,,No,,Temple,,2014,1,Sometimes,shivpuja,2,"[""None of the above""]",No Involvement,Others,no,no
5654,2019-05-16 15:24:56,Tourism,Religious Site,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90665,95.274,Approved,https://smartvillage.imagetrekk.com/storage/images/hnTSoD56prSP8yZnRPjCNLTblN17BPY2uO7upi5k.jpeg?asset_id=5654,done,1,"[""Kacha Road""]",10,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",9:0 to 12:0,"[""Wednesday"",""Friday"",""Sunday ""]",Tap Water from Government,,Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,2,Yes,5,Others,,,,,,No,,No,[],Church,,1985,3,Sometimes,christmas day,25,"[""Dustbins"",""Display of information about the structure""]",Medium involvement,Ramp,,no unique compared with other
5658,2019-05-16 15:24:57,Tourism,Religious Site,talen mibang,Religion,In Use,East Siang,Ruksin,Mangnang,27.909,95.27472,Approved,https://smartvillage.imagetrekk.com/storage/images/bL17wiZwNA5DL07yECqSVsVc4eRF63uFniwvMgAe.jpeg?asset_id=5658,done,1,"[""Kacha Road""]",10,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",10:0 to 12:0,"[""Wednesday"",""Friday"",""Sunday ""]",Tap Water from Government,,Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,1,Yes,5,Others,,,,,,No,,No,,Church,,1989,3,Sometimes,x mas,25,"[""Dustbins"",""Display of information about the structure""]",Medium involvement,Ramp,auto,there is no any unique compared with others
5661,2019-05-16 15:24:57,Tourism,Religious Site,talen mibang,Community,In Use,East Siang,Ruksin,Mangnang,27.90731,95.27889,Approved,https://smartvillage.imagetrekk.com/storage/images/SbCv3pzUxm47V8nD0ssd3KG6Ls6FYNO5EiLG7i8A.jpeg?asset_id=5661,toilet facility nill,1,"[""Kacha Road""]",10,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",9:0 to 12:0,"[""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,1,Yes,5,Others,,,,,,No,,No,,Namlo/Gangin,No,1996,1,Sometimes,indigineous faith day,1,"[""Display of information about the structure""]",Medium involvement,Ramp,,no unique thing in the sites
5947,2019-05-21 05:39:25,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58283,93.84306,Approved,https://smartvillage.imagetrekk.com/storage/images/wxtZaRdLNUtGP8nkXIFTlE8WshnAmOQ30Df19uJs.jpeg?asset_id=5947,myobya tasso yugyang,1,"[""Pakka Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday""]",Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1880,0,Sometimes,myoko,50,"[""None of the above""]",High involvement,None of the above,,ritual worship during myoko festival
5948,2019-05-21 05:39:34,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58272,93.84322,Approved,https://smartvillage.imagetrekk.com/storage/images/LaPdDpHH1ZdtthjpZiEmGKf3jnwGipZTifc9IsTL.jpeg?asset_id=5948,tasso myobya yugyang 2,1,"[""Kacha Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1880,0,Sometimes,myoko,50,"[""None of the above""]",High involvement,None of the above,,ritula worship during myoko festival
6007,2019-05-21 12:31:14,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58234,93.84334,Approved,https://smartvillage.imagetrekk.com/storage/images/kguNTVCgB86nyMjJabz8iAUIRknrldaeWY3LU8q3.jpeg?asset_id=6007,gyati pamung,1,"[""Pakka Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1880,0,Sometimes,myoko,50,"[""None of the above""]",High involvement,None of the above,,ritual worship during myoko festival
6013,2019-05-21 12:31:39,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58261,93.84366,Approved,https://smartvillage.imagetrekk.com/storage/images/VLrO6lgKH2s43DHoEEvL0aMhg91Y8gtzDuerP9yi.jpeg?asset_id=6013,gyati yugyang,1,"[""Kacha Road"",""Pakka Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1880,0,Sometimes,myoko,50,"[""None of the above""]",High involvement,None of the above,,ritual worship during myoko festival
6028,2019-05-21 12:33:32,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58261,93.84366,Rejected,https://smartvillage.imagetrekk.com/storage/images/K8COawy2chLTNZpH7kMWHAD7kHKdMHWP5FgrNN5D.jpeg?asset_id=6028,gyati yugyang,1,"[""Kacha Road"",""Pakka Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1880,0,Sometimes,myoko,50,"[""None of the above""]",High involvement,None of the above,,ritual worship during myoko festival
6029,2019-05-21 12:33:33,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58234,93.84334,Rejected,https://smartvillage.imagetrekk.com/storage/images/AqThkTOWzxhSbl8cQO7o4h6dIkjzBZqZF8IgLI2T.jpeg?asset_id=6029,gyati pamung,1,"[""Pakka Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1880,0,Sometimes,myoko,50,"[""None of the above""]",High involvement,None of the above,,ritual worship during myoko festival
6032,2019-05-21 12:34:32,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58234,93.84334,Rejected,https://smartvillage.imagetrekk.com/storage/images/tuRYrkY6QsyKTmDt1YJiRvngxkWiwGv4DRmZl3Wj.jpeg?asset_id=6032,gyati pamung,1,"[""Pakka Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1880,0,Sometimes,myoko,50,"[""None of the above""]",High involvement,None of the above,,ritual worship during myoko festival
6036,2019-05-21 12:35:25,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58261,93.84366,Rejected,https://smartvillage.imagetrekk.com/storage/images/6Y900xhg5vOyIHX4vXZvV0M1GvbXFondHSDHiddt.jpeg?asset_id=6036,gyati yugyang,1,"[""Kacha Road"",""Pakka Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1880,0,Sometimes,myoko,50,"[""None of the above""]",High involvement,None of the above,,ritual worship during myoko festival
6038,2019-05-21 12:35:51,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58261,93.84366,Rejected,https://smartvillage.imagetrekk.com/storage/images/v5gb2Gv5i67WFmTX9p6ft7cPHRtsypkwjd06lLh9.jpeg?asset_id=6038,gyati yugyang,1,"[""Kacha Road"",""Pakka Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1880,0,Sometimes,myoko,50,"[""None of the above""]",High involvement,None of the above,,ritual worship during myoko festival
6114,2019-05-22 19:25:36,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58457,93.84446,Approved,https://smartvillage.imagetrekk.com/storage/images/O8vwadDiXVyoxc7nWGyYaiuHWOTD2PsouguHbxSk.jpeg?asset_id=6114,all tai gyati yugyang,1,"[""Footway""]",2,2G Unreliable,"[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1975,1,Sometimes,myoko,100,"[""None of the above""]",High involvement,None of the above,,ritual
6159,2019-05-24 02:22:20,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58445,93.84307,Approved,https://smartvillage.imagetrekk.com/storage/images/nAdA23AX8grzejUU2OezlIaYpJjWx4eMOwxaEtzq.jpeg?asset_id=6159,hage yugyang laku tulu,1,"[""Pakka Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1880,0,Sometimes,myoko,50,"[""None of the above""]",High involvement,None of the above,,ritual worship during myoko festival
6206,2019-05-24 14:51:26,Tourism,Religious Site,nending tasser,Religion,In Use,Lower Subansiri,Ziro,Hari,27.58564,93.84443,Approved,https://smartvillage.imagetrekk.com/storage/images/KwV07Qy5YoXCT0kxFdK5KrNHbGBC3OqYePcrU1Lj.jpeg?asset_id=6206,"pamung agyang ,tai gyati",1,"[""Footway""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1982,1,Sometimes,myoko,80,"[""None of the above""]",High involvement,None of the above,,ritual
6207,2019-05-24 14:51:45,Tourism,Religious Site,nending tasser,Religion,In Use,Lower Subansiri,Ziro,Hari,27.58548,93.84503,Approved,https://smartvillage.imagetrekk.com/storage/images/Vx4pygpRpEOKGB94SaGOmZDjXERiuNMpVIsG2EtS.jpeg?asset_id=6207,"pamung agyang, koji tulu",1,"[""Footway""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1980,1,Sometimes,myoko,80,"[""None of the above""]",Medium involvement,None of the above,,ritual
6331,2019-05-27 05:05:52,Tourism,Religious Site,ngilyang thaka,Community,In Use,Lower Subansiri,Ziro,Tajang,27.56729,93.85944,Rejected,https://smartvillage.imagetrekk.com/storage/images/0PEIUJ9drghmCWETBVbbBvSlsBV4GBxwYSLTgDtH.jpeg?asset_id=6331,myoko yugang 1,5,"[""Pakka Road""]",1,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",23:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,1,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1920,50,Often,myoko,500,"[""None of the above""]",Medium involvement,None of the above,,performed myoko festival
6338,2019-05-27 08:08:35,Tourism,Religious Site,lancy padung,Religion,In Use,East Siang,Pasighat,Boying,28.05751,95.28915,Approved,https://smartvillage.imagetrekk.com/storage/images/MbyRQEFjbfuFtp855qnqaucZE2hUjcExlzV3aIC4.jpeg?asset_id=6338,good,1,"[""Pakka Road""]",1,4G Reliable,"[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",9:0 to 12:0,"[""Saturday""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,4,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,2000,3,Never,solung,23,"[""Parking area""]",No Involvement,None of the above,,this religious donot condemned other religious
6626,2019-05-28 06:54:23,Tourism,Religious Site,nending tasser,Religion,In Use,Lower Subansiri,Ziro,Hari,27.5895,93.84273,Approved,https://smartvillage.imagetrekk.com/storage/images/IY1o2XuoB08O9qYjwdi1kna11fM03Rbccn0gHZlt.jpeg?asset_id=6626,church,5,"[""Kacha Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",9:0 to 1:0,"[""Sunday ""]",Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Church,,2017,30,Sometimes,christmass,150,"[""Parking area""]",High involvement,None of the above,,preaching
6632,2019-05-28 07:00:30,Tourism,Religious Site,nending tasser,Religion,In Use,Lower Subansiri,Ziro,Hari,27.58946,93.84947,Approved,https://smartvillage.imagetrekk.com/storage/images/hlmiQp9NYQK8U8dOc8bVcMjjYjvzHFzLpcEhqHzt.jpeg?asset_id=6632,ritual place,1,"[""Footway""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1990,2,Sometimes,ritual,3,"[""None of the above""]",Medium involvement,None of the above,,ritual
6761,2019-05-29 06:13:22,Tourism,Religious Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.5835,93.84125,Approved,https://smartvillage.imagetrekk.com/storage/images/oH45QPNBRQLzivOTjAxMTZ1xKaAjqnxCtLCFDLzm.jpeg?asset_id=6761,meder nello,1,"[""Pakka Road""]",2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",9:0 to 12:0,"[""Sunday ""]",Tap Water from Government,,Water from Government,,Yes,No,Yes,Yes,Discarded in Open Field,,Yes,2,Yes,2,Others,,,,,,No,,No,,Namlo/Gangin,Yes,2000,60,Sometimes,donyi polo,60,"[""None of the above""]",Medium involvement,None of the above,,ritual worship of donyi-polo
6815,2019-05-29 12:48:41,Tourism,Religious Site,kejang pema,Community,In Use,West Kameng,Dirang,Dirang,28.05074,93.56281,Approved,https://smartvillage.imagetrekk.com/storage/images/PZrVeKHjEs0qQNXBxPtHFlVTPH5v3QOKkDcaL5kX.jpeg?asset_id=6815,Mani Dungkhor,1,"[""Kacha Road""]",1,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",5:59 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,Others,,,,,,No,,No,,Gompa,,2011,0,Sometimes,nothing,0,"[""Parking area""]",Medium involvement,None of the above,,large compound
