id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel from this asset to avail public transport facility?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the working hours of this asset?,What are the working days of that asset?,Where do you get drinking water from for using at this asset?,How much do you pay per litre of bottled water?,Where do you get water for operational purposes for this asset?,What are the other source of water you depend upon?,Are there toilets available for public and employees usage at this asset?,Are there toilets available separately as per gender at this asset?,Is there running water available in the toilets at this asset?,Is there soap for hand-wash available at this asset?,How do you deal with the waste generated from that asset?,What are the other mechanism used to discard the waste from this asset?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this asset?,How many hours per day are you facing power cuts at this asset?,What is the alternative energy source available for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,Is there landline connectivity for that asset?,What is the number with STD Code,Are you using digital tools for your operations for this asset?,For what purpose are you using digital tools here at this asset?,Which of the following religious structure is it?,Does the Gompa also serve as a school?,On which year was the structure established?,What is the average footfall in a week?,How often are tourists part of the visitors (people not from this area)?,What is the most famous religious festival celebrated here?,What is the maximum footfall during these religious festivals ?,Which of the following does the compound have?,Describe the involvement of the local community in running and management of the site?,What are the provisions available for the differently abled?,What other provisions are there for the differently-abled?,What makes this site special and unique compared to similar religious sites?
3949,2019-05-08 12:36:16,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Reru,27.5964,93.84106,Approved,https://smartvillage.imagetrekk.com/storage/images/r7nAy6V4NthSINHJcrrcy6zWTi4TNzZtOZcf6ZWi.jpeg?asset_id=3949,Nani Nago,1,"[""Pakka Road""]",3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 16:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""None of the above""]",Very High Involvement,None of the above,,it's important for the apatani tribes etc.
3952,2019-05-08 12:36:41,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Reru,27.59762,93.84318,Approved,https://smartvillage.imagetrekk.com/storage/images/42jvHswfWotDrVm5bAC9eMGwMKBWyTh9xHn0FoXc.jpeg?asset_id=3952,padi nago,1,"[""Kacha Road""]",3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 12:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""None of the above""]",Very High Involvement,None of the above,,important for our cultures and his tribes
3953,2019-05-08 12:38:27,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Reru,27.59774,93.84355,Approved,https://smartvillage.imagetrekk.com/storage/images/CsAhypATNxgqvD9oA5H43irpVwkLTD0Xd7S6VwUv.jpeg?asset_id=3953,Kuru Lapang,1,"[""Pakka Road""]",3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""None of the above""]",Very High Involvement,None of the above,,it's a important for a foolk our culture s
3954,2019-05-08 12:38:40,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Reru,27.5968,93.84169,Pending,https://smartvillage.imagetrekk.com/storage/images/Ux1jAY7w7VLgT0CohXb2HoS9jPlKs9n54XL4YIAX.jpeg?asset_id=3954,Nani Lapang 2,1,"[""Pakka Road""]",3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 16:00,"[""Monday"",""Wednesday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""None of the above""]",Very High Involvement,None of the above,,it's important for a apatanis his folks etc
3955,2019-05-08 12:38:52,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Kalong,27.59498,93.84095,Approved,https://smartvillage.imagetrekk.com/storage/images/PbC4YBzd29jWvzjB6ZX0IA99237Hg1NpTANp6vfE.jpeg?asset_id=3955,Nago kalong,1,"[""Kacha Road""]",3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 19:0,"[""Monday"",""Tuesday"",""Friday"",""Saturday"",""Sunday "",""Thursday"",""Wednesday"",""Wednesday""]",Spring Water,,Spring Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""None of the above""]",Very High Involvement,None of the above,,it is unique in that their community has to preserves it's own etc.
3956,2019-05-08 12:38:53,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Reru,27.59651,93.84121,Approved,https://smartvillage.imagetrekk.com/storage/images/SKDhbV6SbiSZAVcx0U7ofQkx4v8MMcTsXr0pu1al.jpeg?asset_id=3956,Nani lapang 1,1,"[""Pakka Road""]",3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 16:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""None of the above""]",Very High Involvement,None of the above,,it's important for a apatanis his folk etc
3957,2019-05-08 13:04:41,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Reru,27.59788,93.84345,Rejected,https://smartvillage.imagetrekk.com/storage/images/Tn8WJ4rdbH2Tvaakbx3f73ZNAs6gekqXbY4y05v5.jpeg?asset_id=3957,padi/habung Lapang,1,"[""Pakka Road""]",3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""None of the above""]",Very High Involvement,None of the above,,it's a important for the apatanis and his fooks.
3958,2019-05-08 13:04:56,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Kalong,27.59477,93.84115,Approved,https://smartvillage.imagetrekk.com/storage/images/EGYzr5qUvBkqz0BKLMOLHGHmpRbwmS1flAeIiy6A.jpeg?asset_id=3958,lod lapang,1,"[""Pakka Road""]",3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""None of the above"",""Parking area""]",Very High Involvement,None of the above,,it is unique in that their community has preserved its own place etc.
3959,2019-05-08 13:05:00,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Kalong,27.59507,93.84137,Approved,https://smartvillage.imagetrekk.com/storage/images/gEqCvCHs30xnfa4iJX9vrbl7LHqfaCcaze5qKQrw.jpeg?asset_id=3959,kalong lapang,1,"[""Pakka Road""]",3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area""]",Very High Involvement,None of the above,,it is unique in that their community has preserved its own place etc.
3960,2019-05-08 13:05:08,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Kalong,27.59509,93.84055,Approved,https://smartvillage.imagetrekk.com/storage/images/i5tfbRPx7kYaNXKV2diPdTMrJIwukb7l0opVC0XZ.jpeg?asset_id=3960,subu lapang,1,"[""Pakka Road""]",3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area""]",Very High Involvement,None of the above,,it is unique in that their community has preserved its own etc...
3961,2019-05-08 13:05:20,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Reru,27.5973,93.84246,Approved,https://smartvillage.imagetrekk.com/storage/images/vM7vMwBu4vxiZOxIaOp4i9s7D02CNfzolMry1pyC.jpeg?asset_id=3961,Duyu Lapang1,1,"[""Pakka Road""]",3.15,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",8:0 to 17:00,"[""Monday"",""Wednesday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""None of the above""]",Very High Involvement,None of the above,,it's important for a apatanis his folks etc.
3973,2019-05-09 07:42:44,Tourism,Religious Site,tassar gukap,Religion,Repairable,Papumpare,Gumto,Gumto,27.13712,93.80724,Approved,https://smartvillage.imagetrekk.com/storage/images/xuwMOjWwExfvV0qx0NSO7lQG9xtaavq2ATGNiMle.jpeg?asset_id=3973,need helping hands from ngo,4,"[""Pakka Road""]",6,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",6:0 to 19:30,"[""Monday"",""Wednesday"",""Thursday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,4,No,,Kerosene Generator,5,5,5,5,5,No,,No,,Church,,1986,0,Almost always,Christmas,100,"[""Dustbins"",""Parking area""]",Medium involvement,Ramp,,statue of mother Mary
4069,2019-05-09 12:59:32,Tourism,Religious Site,padi tara,Community,In Use,Lower Subansiri,Ziro,Kalong,27.59422,93.84055,Approved,https://smartvillage.imagetrekk.com/storage/images/cFTZ1ESl0rhBXhSyykkY8TJlaOfNUYK3NjSIdpZw.jpeg?asset_id=4069,Mom lapang,1,"[""Footway""]",3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""None of the above""]",Very High Involvement,None of the above,,its important for our cultures of the apatani tribes in etc.
4208,2019-05-10 01:30:38,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.5941,93.82755,Approved,https://smartvillage.imagetrekk.com/storage/images/xxhkwyCMU8kC687COsXWtXLFNPS34rnINGE4uTQo.jpeg?asset_id=4208,taro taku lapang,1,"[""Pakka Road""]",2,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is of utmost important to the folks and is found no where else in the world
4214,2019-05-10 01:30:57,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.56756,93.8495,Approved,https://smartvillage.imagetrekk.com/storage/images/LXi5Hz6SJ4fVrnwKp7WiHa8DVwETaJ8VKMuhL0nu.jpeg?asset_id=4214,taru lapang,1,"[""Pakka Road""]",2,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 17:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Monday"",""Tuesday""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is of utmost important to the folks and is found no were else in the world
4215,2019-05-10 01:31:01,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.59587,93.8495,Approved,https://smartvillage.imagetrekk.com/storage/images/7QEcBkh7ezqyxEXY6L1Ch92eh0XmOfrCyiI2qdFe.jpeg?asset_id=4215,taru nago,1,"[""Pakka Road""]",2,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",5:0 to 17:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is of utmost important to the folks and is found no where else in the world
4223,2019-05-10 01:31:30,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.59233,93.83154,Approved,https://smartvillage.imagetrekk.com/storage/images/wTCcmMoAkvQuNt9nVIl5SY6zEu24Qyw9Kl52gCtX.jpeg?asset_id=4223,nada nago,1,"[""Pakka Road""]",2,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",5:0 to 17:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is utmost important to the folks and is found no where else in the world
4224,2019-05-10 01:31:32,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.59941,93.88143,Approved,https://smartvillage.imagetrekk.com/storage/images/Bj9lmzDZ6PwJ6QbKdKgt8MfAKtW1cHP9r7UO0O5e.jpeg?asset_id=4224,nada lapang,1,"[""Pakka Road""]",2,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,very important for our culture
4266,2019-05-10 01:33:33,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.58525,93.86148,Approved,https://smartvillage.imagetrekk.com/storage/images/WFGXWsImojwYnDQvARyM8xxWjwrd1RhL2ag98Hdo.jpeg?asset_id=4266,taro taku lapang 1,1,"[""Kacha Road""]",1,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,utmost important to the folks and is found no where else in the world
4269,2019-05-10 01:33:40,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.60118,93.81957,Approved,https://smartvillage.imagetrekk.com/storage/images/GTCrRFgaQJof5AAmIYHOMwP6gPWK1iwwQ2vVUAXP.jpeg?asset_id=4269,dani ooh lapang,1,"[""Kacha Road""]",1,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,uymost important to the folks and is found no where else in the world
4499,2019-05-10 12:29:35,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.6171,93.89341,Approved,https://smartvillage.imagetrekk.com/storage/images/kWJozNJGtJLPv5Kx19uJ7EeQngwyNwAgu1kBLwQb.jpeg?asset_id=4499,kago lapang,1,"[""Pakka Road""]",2,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 18:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,its unique and found no where on earth
4500,2019-05-10 12:29:37,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.59056,93.82356,Approved,https://smartvillage.imagetrekk.com/storage/images/srTQeVjDxtGyQ5RVEDkAT3AuZ17IrGwhMnHyc0gA.jpeg?asset_id=4500,narang lapang,1,"[""Pakka Road""]",2,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 18:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is unique and found no where on earth
4502,2019-05-10 12:30:26,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.65602,93.84352,Approved,https://smartvillage.imagetrekk.com/storage/images/0nT0vdaripzPzZ3aBQjhPY2RdZ9bZwNV3e0DitSe.jpeg?asset_id=4502,nending lapang,1,"[""Pakka Road""]",2,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 18:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,its unique and found no where on earth
