id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel from the asset to avail public transport facility? (in K.M),What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What is the type of structure of the asset?,What is the type of security available for the asset?,What are the working hours of the asset?(Ex: 9.00A.M-5.A.M),What are the working days of that asset?,How many Technical staff are employed in/for that asset?,How many Non Technical staff are employed in/for that asset?,Where do you get drinking water from for using at the asset?,How much do you pay per litre of bottled water? (In Rupees),Where do you get water for operational purposes for the asset?,What are the other source of water you depend upon?,Are there toilets available for public and employees usage at the asset?,Are there toilets available seperately as per gender at the asset?,Is there running water available in the toilets at the asset?,Is there soap for handwash available at the asset?,How do you deal with the waste generated from that asset?,What are the other mechanism used to discard the waste from the asset?,Are the premises of the asset cleaned with disinfectant regularly?,How frequently are the premises at the asset cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the asset?,How many hours per day are you facing power cuts at the asset?,What is the alternative energy source available for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,Is there landline connectivity for that asset?,What is the number with STD Code,Does the asset have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for operations for the asset?,What are the other record mechanism used in the market?,What are the areas the asset gets support from government agencies (not for customers)?,Do you get any support from NGO(s) for the asset?,From what Organization(s) did you get support?,Where do you procure inputs required for that asset?,What are other sources are used to get needed inputs?,How does the asset advertise about the services available?,Are you using any digital tools like for your operations for the asset?,For what purpose are you using digital tools here at the asset?,What is the breed of cattle reared in the animal rearing farm?,What is the number of cattle reared in the animal rearing farm?,What is the type of structure of the farm?,What other type of structure?,What is the size of the farm?,Where are the calfs/ cattle procured from?,What are different equipments available in the farm?,Where do you procure feed & other inputs required?,What is the purpose of rearing Animal?,No. of people employed through the Animal farm?,Where do you procure medicines/ vaccines for the Animal?,When was the last time the animals were vaccinated?,How frequently does the Vety doctor/Animal husbandry department visits the farm?,What is the Most common disease for the Animals?,Are the Animals artificially inseminated?,Where do you market the milk/ meat produced from the farm?,On an average what is the selling price of cattle?,Do the Vety doctors comes to the farm to check the diseases?,Is there any epidemic which have affected the farm in past?,How many animals were affected?,Name the Epidemic
7125,2019-06-07 04:20:14,Animal Husbandry,Animal Rearing Farm,ngilyang thaka,Private,Repairable,Lower Subansiri,Ziro,Lempiya,27.5892,93.82374,Approved,https://smartvillage.imagetrekk.com/storage/images/F1kPXSaSIJ5ZlrZeTuzfXIoU11P9E2ELJcY8KZ5T.jpeg?asset_id=7125,animal rearing farm (cow),1,Kacha Road,6,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",0:0 to 0:0,"[""Monday"",""Thursday"",""Friday"",""Saturday"",""Sunday"",""Tuesday"",""Wednesday""]",1,1,Ground Water,,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,None,,"[""Village Meeting ""]",No,,"[""Other""]",19,Temporary Shed,,500,"[""From fellow farmers""]","[""Feed Preperation Equipment"",""Animal Grooming Equipment"",""Water Feeding Equipment"",""Others""]","[""Others""]","[""Others""]",2,"[""Local Market""]",More than two years back,Not fixed,premature death,No,"[""Local Market""]",18000,No,No,,
7142,2019-06-07 08:40:05,Animal Husbandry,Animal Rearing Farm,tilling saha,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57282,93.82954,Pending,https://smartvillage.imagetrekk.com/storage/images/YXmSHjbrrxcZ8J3aiueV4TMSDnNRN1wSeX691JHX.jpeg?asset_id=7142,pig rearing farm 4,1,Kacha Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,None,,"[""Others""]",No,,"[""Pigs""]",1,Temporary Shed,,200,"[""Local Market"",""Others""]","[""Others""]","[""Local Market"",""Others""]","[""Meat"",""Others""]",1,"[""None""]",6-12 Months Back,Once a year,nothing yet,No,"[""Local Market""]",7000,No,No,,
7149,2019-06-07 09:06:50,Animal Husbandry,Animal Rearing Farm,tilling saha,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57294,93.83015,Approved,https://smartvillage.imagetrekk.com/storage/images/vPdkxCZffqMrhkO1GS0pCKvXV8bkvMvbJBoS8GmF.jpeg?asset_id=7149,pig farm 3 mudang tage village,1,Kacha Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,None,,"[""Others""]",No,,"[""Pigs""]",1,Temporary Shed,,200,"[""Others""]","[""Others""]","[""Others""]","[""Meat"",""Others""]",1,"[""None""]",Last Six Months,Not fixed,nothing yet,No,"[""Local Market"",""Others""]",7000,No,No,,
7150,2019-06-07 09:06:58,Animal Husbandry,Animal Rearing Farm,tilling saha,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.573,93.83002,Approved,https://smartvillage.imagetrekk.com/storage/images/koO6wrOj6mBqghdwYfw6blKrvmngHwUejw3BARBu.jpeg?asset_id=7150,pig farm 2 mudang tage village,1,Kacha Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Others""]",No,,None,,"[""Others""]",No,,"[""Pigs""]",1,Temporary Shed,,200,"[""Others""]","[""Others""]","[""Others""]","[""Meat"",""Others""]",1,"[""None""]",6-12 Months Back,Not fixed,nothing yet,No,"[""Others"",""Local Market""]",7000,No,No,,
7156,2019-06-07 09:08:07,Animal Husbandry,Animal Rearing Farm,tilling saha,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.5733,93.82944,Approved,https://smartvillage.imagetrekk.com/storage/images/cNyO19DrrCn15N6XfbCRraUhFcCoKMjJd3jH9Ofb.jpeg?asset_id=7156,hen rearing farm2,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,None,,"[""Others""]",No,,"[""Other""]",15,Temporary Shed,,100,"[""Local Market"",""Others""]","[""Others""]","[""Others""]","[""Meat"",""Others""]",1,"[""None""]",More than two years back,Not fixed,nothing yet,No,"[""Others""]",500,No,No,,
7157,2019-06-07 09:08:16,Animal Husbandry,Animal Rearing Farm,tilling saha,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57342,93.82956,Approved,https://smartvillage.imagetrekk.com/storage/images/8nDL42YvKQsiYCVjOF05xuy2J4aYaGHVfkZ7wUCa.jpeg?asset_id=7157,animal rearing farm 1,1,Kacha Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",6:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,None,,"[""Others""]",No,,"[""Pigs""]",2,Temporary Shed,,200,"[""Local Market""]","[""Others""]","[""Local Market""]","[""Meat"",""Others""]",1,"[""None""]",6-12 Months Back,Quarterly,nothing yet,No,"[""Local Market""]",7000,No,No,,
7175,2019-06-07 09:10:52,Animal Husbandry,Animal Rearing Farm,tilling saha,Private,In Use,Lower Subansiri,Ziro,Taring,27.52783,93.83204,Approved,https://smartvillage.imagetrekk.com/storage/images/QKTq5mhcIzKqcQ6xXps5oBpGafM2zhJr39zCiDTI.jpeg?asset_id=7175,pig farm taring,1,Pakka Road,3,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Watchman"",""Compound Wall\/ Fencing""]",6:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",4,1,Tap Water from Government,,Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,None,,"[""Marketing team\/ Sales Agents"",""Others""]",No,,"[""Pigs""]",38,Temporary Shed,,300,"[""Local Market"",""Others""]","[""Water Feeding Equipment"",""Animal Grooming Equipment""]","[""From fellow farmers"",""Local Market""]","[""Meat"",""Others""]",4,"[""None""]",6-12 Months Back,Quarterly,nothing happen yet,No,"[""Local Market""]",1500,Yes,No,,
7267,2019-06-09 11:21:56,Animal Husbandry,Animal Rearing Farm,tilling saha,Private,In Use,Lower Subansiri,Ziro,Bamin,27.56979,93.82913,Approved,https://smartvillage.imagetrekk.com/storage/images/xgvpLuJwvuzIQLDDwCw1whSui4IYSR9F6eaEKiUW.jpeg?asset_id=7267,pig rearing farm bamin,1,Kacha Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",6:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,Local Supplier,,"[""Others""]",No,,"[""Pigs""]",2,Temporary Shed,,200,"[""Local Market""]","[""Others""]","[""Local Market"",""Others""]","[""Meat"",""Others""]",1,"[""None""]",Last Six Months,Not fixed,nothing yet,No,"[""Local Market""]",7000,No,No,,
7279,2019-06-09 12:35:55,Animal Husbandry,Animal Rearing Farm,tilling saha,Private,In Use,Lower Subansiri,Ziro,Bamin,27.56982,93.8291,Approved,https://smartvillage.imagetrekk.com/storage/images/WEagVUtnFR8fkZvXU1k6E3koGOfZhv11N7RocoWC.jpeg?asset_id=7279,pig rearing farm 2,1,Kacha Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",6:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,Local Supplier,,"[""Others""]",No,,"[""Pigs""]",1,Temporary Shed,,200,"[""Local Market"",""Others""]","[""Others""]","[""Local Market"",""Others""]","[""Meat"",""Others""]",1,"[""None""]",More than two years back,Not fixed,nothing yet,No,"[""Local Market"",""Others""]",7000,No,No,,
7283,2019-06-09 18:11:22,Animal Husbandry,Animal Rearing Farm,padi tara,Private,In Use,Lower Subansiri,Ziro,Kalong,27.5945,93.84222,Pending,https://smartvillage.imagetrekk.com/storage/images/yYf9EKl7BDOGn0svmEuwzfTCJTMt3guyHulARWPk.jpeg?asset_id=7283,private local fish farm of kalong village.,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 1:0,"[""Saturday"",""Sunday""]",2,2,Spring Water,,Spring Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,Local Supplier,,"[""Village Meeting ""]",No,,"[""Other""]",10,Open Land,,25.15,"[""From fellow farmers""]","[""Others""]","[""From fellow farmers""]","[""Others""]",2,"[""Fellow Farmers""]",More than two years back,Not fixed,its fish.,Yes,"[""Others""]",1,No,No,,
7284,2019-06-09 18:11:23,Animal Husbandry,Animal Rearing Farm,padi tara,Private,In Use,Lower Subansiri,Ziro,Kalong,27.59413,93.84198,Approved,https://smartvillage.imagetrekk.com/storage/images/91Rzx4D3H3KxP1tuhOhTtBX1behTBFyncJIkY71k.jpeg?asset_id=7284,"private local pigs,self individuals pigs farms. village kalong.",1,Pakka Road,1,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",6:0 to 10:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday""]",2,2,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,Local Supplier,,"[""Others""]",No,,"[""Pigs""]",4,Open Land,,16.4,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",2,"[""None""]",6-12 Months Back,Not fixed,its pig,No,"[""Personal Consumption""]",1200,No,No,,
7297,2019-06-10 06:37:51,Animal Husbandry,Animal Rearing Farm,tilling saha,Private,In Use,Lower Subansiri,Ziro,Bamin,27.56934,93.82976,Approved,https://smartvillage.imagetrekk.com/storage/images/KUMc1zEJqXyDqIidBvwyZ4nIvpZaFjHwRlNsWy7T.jpeg?asset_id=7297,pig rearing farm bamin village,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,None,,"[""Others""]",No,,"[""Pigs""]",3,Temporary Shed,,200,"[""Others""]","[""Others""]","[""Others"",""Local Market""]","[""Meat"",""Others""]",1,"[""None""]",More than two years back,Not fixed,not yet,No,"[""Local Market"",""Others""]",7000,No,No,,
666,2019-02-05 16:29:00,Animal Husbandry,Animal Rearing Farm,jayanti ama,Government,In Use,Lohit,Tezu,Laboliang,27.98294,96.1714,Approved,https://smartvillage.imagetrekk.com/storage/images/WtTQ8Gb8YSZJy6lU2XjsfTVUjybJJzSOhj4ytEr1.jpeg?asset_id=666,10 pigery sheds with large compound,1,Kacha Road,3,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Watchman"",""Compound Wall\/ Fencing"",""Security Cameras"",""Security Guard""]",7.00-16.00,"[""Tuesday"",""Monday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",2,12,Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,Yes,More than 7 times,Yes,24,None,,,,,,,No,,Yes,20,Traditional Book Keeping,,"[""Financial Support"",""Technical Support"",""Marketing Support"",""Insurance Support"",""Transport Support"",""Support via Schemes"",""Support via Subsidies""]",No,,Government Agency,,"[""Village Meeting ""]",No,,"[""Pigs""]",200,permanent Shed,,600,"[""Govt. Agency""]","[""Feed Preperation Equipment"",""Water Feeding Equipment"",""Animal Grooming Equipment""]","[""Govt. Agency""]","[""Meat""]",14,"[""Govt Agency""]",Last Six Months,Weekly,fever,No,"[""Local Market"",""Personal Consumption""]",2000,Yes,No,,
781,2019-02-11 08:53:55,Animal Husbandry,Animal Rearing Farm,jirbang pertin,Private,In Use,Lower Dibang Valley,Dambuk,Bomjir,28.16604,95.65777,Approved,https://smartvillage.imagetrekk.com/storage/images/rRAC66ETUZHwHUjNhP4HiIc2NfgO2ujgMKeayRVm.jpeg?asset_id=781,goatery,1,Kacha Road,1,Nil,[],[],[],[],[],[],"Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",5.00-17.00,"[""Monday"",""Wednesday"",""Thursday"",""Friday"",""Tuesday"",""Saturday"",""Sunday""]",2,0,Tap Water from Government,,Water from Government,,Yes,No,No,No,Burnt within the premises,,No,,No,,Others,6,6,6,6,6,6,No,,No,,Traditional Book Keeping,,"[""None""]",No,,Local Supplier,,"[""Others""]",No,,"[""Other""]",5,Temporary Shed,,30,"[""Local Market""]","[""Others""]","[""Others""]","[""Meat""]",2,"[""None""]",More than two years back,Not fixed,fever,No,"[""Others""]",5000,No,No,,
882,2019-02-13 06:54:39,Animal Husbandry,Animal Rearing Farm,samcha zongsam,Private,In Use,Changlang,Changlang,Ngaichang,27.12216,95.73437,Approved,https://smartvillage.imagetrekk.com/storage/images/NcikbSdDOS5H230TV8eqOWSQoG5uqqEeb0UfbFOE.jpeg?asset_id=882,Piggery,1,Footway,6,3G Reliable,"[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0.00-24.00,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,Local Supplier,,"[""Others""]",No,,"[""Pigs""]",2,Temporary Shed,,3,"[""Local Market"",""From fellow farmers""]","[""Others""]","[""From fellow farmers"",""Local Market""]","[""Meat"",""Others""]",0,"[""None""]",More than two years back,Not fixed,Not Known,No,"[""Personal Consumption"",""Others""]",20000,No,Yes,1,Unknown to me
892,2019-02-13 07:30:32,Animal Husbandry,Animal Rearing Farm,samcha zongsam,Private,In Use,Changlang,Changlang,Ngaichang,27.11945,95.73219,Approved,https://smartvillage.imagetrekk.com/storage/images/4TPo1x9gUYfo59iYcVE8aytqCePLZQRbwMFMpDUK.jpeg?asset_id=892,Maintanance Needed,1,Kacha Road,6,3G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",9.00-1.00,"[""Saturday"",""Friday"",""Wednesday"",""Tuesday"",""Monday"",""Thursday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Others""]",No,,Government Agency,,"[""Village Meeting ""]",No,,"[""Pigs""]",3,permanent Shed,,4,"[""Local Market"",""From fellow farmers""]","[""Feed Preperation Equipment""]","[""Local Market"",""From fellow farmers""]","[""Meat"",""Others""]",0,"[""None""]",More than two years back,Not fixed,not known by me,No,"[""Personal Consumption""]",20000,No,Yes,2,not known by me
906,2019-02-13 08:02:15,Animal Husbandry,Animal Rearing Farm,samcha zongsam,Private,In Use,Changlang,Changlang,Ngaichang,27.11989,95.7321,Approved,https://smartvillage.imagetrekk.com/storage/images/GIPCQO7L3SPibPoZdP9xv02mVOEr5IdLg1Zx4GlM.jpeg?asset_id=906,Maintanance Needed,1,Kacha Road,6,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",9.00-3.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,Local Supplier,,"[""Village Meeting ""]",No,,"[""Pigs""]",4,permanent Shed,,6,"[""Local Market"",""From fellow farmers""]","[""Feed Preperation Equipment""]","[""Local Market"",""From fellow farmers""]","[""Meat"",""Others""]",0,"[""None""]",More than two years back,Not fixed,not known by me,No,"[""Local Market"",""Personal Consumption""]",20000,No,Yes,2,not known by me
907,2019-02-13 08:04:05,Animal Husbandry,Animal Rearing Farm,samcha zongsam,Private,In Use,Changlang,Changlang,Ngaichang,27.11989,95.7321,Pending,https://smartvillage.imagetrekk.com/storage/images/NXBtBPvHgItuJ7bFvGcjNrJi9n9nk0A2gIJzLUJX.jpeg?asset_id=907,Maintanance Needed,1,Kacha Road,6,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",9.00-3.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,Local Supplier,,"[""Village Meeting ""]",No,,"[""Pigs""]",4,permanent Shed,,6,"[""Local Market"",""From fellow farmers""]","[""Feed Preperation Equipment""]","[""Local Market"",""From fellow farmers""]","[""Meat"",""Others""]",0,"[""None""]",More than two years back,Not fixed,not known by me,No,"[""Local Market"",""Personal Consumption""]",20000,No,Yes,2,not known by me
1120,2019-02-15 14:03:38,Animal Husbandry,Animal Rearing Farm,nemcha nyoungja,Private,In Use,Changlang,Changlang,Changlang (CT),27.14406,95.73741,Approved,https://smartvillage.imagetrekk.com/storage/images/TH5uQfsWOW5N7AQySIrZlZLGX3PfiFqXwtWjW1nk.jpeg?asset_id=1120,Village name is Old Changlang,1,Footway,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0.00-24.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,7,No,,None,,,,,,,No,,No,,Others,nil,"[""None""]",No,,Local Supplier,,"[""Others""]",No,,"[""Pigs""]",3,Temporary Shed,,10,"[""Local Market""]","[""Others""]","[""Local Market""]","[""Meat""]",0,"[""None""]",More than two years back,Not fixed,"vomiting, direa",No,"[""Personal Consumption"",""Local Market""]",3000,No,No,,
