id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available near to that asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the working hours of this asset?,What are the areas the asset gets support from government agencies (not for customers)?,How many Technical staff are employed in/for that asset?,How many Non Technical staff are employed in/for that asset?,Where does the waste water generated from that asset goes to?,What are the other mechanism used to discard the waste water ?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,Is that Tap in working condition?,Is check valve working in the tap ?,How far is the tap from the water tank/Source ?,What is the diameter of the Pipe ?,How many Taps are connected to one standpod?,What is the length of the service tap?,What is the basement/ foundation is made of ?,Is there any rust on the tap ?,Were people drinking water while you visited this spot?,Are there any charges which come when getting water from this tap?,What does one liter of water cost (in rupees)?,What is the frequency of technical maintenance or safety audit ?,How many times is the quality of water being checked?
1789,2019-02-28 07:56:11,Water,Public Taps/ Public Stand Pod,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90227,95.30024,Approved,https://smartvillage.imagetrekk.com/storage/images/rrz9z6aiCEehEcQVnvgYEJjb06IiXVQUGwRhyxs5.jpeg?asset_id=1789,sille public tap,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:00 to 24:00,"[""Financial Support""]",5,1,Discarded in Open Field,,Yes,1,yes,Yes,Below 200 meters,12mm,1,30,"[""Cement""]",No,Yes,No,,Monthly,Monthly
1790,2019-02-28 08:02:17,Water,Public Taps/ Public Stand Pod,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90158,95.3001,Approved,https://smartvillage.imagetrekk.com/storage/images/Y8meWbdgo2y9L4e2jk7qYzgLJDMQJ2qp05KGo2v1.jpeg?asset_id=1790,sille public taps,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:00 to 24:00,"[""Financial Support""]",5,1,Discarded in Open Field,,Yes,2,yes,Yes,Below 200 meters,12mm,1,30,"[""Cement""]",No,Yes,No,,Monthly,Monthly
1791,2019-02-28 08:14:07,Water,Public Taps/ Public Stand Pod,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90083,95.30137,Rejected,https://smartvillage.imagetrekk.com/storage/images/y3bflDYckI6bEYtQ8yUvk4SEsNABmoxXFOmgot2k.jpeg?asset_id=1791,public taps sille,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:00 to 24:00,"[""Financial Support""]",5,1,Discarded in Open Field,,Yes,1,yes,Yes,Below 200 meters,12mm,1,30,"[""Cement""]",No,Yes,No,,Monthly,Monthly
1792,2019-02-28 08:26:10,Water,Public Taps/ Public Stand Pod,bini yabi,Religion,In Use,East Siang,Oyan,Sille Village,27.90023,95.30206,Approved,https://smartvillage.imagetrekk.com/storage/images/hxuYLH52zN9xWyR0Q2JR17nWvr0TXAAstHPSbz2S.jpeg?asset_id=1792,religion public taps,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""Financial Support""]",5,1,Discarded in Open Field,,Yes,1,yes,Yes,Below 200 meters,12mm,1,30,"[""Cement""]",No,Yes,No,,Monthly,Monthly
1795,2019-02-28 10:16:23,Water,Public Taps/ Public Stand Pod,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87314,95.31062,Approved,https://smartvillage.imagetrekk.com/storage/images/2YCjd5nINj1dsSCweOT3LPrayRO8FxgrXXUQ8CHn.jpeg?asset_id=1795,public taps of oyan -2.,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""Financial Support""]",3,0,Discarded in Open Field,,Yes,1,yes,Yes,Below 200 meters,12mm,1,30,"[""Cement""]",No,Yes,No,,Monthly,Monthly
1796,2019-02-28 10:16:51,Water,Public Taps/ Public Stand Pod,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.8767,95.31577,Approved,https://smartvillage.imagetrekk.com/storage/images/6RffDrBv8FIvnEgHQs0A2d7d8y2X0h4KD0vmKJ2m.jpeg?asset_id=1796,public taps of oyan -2,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:00 to 24:00,"[""Financial Support""]",3,0,Discarded in Open Field,,Yes,1,yes,Yes,Below 200 meters,12mm,1,30,"[""Cement""]",No,Yes,No,,Monthly,Monthly
1797,2019-02-28 10:17:09,Water,Public Taps/ Public Stand Pod,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.8772,95.31262,Approved,https://smartvillage.imagetrekk.com/storage/images/lO4AXxVTQBf6anDB9i0uE4qgM7kWTx2YaGGrGO1l.jpeg?asset_id=1797,public taps of oyan -2,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""Financial Support""]",3,0,Discarded in Open Field,,Yes,1,yes,Yes,Below 200 meters,12mm,1,30,"[""Cement""]",No,Yes,No,,Monthly,Monthly
1798,2019-02-28 10:17:37,Water,Public Taps/ Public Stand Pod,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.8761,95.3128,Rejected,https://smartvillage.imagetrekk.com/storage/images/4TDKaS2j2lCkZliugNxE15YgLavMH7n6PS4SSJk2.jpeg?asset_id=1798,public taps of oyan -2,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:00 to 24:00,"[""Financial Support""]",3,0,Discarded in Open Field,,Yes,1,yes,Yes,Below 200 meters,12mm,1,30,"[""Cement""]",No,Yes,No,,Monthly,Monthly
1800,2019-02-28 10:23:15,Water,Public Taps/ Public Stand Pod,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87449,95.3187,Pending,https://smartvillage.imagetrekk.com/storage/images/2erkE0MvHzexEimWSEopgBxZmUBD3iimzMwxJiXl.jpeg?asset_id=1800,public taps of oyan village.,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:00 to 24:00,"[""Financial Support""]",3,0,Discarded in Open Field,,Yes,1,yes,Yes,Below 200 meters,12mm,1,30,"[""Cement""]",No,Yes,No,,Monthly,Monthly
2493,2019-03-16 09:56:14,Water,Public Taps/ Public Stand Pod,ngurang tagum,Government,In Use,Papumpare,Parang,Pareng,27.32996,93.50597,Approved,https://smartvillage.imagetrekk.com/storage/images/ZpMnGeJj4DB2htyBm3Il3uIfK0MeGYG2CQjWoJMn.jpeg?asset_id=2493,ok,Kacha Road,Nil,,,,,,,"Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6.00 A. M - 6.00 A.M,"[""None""]",1,0,Discarded in Open Field,,No,,yes,No,Above 500 meters,12mm,1,10,"[""Cement""]",No,No,No,,Never,Others
2591,2019-03-21 08:22:01,Water,Public Taps/ Public Stand Pod,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.56886,91.89813,"
Approved",https://smartvillage.imagetrekk.com/storage/images/6hTuMFE4kUb8JuhcEbAzhaQWRRIbvSgf2Q9wzScS.jpeg?asset_id=2591,Public Tap Water Platform,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:00am to 5:00am,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",1,20,Mixes with the near by Water Bodies,,No,,yes,Yes,Above 500 meters,others,2,2,"[""Cement"",""Bricks"",""Rock like structure""]",No,Yes,No,,Others,Monthly
2597,2019-03-21 11:23:43,Water,Public Taps/ Public Stand Pod,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.56984,91.89776,Approved,https://smartvillage.imagetrekk.com/storage/images/6LmTe4aR0zpAlMFVBHYjxbmwzNwgCzbPSfnduJ0A.jpeg?asset_id=2597,Public Tap Water Platform,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:00am to 5:00am,"[""Financial Support"",""Technical Support""]",1,20,Mixes with the near by Water Bodies,,No,,yes,Yes,Above 500 meters,others,1,2,"[""Rock like structure"",""Cement"",""Bricks""]",No,Yes,No,,Others,Monthly
2599,2019-03-21 11:24:33,Water,Public Taps/ Public Stand Pod,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57275,91.89726,Approved,https://smartvillage.imagetrekk.com/storage/images/YCf5zq8EpDRF1yNPsJI4ytqt4vqxDZCdv5Cn3wwX.jpeg?asset_id=2599,Public water Tap platform,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Jio""]","[""Vodafone"",""BSNL"",""Jio""]","[""Vodafone"",""BSNL"",""Jio""]","[""Vodafone"",""BSNL"",""Jio""]","[""Vodafone"",""BSNL"",""Jio""]","[""Vodafone"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am to 5.00am,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",1,20,Mixes with the near by Water Bodies,,No,,yes,Yes,Above 500 meters,others,2,2,"[""Cement"",""Bricks"",""Rock like structure""]",No,Yes,No,,Others,Monthly
2602,2019-03-21 11:26:41,Water,Public Taps/ Public Stand Pod,tajum dagium,Community,In Use,Tawang,Kitpi,Kitpi,27.57318,91.89758,Approved,https://smartvillage.imagetrekk.com/storage/images/zhGDO25nyRddEfwvYCsQJ2dKCRYpqJBqlnqdMoZG.jpeg?asset_id=2602,Public Tap Water Platfrom,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am to 5.00 am,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",1,20,None,,No,,yes,Yes,Above 500 meters,others,2,2,"[""Cement"",""Bricks"",""Others""]",No,Yes,No,,Others,Monthly
2638,2019-03-26 09:48:50,Water,Public Taps/ Public Stand Pod,nemcha nyoungja,Government,In Use,Changlang,Changlang,Old Changlang,27.14488,95.73744,Approved,https://smartvillage.imagetrekk.com/storage/images/DOExpCM0KHwQYOww1r9a69hcO952VAqcPPS19qsM.jpeg?asset_id=2638,tap water,Footway,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6 .00 am to 19.00 pm,"[""None""]",1,0,Discarded in Open Field,,No,,yes,Yes,Below 200 meters,12mm,1,2,"[""Others""]",No,Yes,No,,Irregular,Never
2706,2019-03-30 09:25:21,Water,Public Taps/ Public Stand Pod,tashi drema,Government,In Use,Tawang,Mukto,Mukto,27.54405,91.91794,Approved,https://smartvillage.imagetrekk.com/storage/images/tl1odPk6SmNS4KRhj4XqzJZu7U6XHDDJSJU980fl.jpeg?asset_id=2706,...,Pakka Road,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""None""]",12,6,Discarded in Open Field,,No,,yes,Yes,Above 500 meters,12mm,1,11,"[""Cement""]",No,No,No,,Irregular,Irregular
2717,2019-03-30 09:26:54,Water,Public Taps/ Public Stand Pod,tashi drema,Government,In Use,Tawang,Mukto,Mukto,27.54614,91.9096,Approved,https://smartvillage.imagetrekk.com/storage/images/8yVMXzJpM3hIRSdVKt6oRMbEbWMzNhmFUa2Ocwfu.jpeg?asset_id=2717,..,Pakka Road,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""None""]",12,6,Discarded in Open Field,,No,,yes,Yes,Above 500 meters,12mm,2,15,"[""Cement""]",No,No,No,,Irregular,Irregular
2738,2019-03-31 09:31:29,Water,Public Taps/ Public Stand Pod,tashi drema,Government,In Use,Tawang,Mukto,Gomkelling,27.54997,91.92928,Approved,https://smartvillage.imagetrekk.com/storage/images/fb15R54WRodzfRbmfGFYj7PK9AkCjHRoyVKttSpY.jpeg?asset_id=2738,...,Footway,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""None""]",1,1,Discarded in Open Field,,No,,yes,Yes,Above 500 meters,24mm,1,1,"[""Cement""]",No,Yes,No,,Irregular,Irregular
2741,2019-03-31 09:31:41,Water,Public Taps/ Public Stand Pod,tashi drema,Government,Repairable,Tawang,Mukto,Gomkelling,27.55092,91.92956,Approved,https://smartvillage.imagetrekk.com/storage/images/jXfUQX6CI8ElDjwKcsye70hAInC0cGtOw3vwvkxq.jpeg?asset_id=2741,No any staffs,Footway,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""None""]",1,1,None,,No,,yes,Yes,Above 500 meters,24mm,1,1,"[""Cement""]",No,Yes,No,,Irregular,Irregular
2745,2019-03-31 09:31:47,Water,Public Taps/ Public Stand Pod,tashi drema,Government,In Use,Tawang,Mukto,Gomkelling,27.55086,91.92821,Approved,https://smartvillage.imagetrekk.com/storage/images/nUeq1hb76SCfAq5zdlCfZ42JLKX6E4bEC2viWTdu.jpeg?asset_id=2745,No staffs,Footway,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 0:00,"[""None""]",1,1,Discarded in Open Field,,No,,yes,Yes,Between 200-500 meters,others,1,1,"[""Cement""]",No,Yes,No,,Irregular,Irregular
2755,2019-03-31 09:32:15,Water,Public Taps/ Public Stand Pod,tashi drema,Government,In Use,Tawang,Mukto,Mukto,27.54686,91.9082,Approved,https://smartvillage.imagetrekk.com/storage/images/TdHH2RYM2izUSf5mu4L24GkWEKhtXqB1Eng3Uc36.jpeg?asset_id=2755,...,Footway,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""None""]",7,0,Discarded in Open Field,,No,,yes,Yes,Above 500 meters,12mm,1,50,"[""Cement""]",No,Yes,No,,Irregular,Irregular
2833,2019-04-23 06:16:43,Water,Public Taps/ Public Stand Pod,kejang pema,Community,Repairable,West Kameng,Dirang,Dirang,24.52467,92.41808,Approved,https://smartvillage.imagetrekk.com/storage/images/6F8lOfNWenDbgItec4fxiXiGB8gCQ3ddWQSrjb7F.jpeg?asset_id=2833,public repeat Dirang Dzong,Footway,4G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""Support via Schemes""]",1,0,Mixes with the near by Water Bodies,,No,,yes,Yes,Above 500 meters,12mm,2,0.2,"[""Cement""]",No,Yes,No,,Yearly,Yearly
2834,2019-04-23 06:20:03,Water,Public Taps/ Public Stand Pod,kejang pema,Community,In Use,West Kameng,Dirang,Dirang,27.08628,93.68175,Approved,https://smartvillage.imagetrekk.com/storage/images/11hvmRAAN5VAhk8rId5uD7qjI8YM1EZpaJGEPJoy.jpeg?asset_id=2834,public tap at Dirang Dzong,Footway,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""Support via Schemes""]",1,0,Discarded in Govt. designated structures,,No,,yes,Yes,Above 500 meters,12mm,2,0.2,"[""Cement""]",No,Yes,No,,Yearly,Yearly
3059,2019-04-26 10:13:00,Water,Public Taps/ Public Stand Pod,kejang pema,Community,In Use,West Kameng,Dirang,Dirang,27.99497,93.64246,Approved,https://smartvillage.imagetrekk.com/storage/images/EPIoEEKJDdjR4zqO2N7NVh3L8r7HlszUC1ssH8L0.jpeg?asset_id=3059,public tape near Gazangfrang Gompa,Footway,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""Support via Schemes""]",1,0,Discarded in Govt. designated structures,,No,,yes,Yes,Above 500 meters,12mm,2,0.5,"[""Cement""]",Yes,Yes,No,,Irregular,Irregular
3129,2019-04-30 10:43:00,Water,Public Taps/ Public Stand Pod,kejang pema,Community,In Use,West Kameng,Dirang,Dirang,27.33704,92.27641,Approved,https://smartvillage.imagetrekk.com/storage/images/9U10xwOnr8vvigsNcJpX8XeOFytCl8r1co9HNTCk.jpeg?asset_id=3129,public tape,Footway,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""Support via Schemes""]",1,0,Mixes with the near by Water Bodies,,No,,yes,Yes,Above 500 meters,12mm,2,0.1,"[""Cement""]",Yes,Yes,No,,Irregular,Irregular
3260,2019-05-04 01:51:14,Water,Public Taps/ Public Stand Pod,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58371,93.84414,Approved,https://smartvillage.imagetrekk.com/storage/images/ovbWk2742yno9qKxS5iHJ2SyAQAeOiXdOOCodk7M.jpeg?asset_id=3260,ok,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",12.00 A.M-12.00 A.M,"[""Support via Schemes""]",1,1,Discarded in Govt. designated structures,,No,,yes,Yes,Between 200-500 meters,12mm,1,1,"[""Cement""]",Yes,Yes,Yes,20,Irregular,Never
3945,2019-05-08 12:35:56,Water,Public Taps/ Public Stand Pod,padi tara,Community,In Use,Lower Subansiri,Ziro,Reru,27.59778,93.84332,Approved,https://smartvillage.imagetrekk.com/storage/images/rXHHaLU9dhWFEC3O17g9L1GUgpa38Z5G8t5x1PJh.jpeg?asset_id=3945,public taps 2,Pakka Road,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""Financial Support"",""Technical Support""]",100,9,Discarded in Open Field,,Yes,>7,yes,Yes,Below 200 meters,12mm,1,15,"[""Cement""]",No,Yes,No,,Monthly,Monthly
3946,2019-05-08 12:36:02,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59758,93.84374,Approved,https://smartvillage.imagetrekk.com/storage/images/GOM74QvHht41Y7LMxC7S9Tn8DvvJB6o6hYtnzFSo.jpeg?asset_id=3946,public taps 3,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00am to 19:00pm,"[""Technical Support""]",10,9,None,,Yes,>7,yes,Yes,Below 200 meters,12mm,1,12,"[""Cement""]",No,Yes,No,,Monthly,Monthly
3948,2019-05-08 12:36:15,Water,Public Taps/ Public Stand Pod,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59838,93.84342,Approved,https://smartvillage.imagetrekk.com/storage/images/IHEB9yhpDq72PBKqu8J6LQbsbLAaqC3p4HoEN65D.jpeg?asset_id=3948,public taps/padi 1,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 0:00,"[""Financial Support""]",100,9,None,,No,,No,Yes,Below 200 meters,12mm,>4,15,"[""Cement""]",No,Yes,No,,Never,Yearly
