id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the Shop?,How much distance should one travel from this Shop to avail public transport facility? (in K.M),What is the type of the mobile network available at the Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What is the type of structure of this Shop?,What are the working hours of this Shop?(Ex: 9.00A.M-5.A.M),What are the working days of that Shop?,How many people are working in the Shop?,Where do you get drinking water from for using at this Shop?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage at this Shop?,Are there toilets available seperately as per gender at this Shop?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from that Shop?,What are the other mechanism used to discard the waste from this Shop?,Are the premises of this Shop cleaned with disinfectant regularly?,How frequently are the premises at this Shop cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this Shop?,How many hours per day are you facing power cuts at this Shop?,What is the alternative energy source available for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,Is there landline connectivity for that Shop?,What is the number with STD Code,Does this Shop have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for this Shop?,What are other type of book keeping methods used in the Shop?,What are the areas the Shop gets support from government agencies?,Do you get any support from NGO(s) for this Shop?,From what Organization(s) did you get support?,Are you aware of digital technologies that can be used in the Shop?,For what purpose are you using digital tools here at this Shop?,Do you have a POS device in your shop?,Does the POS device function smoothly?,From where the goods are brought to the shop?,What other types of services are provided?,How are the goods transported to the shop?
3818,2019-05-08 04:44:44,Food & Civil Supplies,Shops,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58537,93.84333,Approved,https://smartvillage.imagetrekk.com/storage/images/r5fCDTawpyLUn7SftHzIocs6SF9LW42STMAF6edZ.jpeg?asset_id=3818,shop 3,1,Pakka Road,3,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",3,Tap Water from Government,,No,,,,Discarded in Open Field,,Yes,5,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no services,"[""Rental Vehicle""]"
3830,2019-05-08 05:32:28,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58354,93.84415,Approved,https://smartvillage.imagetrekk.com/storage/images/gtKpt6M3lnG1ycMdN9z1aJ1xU1bNIL3KncVtBK3S.jpeg?asset_id=3830,shop 2,3,Pakka Road,3,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Bottled Water,20,No,,,,Discarded in Open Field,,Yes,4,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
3832,2019-05-08 05:37:11,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58375,93.84396,Approved,https://smartvillage.imagetrekk.com/storage/images/lyEd7gbzkW3KiD1MLu43yMRP6xQfBcZQuEEkQqtm.jpeg?asset_id=3832,shop4,1,Pakka Road,3,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 22:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,Discarded in Open Field,,Yes,3,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
3833,2019-05-08 05:42:04,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58345,93.84399,Approved,https://smartvillage.imagetrekk.com/storage/images/TP7CD3LvYOdxuML3ERxrU52VzQ6Tr2btnH341loC.jpeg?asset_id=3833,shop5,1,Pakka Road,3,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 22:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Discarded in Open Field,,Yes,>7,Yes,2,Invertor,2,2,2,2,2,2,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
3835,2019-05-08 05:50:43,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58361,93.84392,Approved,https://smartvillage.imagetrekk.com/storage/images/mCzlmfUkq6ZJhHYICMABm5o7uxZ943nqZpKnb9hg.jpeg?asset_id=3835,shop 6,1,Pakka Road,3,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 21:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Bottled Water,20,No,,,,Discarded in Open Field,,Yes,7,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
3841,2019-05-08 06:42:58,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58292,93.84392,Approved,https://smartvillage.imagetrekk.com/storage/images/m5TtdFH9JfDasTHnUaEsbWSIUnaVI4Bw21fXlAKR.jpeg?asset_id=3841,shop 7,1,Pakka Road,3,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 22:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Discarded in Open Field,,Yes,>7,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,[],No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
3975,2019-05-09 08:26:14,Food & Civil Supplies,Shops,kago yubbey,Private,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55781,93.8488,Approved,https://smartvillage.imagetrekk.com/storage/images/rzu25uv8fKqqBbvNAEB6icQu8uPDwCqgG1N5rB4e.jpeg?asset_id=3975,community service,10,Pakka Road,3,3G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 22:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,No,Yes,No,Burnt within the premises,,Yes,1,No,,Others,2,2,2,2,2,2,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,groceries,"[""Rental Vehicle"",""Others""]"
3999,2019-05-09 08:32:44,Food & Civil Supplies,Shops,kago yubbey,Private,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.5581,93.84819,Approved,https://smartvillage.imagetrekk.com/storage/images/D5Y0avxG5nhCKYn41Oigqmh6ppY7NWUMyPMt6rOc.jpeg?asset_id=3999,shop 2,10,Pakka Road,3,3G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:33 to 21:0,"[""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,None,,Yes,7,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,groceries,"[""Others""]"
4000,2019-05-09 08:33:07,Food & Civil Supplies,Shops,kago yubbey,Private,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55822,93.84824,Approved,https://smartvillage.imagetrekk.com/storage/images/CmEtdwKVI08u7IjV6uGOpy4pjo0Sa30qOzPi6J82.jpeg?asset_id=4000,shops at tapi village,10,Pakka Road,4,3G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",0:0 to 21:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,groceries,"[""Others""]"
5000,2019-05-12 13:30:26,Food & Civil Supplies,Shops,kago yubbey,Private,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55752,93.84888,Approved,https://smartvillage.imagetrekk.com/storage/images/pSGLOcOFdjROttaEQJwjTX2lIgV9M3I0nNsv3jOP.jpeg?asset_id=5000,shop,4,Pakka Road,4,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)",6:0 to 21:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,>7,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery,"[""Others""]"
5114,2019-05-13 17:24:34,Food & Civil Supplies,Shops,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57302,93.82939,Approved,https://smartvillage.imagetrekk.com/storage/images/bh39ZGWEuRj8p1GdeUauk7g8ySCbOVVtnrhweMSJ.jpeg?asset_id=5114,Private grocery store.,5,Pakka Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,5,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,groceries iteams provided,"[""Rental Vehicle"",""Others""]"
5115,2019-05-13 17:25:05,Food & Civil Supplies,Shops,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57367,93.82976,Approved,https://smartvillage.imagetrekk.com/storage/images/ZpcvjNRkRFytIJYsPhc1Jg1kZnpHe3HKijepE6OB.jpeg?asset_id=5115,private grocery store no. (3),2,Pakka Road,5,3G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,groceries iteams,"[""Rental Vehicle""]"
5116,2019-05-13 17:25:17,Food & Civil Supplies,Shops,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57453,93.8305,Approved,https://smartvillage.imagetrekk.com/storage/images/521spbiFPK0vl0X8iKlkrSk52srTd0bPSECrBnwJ.jpeg?asset_id=5116,private grocery store no.(4),3,Pakka Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,groceries iteams,"[""Rental Vehicle""]"
5120,2019-05-13 17:26:13,Food & Civil Supplies,Shops,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57233,93.83186,Approved,https://smartvillage.imagetrekk.com/storage/images/tUlYd4KxIHYQrEvpXRKLwfEN3qWCIEX4EHfvNLVa.jpeg?asset_id=5120,private grocery store no. (5),3,Pakka Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,groceries iteams,"[""Rental Vehicle""]"
5121,2019-05-13 17:26:22,Food & Civil Supplies,Shops,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57215,93.8319,Approved,https://smartvillage.imagetrekk.com/storage/images/tbRrrJ7cDqD9sR2I7rWn2oj25gsevVQl9ZfOGwGk.jpeg?asset_id=5121,private grocery store no. (6),4,Pakka Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,4,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,groceries iteams,"[""Rental Vehicle""]"
5122,2019-05-13 17:26:37,Food & Civil Supplies,Shops,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57218,93.83235,Approved,https://smartvillage.imagetrekk.com/storage/images/pCSRO6b0iodz7UpsVQ8mPk0LlH55AplFabTDH1mF.jpeg?asset_id=5122,private grocery store no. (7),5,Pakka Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,5,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,groceries iteams,"[""Rental Vehicle""]"
5312,2019-05-14 08:33:39,Food & Civil Supplies,Shops,hibu yagam,Private,In Use,Papumpare,Doimukh,Mani,27.17584,93.77112,Approved,https://smartvillage.imagetrekk.com/storage/images/IyCOd9CKcpGjJSQpe6vFj3UeeYPvU9PQlHKditoJ.jpeg?asset_id=5312,shop at mani,2,Kacha Road,1,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",6:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Bottled Water,20,No,,,,Burnt within the premises,,Yes,6,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,nothing,"[""Rental Vehicle""]"
5320,2019-05-14 09:37:58,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58507,93.84354,Approved,https://smartvillage.imagetrekk.com/storage/images/3HBlwdovbf1bnOzIwOleQF3Cj4AQuV5WHfZuqY5j.jpeg?asset_id=5320,shop 2,1,Pakka Road,3,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 21:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,Discarded in Open Field,,Yes,4,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no services,"[""Rental Vehicle""]"
5532,2019-05-16 04:16:20,Food & Civil Supplies,Shops,tage tajung,Private,Not in Use,Lower Subansiri,Ziro,Modang Tage,27.57537,93.82968,Approved,https://smartvillage.imagetrekk.com/storage/images/9YoysmlPc52Ti7LtTX6DFnwK4cftscHadsUPJfde.jpeg?asset_id=5532,shop no. 4,1,Kacha Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Other Shop,groceries,"[""Bike""]"
5533,2019-05-16 04:16:29,Food & Civil Supplies,Shops,tage tajung,Private,Not in Use,Lower Subansiri,Ziro,Modang Tage,27.57564,93.82963,Approved,https://smartvillage.imagetrekk.com/storage/images/iXqYUWLioM9v8CeUm3UChozXP2uSnbdTJw1c1y57.jpeg?asset_id=5533,Groceries shop at Tadu village no. 3,1,Kacha Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",5:0 to 20:0,"[""Monday"",""Wednesday"",""Tuesday"",""Thusday"",""Friday"",""Saturday""]",0,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Other Shop,groceries,"[""Rental Vehicle""]"
5534,2019-05-16 04:16:39,Food & Civil Supplies,Shops,tage tajung,Private,Not in Use,Lower Subansiri,Ziro,Modang Tage,27.5758,93.8297,Approved,https://smartvillage.imagetrekk.com/storage/images/YmznJgoQcfTPLnBIpyiiFiMZnMqI0AzccfGzD6h2.jpeg?asset_id=5534,Groceries shop at Tadu village no.2,2,Kacha Road,5,3G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,groceries,"[""Rental Vehicle""]"
5535,2019-05-16 04:16:48,Food & Civil Supplies,Shops,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.5756,93.82946,Approved,https://smartvillage.imagetrekk.com/storage/images/SJ9EQmHby7TLKUaeLO44pKiOAeXjmTkm9aIKHNtD.jpeg?asset_id=5535,Private shop at Tadu village,2,Kacha Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,groceries,"[""Rental Vehicle""]"
5623,2019-05-16 13:07:35,Food & Civil Supplies,Shops,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.56873,93.8458,Approved,https://smartvillage.imagetrekk.com/storage/images/3iysDdWC9Qa0GQPleL7RiQHrYZ3xNDZJckjVy6Kj.jpeg?asset_id=5623,Private shop no.1 at biirii,5,Kacha Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday""]",1,Bottled Water,20,No,,,,Burnt within the premises,,No,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,groceries,"[""Rental Vehicle""]"
5627,2019-05-16 13:08:26,Food & Civil Supplies,Shops,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.56843,93.84598,Approved,https://smartvillage.imagetrekk.com/storage/images/HLbW1RFEceaAYz3yeqMMFJtyr6LDVgpuKlC6chxm.jpeg?asset_id=5627,shop no.3 at biirii,2,Kacha Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Saturday"",""Friday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,groceries,"[""Rental Vehicle""]"
5628,2019-05-16 13:08:39,Food & Civil Supplies,Shops,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.56868,93.84602,Approved,https://smartvillage.imagetrekk.com/storage/images/Ge1RfLSxItu3DtKN2k5xs8VdRVCicwCoslRsaUuj.jpeg?asset_id=5628,private shop at biirii no. 2,3,Kacha Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,groceries,"[""Rental Vehicle""]"
