id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the Shop?,How much distance should one travel from this Shop to avail public transport facility? (in K.M),What is the type of the mobile network available at the Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What is the type of structure of this Shop?,What are the working hours of this Shop?(Ex: 9.00A.M-5.A.M),What are the working days of that Shop?,How many people are working in the Shop?,Where do you get drinking water from for using at this Shop?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage at this Shop?,Are there toilets available seperately as per gender at this Shop?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from that Shop?,What are the other mechanism used to discard the waste from this Shop?,Are the premises of this Shop cleaned with disinfectant regularly?,How frequently are the premises at this Shop cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this Shop?,How many hours per day are you facing power cuts at this Shop?,What is the alternative energy source available for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,Is there landline connectivity for that Shop?,What is the number with STD Code,Does this Shop have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for this Shop?,What are other type of book keeping methods used in the Shop?,What are the areas the Shop gets support from government agencies?,Do you get any support from NGO(s) for this Shop?,From what Organization(s) did you get support?,Are you aware of digital technologies that can be used in the Shop?,For what purpose are you using digital tools here at this Shop?,Do you have a POS device in your shop?,Does the POS device function smoothly?,From where the goods are brought to the shop?,What other types of services are provided?,How are the goods transported to the shop?
839,2019-02-12 08:10:58,Food & Civil Supplies,Shops,hanhap taiju,Private,In Use,Changlang,Changlang,Changlang (CT),27.13407,95.74424,Approved,https://smartvillage.imagetrekk.com/storage/images/MIWKc1MCreja3dZ9pHQHq22Q9yzJ9KzVvf8xcSXZ.jpeg?asset_id=839,Village Name is New Changlang,6,Pakka Road with Block Point,3,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",8.00 AM to 6.00 PM,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,None,"[""Rental Vehicle"",""Bike"",""Private Car""]"
916,2019-02-13 09:04:06,Food & Civil Supplies,Shops,makba nasi,Private,In Use,Tirap,Khonsa,Kheti,26.96061,95.51107,Approved,https://smartvillage.imagetrekk.com/storage/images/JwbOkYCzq0SFw7HA3R4iWC6F63KvOwTkxhOYwp1T.jpeg?asset_id=916,private shop 3,1,Pakka Road,0,4G+ Reliable,"[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",6.00am 5.00pm,"[""Tuesday"",""Wednesday"",""Monday"",""Thusday"",""Friday"",""Saturday""]",1,Others,,No,,,,Burnt within the premises,,Yes,6,Yes,3,None,,,,,,,No,,No,,Others,register,"[""None""]",No,,No,,No,,Whole Seller,nil,"[""Rental Vehicle""]"
917,2019-02-13 09:12:31,Food & Civil Supplies,Shops,makba nasi,Private,In Use,Tirap,Khonsa,Kheti,26.97241,95.50534,Approved,https://smartvillage.imagetrekk.com/storage/images/VNneje6ob6CwbAeMElYAiGHDfckc4af8gFxGm3KD.jpeg?asset_id=917,private shop 4,1,Pakka Road,0,4G+ Reliable,"[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7.00am6.00pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Others,,No,,,,Burnt within the premises,,Yes,6,Yes,3,Solar Unit,12,12,12,12,12,12,No,,No,,Others,register,"[""None""]",No,,No,,No,,Whole Seller,nil,"[""Rental Vehicle""]"
921,2019-02-13 10:15:52,Food & Civil Supplies,Shops,makba nasi,Private,In Use,Tirap,Khonsa,Kheti,26.97171,95.50564,Approved,https://smartvillage.imagetrekk.com/storage/images/InywWirKJKtuOfYBqx1THEtHxUZWb7QMmwpfVyXg.jpeg?asset_id=921,private shop 5,1,Pakka Road,0,4G+ Reliable,"[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7.00am6.00pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Others,,No,,,,Burnt within the premises,,Yes,6,Yes,2,None,,,,,,,No,,No,,Others,register,"[""None""]",No,,No,,No,,Whole Seller,nil,"[""Rental Vehicle""]"
945,2019-02-13 12:28:20,Food & Civil Supplies,Shops,nemcha nyoungja,Private,In Use,Changlang,Changlang,Changlang (CT),27.14434,95.73803,Approved,https://smartvillage.imagetrekk.com/storage/images/EBihEmHyKF5JwFWGAkqUR6E0VaDI16nk3Y8tbNYi.jpeg?asset_id=945,Village name is Old Changlang,1,Kacha Road with Block Point,2,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",6.00 am- 19.00pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,nil,"[""Load Carriage""]"
952,2019-02-13 13:32:34,Food & Civil Supplies,Shops,makba nasi,Private,In Use,Tirap,Khonsa,Kheti,26.95896,95.5116,Approved,https://smartvillage.imagetrekk.com/storage/images/SDa3FMRovrxIDQ4QbpF6cmovK28HBYOmUzjPwY0d.jpeg?asset_id=952,private shop 1,1,Pakka Road,1,4G+ Reliable,"[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",6.00am5.00pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Others,,No,,,,Burnt within the premises,,Yes,6,Yes,3,None,,,,,,,No,,No,,Others,register,"[""None""]",No,,No,,No,,Whole Seller,nil,"[""Rental Vehicle""]"
953,2019-02-13 13:32:58,Food & Civil Supplies,Shops,makba nasi,Private,In Use,Tirap,Khonsa,Kheti,26.96036,95.51155,Approved,https://smartvillage.imagetrekk.com/storage/images/p04jkkMUr9kTsCRktEVgSn3pnHvmpzBBmbcBOJP9.jpeg?asset_id=953,private shop 2,1,Pakka Road,0.5,4G+ Reliable,"[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",6.00am 5.00pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Others,,No,,,,Burnt within the premises,,Yes,6,Yes,3,None,,,,,,,No,,No,,Others,register,"[""None""]",No,,No,,No,,Whole Seller,nil,"[""Rental Vehicle""]"
956,2019-02-14 03:37:57,Food & Civil Supplies,Shops,kamchi techi,Private,In Use,Changlang,Changlang,Changlang (CT),27.13578,95.72547,Approved,https://smartvillage.imagetrekk.com/storage/images/CEH1g1hUuWpCnIymhcBuqXPrJ5PPzfo2IseTnre0.jpeg?asset_id=956,village name is Laktong,2,Pakka Road with Block Point,0.3,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",9:30 am to 4:30pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,NA,"[""Bike""]"
984,2019-02-14 05:01:12,Food & Civil Supplies,Shops,kamchi techi,Private,In Use,Changlang,Changlang,Changlang (CT),27.13745,95.72607,Approved,https://smartvillage.imagetrekk.com/storage/images/UTh6QoXgiPKaslnVXY0t5NhdEfQwcxzSS0O63asU.jpeg?asset_id=984,village name is Laktong,2,Pakka Road with Block Point,0.1,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",9:00am to 4:00pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday""]",1,Bottled Water,10,No,,,,Discarded in Open Field,,No,,Yes,15,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,NA,"[""Bike""]"
994,2019-02-14 09:33:42,Food & Civil Supplies,Shops,undefined,Private,In Use,Tirap,Khonsa,Khonsa I,27.00266,95.50596,Approved,https://smartvillage.imagetrekk.com/storage/images/1EbJlI0F1fuNHI7LXPnphst1DHNrhlU5JYom2u8A.jpeg?asset_id=994,khonsa private Grocery shop,1,Pakka Road,0,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",6.00 – 18.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Bottled Water,20,No,,,,Discarded in Open Field,,No,,Yes,2,Solar Unit,1,1,1,1,1,1,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no,"[""Bike""]"
1001,2019-02-14 11:51:06,Food & Civil Supplies,Shops,pema ledan thungon,Private,In Use,West Kameng,Singchung,Singchung,27.19582,92.47316,Approved,https://smartvillage.imagetrekk.com/storage/images/gvsNTGci028GFQsui7zvi11OXoKSza41m5cvJAMM.jpeg?asset_id=1001,awareness,9,Pakka Road,1,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:00am-20:00pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,7,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,retailers,"[""Private Car""]"
1038,2019-02-15 06:11:18,Food & Civil Supplies,Shops,khepsim mamai,Private,In Use,Changlang,Changlang,Changlang (CT),27.12745,95.70639,Approved,https://smartvillage.imagetrekk.com/storage/images/yBQjvGekf8qL1W4WdN6mK2RQNWPUGf5DAXAAGDZi.jpeg?asset_id=1038,Village Name Is Phangtip,1,Kacha Road,6,3G Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8.00 am to 7.00 pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,5,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,Na,"[""Rental Vehicle"",""Bike"",""Private Car""]"
1088,2019-02-15 12:53:59,Food & Civil Supplies,Shops,makba nasi,Private,Not in Use,Tirap,Khonsa,Kheti,26.97118,95.50565,Approved,https://smartvillage.imagetrekk.com/storage/images/ORX8F5Pm6VWj0kydqmoYdxcMtyyHLHZJIY3rma0C.jpeg?asset_id=1088,shop construction but not in use,1,Pakka Road,0,4G+ Reliable,"[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",0.00-0.00,"[""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",0,Bottled Water,20,No,,,,Burnt within the premises,,Yes,1,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,grocery item,"[""Private Car""]"
1138,2019-02-15 14:06:39,Food & Civil Supplies,Shops,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51493,93.70299,Approved,https://smartvillage.imagetrekk.com/storage/images/mZhZuAfmbqubAVPf13ltl0KwUXQFnfBNorDYqrzb.jpeg?asset_id=1138,lack of business awardness,1,Kacha Road,0.1,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)",0.00-0.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,18,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,selling,"[""Private Car""]"
1140,2019-02-15 14:06:56,Food & Civil Supplies,Shops,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51544,93.70277,Approved,https://smartvillage.imagetrekk.com/storage/images/L4iGy13UQj5JLpgHwk9TmgXoVtPi06g7n1phzkj1.jpeg?asset_id=1140,lack of running business awardness,3,Kacha Road,0.1,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)",0.00-0.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,2,Yes,18,Solar Unit,2,2,2,2,2,2,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,selling,"[""Private Car""]"
1174,2019-02-16 04:48:34,Food & Civil Supplies,Shops,panwang wangsa,Private,In Use,Tirap,Khonsa,Kaimoi,27.03953,95.4988,Approved,https://smartvillage.imagetrekk.com/storage/images/ViTIAkPSBi6dwEKT2YUDnCTGJfU680iGPxIoP5jE.jpeg?asset_id=1174,shop at Kaimai in use 8,10,Kacha Road,3,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",7.00-6.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,0,"[""Rental Vehicle""]"
1183,2019-02-16 05:21:52,Food & Civil Supplies,Shops,panwang wangsa,Private,In Use,Tirap,Khonsa,Kaimoi,27.03954,95.49915,Approved,https://smartvillage.imagetrekk.com/storage/images/2kirSEyZupcnCZ5l7O8nhAw1UU7oGZAU9pHTZqA7.jpeg?asset_id=1183,shop at Kaimai in use 10,10,Kacha Road,3,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",7.00-5.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,0,"[""Rental Vehicle""]"
1252,2019-02-18 04:40:14,Food & Civil Supplies,Shops,pema ledan thungon,Private,In Use,West Kameng,Singchung,Singchung,27.19565,92.47289,Approved,https://smartvillage.imagetrekk.com/storage/images/LQixsrKxAPBqnUHhBHgq9BCNNC9O10ksFTi29nV3.jpeg?asset_id=1252,awareness,9,Pakka Road,1,4G+ Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:00am – 19:00pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Others,,No,,,,Burnt within the premises,,Yes,7,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,local business,"[""Private Car""]"
1259,2019-02-18 06:39:29,Food & Civil Supplies,Shops,panwang wangsa,Private,In Use,Tirap,Khonsa,Kaimoi,27.03832,95.49491,Approved,https://smartvillage.imagetrekk.com/storage/images/dOi9Tp9WygeO4VqTWFM4HJYvo96tc2bOEemFEh9B.jpeg?asset_id=1259,shop at Kaimai in use,5,Pakka Road,3,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8.00-4.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Others,,No,,,,Burnt within the premises,,No,,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,0,"[""Rental Vehicle""]"
1261,2019-02-18 07:28:18,Food & Civil Supplies,Shops,panwang wangsa,Private,In Use,Tirap,Khonsa,Kaimoi,27.038,95.49645,Approved,https://smartvillage.imagetrekk.com/storage/images/UsAq6MwVbKMjzqPfm9oxRe2IsDkx1BAWpmGRhvhu.jpeg?asset_id=1261,shop at Kaimai in use,10,Pakka Road,3,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",8.00-5.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Others,,No,,,,Burnt within the premises,,No,,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,0,"[""Rental Vehicle""]"
1262,2019-02-18 08:37:02,Food & Civil Supplies,Shops,panwang wangsa,Private,In Use,Tirap,Khonsa,Kaimoi,27.03679,95.49631,Approved,https://smartvillage.imagetrekk.com/storage/images/o6v50XL2O5obuyl8pF9qY8gbWlK0tmDlg9hTEg2n.jpeg?asset_id=1262,shop at Kaimai in use,5,Pakka Road,3,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8.00-3.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Others,,No,,,,Burnt within the premises,,No,,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,0,"[""Rental Vehicle""]"
1263,2019-02-18 08:44:31,Food & Civil Supplies,Shops,panwang wangsa,Private,In Use,Tirap,Khonsa,Kaimoi,27.03574,95.49527,Approved,https://smartvillage.imagetrekk.com/storage/images/OJ68OWaBeVuwZyx6LgPutmNYhYTXasWbSI9NMefr.jpeg?asset_id=1263,shop at Kaimai in use,5,Pakka Road,3,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8.00-2.00,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Others,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,0,"[""Rental Vehicle""]"
1296,2019-02-19 12:23:06,Food & Civil Supplies,Shops,tendel zangmu wangja,Private,In Use,West Kameng,Shergaon,Shergaon,27.12501,92.2589,Approved,https://smartvillage.imagetrekk.com/storage/images/ShfxuZWgktG0gHI5xazgtrf2I5eZokBrTrgD2I4x.jpeg?asset_id=1296,Owner Le Khandu Thungon,1,Pakka Road,24,4G Unreliable,"[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",9.00 A. M-7.00P.M,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,Yes,2,Yes,4,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,NA,"[""Rental Vehicle""]"
1297,2019-02-19 12:23:22,Food & Civil Supplies,Shops,tendel zangmu wangja,Private,In Use,West Kameng,Shergaon,Shergaon,27.12463,92.25878,Approved,https://smartvillage.imagetrekk.com/storage/images/H2uJOmBnS18aQiJYpTQamIIGkIpiYDRs3n91Oy6M.jpeg?asset_id=1297,Shop Owner Le Khandu Grocery Shop,1,Pakka Road,24,4G Unreliable,"[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:30 P. M-20.00P.M.,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,Yes,2,Yes,4,Others,2,2,2,2,2,2,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,NA,"[""Rental Vehicle"",""Others""]"
1298,2019-02-19 12:23:30,Food & Civil Supplies,Shops,tendel zangmu wangja,Private,In Use,West Kameng,Shergaon,Shergaon,27.1309,92.26131,Approved,https://smartvillage.imagetrekk.com/storage/images/d65NDSMcxRrRqMGOnF6ybGoyCSlO0nFtcye1Sldi.jpeg?asset_id=1298,Shop Owner Shaun Grocery Shop,1,Pakka Road,24,4G Unreliable,"[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7.00 A. M-6:30P.M,"[""Monday"",""Tuesday"",""Wednesday"",""Friday"",""Thusday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,2,Yes,4,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,NA,"[""Others"",""Rental Vehicle""]"
1299,2019-02-19 12:23:44,Food & Civil Supplies,Shops,tendel zangmu wangja,Private,In Use,West Kameng,Shergaon,Shergaon,27.13217,92.21833,Approved,https://smartvillage.imagetrekk.com/storage/images/mGr8ToAMKWqeYjJkY7nn0Y6WWragdWe2xjGC4fdQ.jpeg?asset_id=1299,Shop owner Rinchom Khrime Grocery Shop,1,Pakka Road,24,4G Unreliable,"[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",7.00 A. M-5.00P.M,"[""Monday"",""Tuesday"",""Friday"",""Saturday"",""Thusday"",""Wednesday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,2,Yes,4,Others,4,4,4,4,4,4,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,NA,"[""Private Car"",""Others""]"
