id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,Does this electricity pole also have telephone lines ?,What is the electricity pole made of ?,What is the frequency of maintenance or safety audit ?,Are the wires insulated ?
3758,2019-05-07 12:43:45,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.91037,95.27257,Approved,https://smartvillage.imagetrekk.com/storage/images/mdouljx4gmA6kblPtzZOWTLZr6KVroxg2tlWhXwE.jpeg?asset_id=3758,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3759,2019-05-07 12:43:45,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.9103,95.27336,Approved,https://smartvillage.imagetrekk.com/storage/images/63vpwZhxa6Qm7ULobEYVusIOVfe52B2zPbVQSjrI.jpeg?asset_id=3759,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel"",""Concrete"",""Rail""]",Others,Yes
3760,2019-05-07 12:43:46,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.9101,95.27304,Approved,https://smartvillage.imagetrekk.com/storage/images/S0HpbJ9820bZB77jksuwR50tObIg82bm6AtWtmZN.jpeg?asset_id=3760,done,Kacha Road,3G Reliable,"[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3761,2019-05-07 12:43:46,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.91088,95.27305,Approved,https://smartvillage.imagetrekk.com/storage/images/UjF4PWVPmHD3uUdZW73TxMip3XuAsedSyLPW0fha.jpeg?asset_id=3761,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3762,2019-05-07 12:43:46,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.9093,95.27358,Approved,https://smartvillage.imagetrekk.com/storage/images/CrDjRFb5VSVbJQtrRlAZCWZJ3ChC2UTLh0XTaEdc.jpeg?asset_id=3762,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3763,2019-05-07 12:43:46,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90978,95.27381,Approved,https://smartvillage.imagetrekk.com/storage/images/53VZ1652Nb3KGPE11rhlKGR1RevVhmqsDBZsnktn.jpeg?asset_id=3763,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3764,2019-05-07 12:43:46,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.9095,95.27699,Approved,https://smartvillage.imagetrekk.com/storage/images/1cvHFbum6p5OhnXNqQhvBSgmfLFC5t0Wr9aLgOQ6.jpeg?asset_id=3764,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3767,2019-05-08 00:15:38,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55883,93.84764,Approved,https://smartvillage.imagetrekk.com/storage/images/JZbH5Cp1lgnZKDmIb4ob4tu4A6UjufDwmBCZRYa1.jpeg?asset_id=3767,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Irregular,No
3768,2019-05-08 00:15:53,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55884,93.84704,Approved,https://smartvillage.imagetrekk.com/storage/images/BtXxdncNt8fNrzA3tmT5flXxpl6thXnEb1wiF9L8.jpeg?asset_id=3768,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3770,2019-05-08 00:16:18,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55895,93.84672,Approved,https://smartvillage.imagetrekk.com/storage/images/rNLcfr4EiQPjdqW6p7CYlkIKYzxKOHol61v08rpl.jpeg?asset_id=3770,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3772,2019-05-08 00:16:43,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.5591,93.84768,Approved,https://smartvillage.imagetrekk.com/storage/images/SmmfI9pClhLjhIb4EFFrZMBnIQex7IRIvZdcvbf4.jpeg?asset_id=3772,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3773,2019-05-08 00:16:56,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55917,93.84778,Approved,https://smartvillage.imagetrekk.com/storage/images/X3CLcxafHoHrYejruHVtfuycmmcaFdas7eNYxBge.jpeg?asset_id=3773,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3775,2019-05-08 00:17:23,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55947,93.84949,Approved,https://smartvillage.imagetrekk.com/storage/images/kHYgzrcMKbxuDuPup8EM4PCl8kMx12delExtX61Y.jpeg?asset_id=3775,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3776,2019-05-08 00:17:37,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55968,93.84917,Approved,https://smartvillage.imagetrekk.com/storage/images/dO6XqIukIuuOfkQiYfRDlb62aujlTGvOJGyT6uph.jpeg?asset_id=3776,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3777,2019-05-08 00:17:50,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55959,93.84893,Approved,https://smartvillage.imagetrekk.com/storage/images/eYoD97WNsFQz4zw8fu99fNA7CAwLT7tA8qXZ6OYu.jpeg?asset_id=3777,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3778,2019-05-08 00:18:09,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55931,93.84893,Approved,https://smartvillage.imagetrekk.com/storage/images/sMMpLif5cFwWgWd3cKZ9O6Na6YagXif6GdE0RxkS.jpeg?asset_id=3778,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3780,2019-05-08 00:18:39,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56033,93.84867,Approved,https://smartvillage.imagetrekk.com/storage/images/CMhg4IX1wXJuw5GQVWekGcTFlzEz3oUqpX41JGlW.jpeg?asset_id=3780,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3782,2019-05-08 00:19:09,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55919,93.84784,Approved,https://smartvillage.imagetrekk.com/storage/images/5YivtFzi6RrIM7QmKkgHIYAYfxMqSO5WrEAI3vPb.jpeg?asset_id=3782,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3784,2019-05-08 00:19:38,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55977,93.84782,Approved,https://smartvillage.imagetrekk.com/storage/images/VTPufOXDK5grXo4JyCUpwwYBLfks4abBdLpF216S.jpeg?asset_id=3784,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3785,2019-05-08 00:19:57,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55982,93.8472,Approved,https://smartvillage.imagetrekk.com/storage/images/gIS9J8aXdvIGGuiYwJ5hA5ZBFtT7oQ2r6xvrfe2i.jpeg?asset_id=3785,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3786,2019-05-08 00:20:14,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56017,93.84696,Approved,https://smartvillage.imagetrekk.com/storage/images/Ff5mYOg9BTh48JNMbLllzIDgHe09ILu7zcADWz4b.jpeg?asset_id=3786,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3787,2019-05-08 00:20:27,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.5599,93.84724,Approved,https://smartvillage.imagetrekk.com/storage/images/cAR05t6WsS7F25szL5kCTUPsowGlwQEWShAGpxg2.jpeg?asset_id=3787,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3788,2019-05-08 00:20:40,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.5609,93.84664,Approved,https://smartvillage.imagetrekk.com/storage/images/mt0SXpg1w45PElub5jmQwkNI7VBew6LAtEjzZF0F.jpeg?asset_id=3788,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3789,2019-05-08 00:20:52,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56152,93.84633,Approved,https://smartvillage.imagetrekk.com/storage/images/fQRdPcezc7PLuHNZiY9S7LFdeOje9EuSSniYxF0C.jpeg?asset_id=3789,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3790,2019-05-08 00:21:05,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56105,93.84626,Approved,https://smartvillage.imagetrekk.com/storage/images/1bfEKsfr1gzlEFthH8rv4MVLvqvHuEQwON1PDjfO.jpeg?asset_id=3790,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3791,2019-05-08 00:21:20,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56143,93.84616,Approved,https://smartvillage.imagetrekk.com/storage/images/ZmKfmiUubqgUh32dwr8x3JW4gsRSLR0DaFO7UpFE.jpeg?asset_id=3791,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3792,2019-05-08 00:21:34,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56295,93.84493,Approved,https://smartvillage.imagetrekk.com/storage/images/1ebcXuF5AfxlXsQOElt75j35hJoFFmZtJ59Dul6G.jpeg?asset_id=3792,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3793,2019-05-08 00:21:47,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56228,93.84524,Approved,https://smartvillage.imagetrekk.com/storage/images/hr0CWeDwvGq4rIzXQJCnj8AZnmVHX1CBtdmBmtRQ.jpeg?asset_id=3793,working,Kacha Road,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]",No,"[""Steel""]",Yearly,No
3794,2019-05-08 00:21:59,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56254,93.84599,Approved,https://smartvillage.imagetrekk.com/storage/images/y2J4OkJpXfVFJtKeew3brvKPJIy4WS6vuwX29Efz.jpeg?asset_id=3794,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3795,2019-05-08 00:22:12,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56318,93.846,Approved,https://smartvillage.imagetrekk.com/storage/images/ol2wp6kfXgshtZUwipKn2wgc9ZJtMB5Abolu6Oyq.jpeg?asset_id=3795,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3796,2019-05-08 00:22:23,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56303,93.84593,Approved,https://smartvillage.imagetrekk.com/storage/images/Ajus8trrrKiS7PrvWSril3U79D275KZYfFLArEhW.jpeg?asset_id=3796,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3797,2019-05-08 00:22:36,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56351,93.84547,Approved,https://smartvillage.imagetrekk.com/storage/images/dxB69PQZh9YytUNHp3of5V140BJk6V9qARNDdp8C.jpeg?asset_id=3797,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3799,2019-05-08 00:23:10,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.5655,93.8467,Approved,https://smartvillage.imagetrekk.com/storage/images/Q055iBtWPP2x7MWSuVoJyorbHdKKErg40ClzWW7i.jpeg?asset_id=3799,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3800,2019-05-08 00:23:25,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56545,93.84677,Approved,https://smartvillage.imagetrekk.com/storage/images/Y1fiRVI9h1pE0jCCl628impfywR2wsFC7MpIFKrm.jpeg?asset_id=3800,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3801,2019-05-08 00:23:39,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56554,93.8466,Approved,https://smartvillage.imagetrekk.com/storage/images/HjqkdEKpHORUr4xvpECbe8IxN5yWtXhgrAMS5gMq.jpeg?asset_id=3801,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3802,2019-05-08 00:23:53,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56611,93.84652,Approved,https://smartvillage.imagetrekk.com/storage/images/kDdZ2lCBEkm5Up4eDtTOaXznMy1n3W1c2t4spIky.jpeg?asset_id=3802,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3803,2019-05-08 00:24:07,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56663,93.84653,Approved,https://smartvillage.imagetrekk.com/storage/images/Fu5W59GdV34cVqxTovqKQqeRnLtR7QY4N8PpCryk.jpeg?asset_id=3803,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3804,2019-05-08 00:24:23,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.5668,93.84637,Approved,https://smartvillage.imagetrekk.com/storage/images/H3wpI49ka4Tml5YsfAR5CycoodgK0IFaY4eb7kmC.jpeg?asset_id=3804,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3805,2019-05-08 00:24:34,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56715,93.84659,Approved,https://smartvillage.imagetrekk.com/storage/images/tiUfXGlVt4RaSr4DGAE4cTSCwJsKTlUeTeTPyTyt.jpeg?asset_id=3805,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3807,2019-05-08 00:25:00,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Kalong,27.56789,93.84631,Approved,https://smartvillage.imagetrekk.com/storage/images/MWZmdKdSU23Hk7hlGEmotyKqys3rzAoLOFG2YRo2.jpeg?asset_id=3807,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
3808,2019-05-08 00:25:19,Energy & ICT,Electricity Pole,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56739,93.84599,Approved,https://smartvillage.imagetrekk.com/storage/images/TJEBFoErjqWaBFkiGCS9vZL35gyskbukIkszWVZL.jpeg?asset_id=3808,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,No
