id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,Does this electricity pole also have telephone lines ?,What is the electricity pole made of ?,What is the frequency of maintenance or safety audit ?,Are the wires insulated ?
6311,2019-05-27 04:30:13,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86049,95.22407,Approved,https://smartvillage.imagetrekk.com/storage/images/IkH7nBfgRCzK5DnZcC56epe3alu8HDO4KR8TcxQY.jpeg?asset_id=6311,working,Pakka Road,4G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Irregular,No
6312,2019-05-27 04:31:26,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.8603,95.22472,Approved,https://smartvillage.imagetrekk.com/storage/images/G0pkiQzLm1LxNtqyGaLi9ZIQ0IQhVqiRp9G0hVyA.jpeg?asset_id=6312,working,Pakka Road,4G Reliable,"[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]",No,"[""Steel""]",Irregular,No
6313,2019-05-27 04:31:38,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86109,95.22418,Approved,https://smartvillage.imagetrekk.com/storage/images/HQZdJx2MIxeXKUgQeDNNm6KWPWXTW96ILrwOmHuR.jpeg?asset_id=6313,working,Pakka Road,4G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Irregular,No
6314,2019-05-27 04:31:48,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86213,95.22528,Approved,https://smartvillage.imagetrekk.com/storage/images/tF4593mwZSaXq76VW97OSHmLbIChvpzMp78KsX66.jpeg?asset_id=6314,working,Pakka Road,4G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Irregular,No
6315,2019-05-27 04:31:52,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.863,95.22572,Approved,https://smartvillage.imagetrekk.com/storage/images/tygkHWi0LNUZqc5BB9XyNjoBINPUTBnPT2onrDNq.jpeg?asset_id=6315,working,Pakka Road,4G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Irregular,No
6316,2019-05-27 04:31:59,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86368,95.22595,Approved,https://smartvillage.imagetrekk.com/storage/images/FIHRV4bSkjKz1EhBxR4YflATckB1EZx07lgsT2GS.jpeg?asset_id=6316,working,Pakka Road,4G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Irregular,No
6317,2019-05-27 04:32:05,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86341,95.22603,Approved,https://smartvillage.imagetrekk.com/storage/images/DVCS2AeKmRrTWNbHWaJOsUl7ALi7BEln1D5l4iGc.jpeg?asset_id=6317,working,Pakka Road,4G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Irregular,No
6318,2019-05-27 04:32:10,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86413,95.22592,Approved,https://smartvillage.imagetrekk.com/storage/images/5wgerDjTLqtcDEfy1Erb7XvVfAT0hRbZC2hluNLT.jpeg?asset_id=6318,working,Pakka Road,4G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Irregular,No
6319,2019-05-27 04:32:12,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,29.47234,94.17056,Approved,https://smartvillage.imagetrekk.com/storage/images/jDwOrusHj8lRCN93CKpLHlMYPKP8T9urKigHMev1.jpeg?asset_id=6319,working,Pakka Road,4G Reliable,"[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]",No,"[""Steel""]",Irregular,No
6320,2019-05-27 04:32:18,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86391,95.2257,Approved,https://smartvillage.imagetrekk.com/storage/images/KixKuygfIWlI54kRaymF8W7sUh6jUE7GsRvvnNGZ.jpeg?asset_id=6320,working,Pakka Road,4G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Irregular,No
6321,2019-05-27 04:32:24,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86406,95.22571,Approved,https://smartvillage.imagetrekk.com/storage/images/85bOo6NbfntiH9aQQL9x41SkO3qpUFhgZLtW0GSg.jpeg?asset_id=6321,working,Pakka Road,4G Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]",No,"[""Steel""]",Irregular,No
6322,2019-05-27 04:32:30,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86457,95.22539,Approved,https://smartvillage.imagetrekk.com/storage/images/hgKgjjn6LUt6QJDXvmIDRuMWMpeXJbaWGZg3kWEK.jpeg?asset_id=6322,working,Pakka Road,4G Reliable,"[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]",No,"[""Steel""]",Irregular,No
6323,2019-05-27 04:32:35,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86447,95.22554,Approved,https://smartvillage.imagetrekk.com/storage/images/hipN6j9HPGaBhZsO61TLiXP5GqoYH3S7Aua1JdYt.jpeg?asset_id=6323,working,Pakka Road,4G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Irregular,No
6324,2019-05-27 04:32:40,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86496,95.22596,Approved,https://smartvillage.imagetrekk.com/storage/images/RXaRB245AqY6I5FA73lAOBdeKoIZpbSfZ8Z7NJrz.jpeg?asset_id=6324,working,Pakka Road,4G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Irregular,No
6325,2019-05-27 04:32:47,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86563,95.22565,Approved,https://smartvillage.imagetrekk.com/storage/images/zYNgECLRWFPStv2d0I1mQzxEzM6jVyi1Sc1lAf7t.jpeg?asset_id=6325,working,Pakka Road,4G Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]",No,"[""Steel""]",Irregular,No
6326,2019-05-27 04:32:53,Energy & ICT,Electricity Pole,india paron,Government,In Use,East Siang,Ruksin,Ngorlung,27.86517,95.22544,Approved,https://smartvillage.imagetrekk.com/storage/images/WOJX1diZnmVb43cS3fTnhKZiDp55QiKmBuqqN62N.jpeg?asset_id=6326,working,Pakka Road,4G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Irregular,No
6332,2019-05-27 05:12:20,Energy & ICT,Electricity Pole,mr yomrak kato,Government,In Use,West Siang,Kamba,Kambu,28.26271,94.68262,Approved,https://smartvillage.imagetrekk.com/storage/images/bCZ3hjY4qPl4YwgTX0yAgdCOMfZPi73sB7hbxyKG.jpeg?asset_id=6332,in good condition,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Irregular,Yes
6333,2019-05-27 05:27:56,Energy & ICT,Electricity Pole,mr yomrak kato,Government,In Use,West Siang,Kamba,Kambu,28.2597,94.68445,Approved,https://smartvillage.imagetrekk.com/storage/images/YcPwY9R3gVpR46GltqnUtRdA5Ca7do3a7cr0oZUl.jpeg?asset_id=6333,In good condition,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Irregular,Yes
6337,2019-05-27 05:40:22,Energy & ICT,Electricity Pole,mr yomrak kato,Government,In Use,West Siang,Kamba,Kambu,28.26559,94.67617,Approved,https://smartvillage.imagetrekk.com/storage/images/BTngLG3JGsj63xWTb6eV6JHPPUKcVTezoCMM94Hv.jpeg?asset_id=6337,in good condition,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Irregular,Yes
6341,2019-05-27 10:28:34,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58644,93.85635,Approved,https://smartvillage.imagetrekk.com/storage/images/SLTq32pIVThRpfcBudgT9xbFVvZfZzmEhWnSHyKW.jpeg?asset_id=6341,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6342,2019-05-27 10:28:34,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58625,93.85625,Approved,https://smartvillage.imagetrekk.com/storage/images/P3BBEppzCzxiCasIsr5cWpCOY4McVg5OnS7tYZ9d.jpeg?asset_id=6342,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6344,2019-05-27 10:28:34,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58592,93.85601,Approved,https://smartvillage.imagetrekk.com/storage/images/UPEfX6QOzJR1vGsA3aBV6FKjOexx788fSZDTKEu8.jpeg?asset_id=6344,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6346,2019-05-27 10:28:35,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58687,93.85644,Approved,https://smartvillage.imagetrekk.com/storage/images/tV2oWR7tfcDN7PlgIZy7m7kNIENZgaXsgmVyq2D8.jpeg?asset_id=6346,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6348,2019-05-27 10:28:35,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58727,93.85656,Approved,https://smartvillage.imagetrekk.com/storage/images/oeALBaCwtz2fZyT3a1tQc7tDzM0JLjiGnqiGT4BM.jpeg?asset_id=6348,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6349,2019-05-27 10:28:35,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58739,93.85699,Approved,https://smartvillage.imagetrekk.com/storage/images/VIMenq56jzezwDW9eURuuOTYWjFqfDIZTY8PIX7N.jpeg?asset_id=6349,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6350,2019-05-27 10:28:35,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58793,93.85755,Approved,https://smartvillage.imagetrekk.com/storage/images/wju8jLZH8T4hG4GI0XSquNHD4Rc6Za68jrvh1seR.jpeg?asset_id=6350,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6351,2019-05-27 10:28:36,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58753,93.85713,Approved,https://smartvillage.imagetrekk.com/storage/images/XMznORXlmiTJvUGCX0hm5qu07OhUXRcIldWqQZVF.jpeg?asset_id=6351,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6352,2019-05-27 10:28:36,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.5879,93.85802,Approved,https://smartvillage.imagetrekk.com/storage/images/1NG21VOAwWOIB6OErPDdSYkBk3rLtY5T2d1mEaGk.jpeg?asset_id=6352,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6353,2019-05-27 10:28:36,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58806,93.85794,Approved,https://smartvillage.imagetrekk.com/storage/images/Wbo4VsfxpaF27LxkXzylhzbFJlZ5OkOAVjZDCeVr.jpeg?asset_id=6353,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6354,2019-05-27 10:28:36,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58764,93.85837,Approved,https://smartvillage.imagetrekk.com/storage/images/rWW4WRM2e3kDIqK1aEKaooSekoubFKwB78svXOuy.jpeg?asset_id=6354,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6355,2019-05-27 10:28:37,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58508,93.85757,Approved,https://smartvillage.imagetrekk.com/storage/images/7JJOGKQMi3uDLbDJTco4mJbc8YBG5fMTZr3FnFRm.jpeg?asset_id=6355,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6356,2019-05-27 10:28:37,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.5848,93.85758,Approved,https://smartvillage.imagetrekk.com/storage/images/rVTqnXYgJN08kqAS2hI0oIZ8SHpT9AsCf7fqdq4X.jpeg?asset_id=6356,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6357,2019-05-27 10:28:37,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58462,93.85757,Approved,https://smartvillage.imagetrekk.com/storage/images/lwxWbAZYUPioY0Y4i8nt0BZbXf80yRZiFhTx7Fgs.jpeg?asset_id=6357,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6359,2019-05-27 10:28:37,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58449,93.85778,Approved,https://smartvillage.imagetrekk.com/storage/images/8XH6oAg5mzD6SaNRYXicQOdwqFjNBM2PSltVr9sj.jpeg?asset_id=6359,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6360,2019-05-27 10:28:38,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58433,93.85782,Approved,https://smartvillage.imagetrekk.com/storage/images/KtKlPqXdSezSARQ1CF58mcOO9MtdDLAcZCZFOwZc.jpeg?asset_id=6360,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6361,2019-05-27 10:28:38,Energy & ICT,Electricity Pole,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58395,93.85808,Pending,https://smartvillage.imagetrekk.com/storage/images/kfe43XKimMaWTpQSNQTtfHbuQLOoEMOuSwyr9LUJ.jpeg?asset_id=6361,e pole,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6362,2019-05-27 10:28:38,Energy & ICT,Electricity Pole,nending tasser,Government,Not in Use,Lower Subansiri,Ziro,Hari,27.58377,93.85791,Pending,https://smartvillage.imagetrekk.com/storage/images/nwcfAev9oPcsdegEhF9A7BeiqWY8AEqn2YIo1531.jpeg?asset_id=6362,under process,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6363,2019-05-27 10:28:39,Energy & ICT,Electricity Pole,nending tasser,Government,Not in Use,Lower Subansiri,Ziro,Hari,27.58373,93.85789,Approved,https://smartvillage.imagetrekk.com/storage/images/ek3qDPxhpNSGizhXnwfOu06zePrn0jlgh9TVFG0L.jpeg?asset_id=6363,under process,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6364,2019-05-27 10:28:39,Energy & ICT,Electricity Pole,nending tasser,Government,Not in Use,Lower Subansiri,Ziro,Hari,27.58375,93.85801,Approved,https://smartvillage.imagetrekk.com/storage/images/iuu1UGVyA6pPhN7t5D14dmXIGn0pih1XibMRo7GW.jpeg?asset_id=6364,under process,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6365,2019-05-27 10:28:39,Energy & ICT,Electricity Pole,nending tasser,Government,Not in Use,Lower Subansiri,Ziro,Hari,27.5835,93.85793,Approved,https://smartvillage.imagetrekk.com/storage/images/cEYxn1gc5CzEx5Wj6Dc2tWhLLklOLqUKGWUeK56z.jpeg?asset_id=6365,under process,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
6370,2019-05-27 10:28:42,Energy & ICT,Electricity Pole,nending tasser,Government,Not in Use,Lower Subansiri,Ziro,Hari,27.58284,93.85801,Approved,https://smartvillage.imagetrekk.com/storage/images/jJtCyHkZnIlq7ozilBOQk206Z6FFddh3TJR3uhou.jpeg?asset_id=6370,under process,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
