id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What is the type of security available for the asset?,How many Technical staff are employed in/for that asset?,How many Non Technical staff are employed in/for that asset?,How do you deal with the waste generated from this asset?,What are the other mechanism used to discard the waste?,Do you have grid connection for energy supply?,How many hours do you face power cuts in a day?,What is the alternative energy source available in case of power failure from regular supplier for that asset?,How many hours in a day do you use alternate energy resource?,How many hours in a day do you use alternate energy resource?,How many hours in a day do you use alternate energy resource?,How many hours in a day do you use alternate energy resource?,How many hours in a day do you use alternate energy resource?,How many hours in a day do you use alternate energy resource?,Do you have landline connectivity for telephone?,What is the number with STD Code,Do you have wired internet connection?,How much speed can you get through the broadband?,How do you maintain records of operations?,What other recording mechanisms do you use in the asset?,What are the areas you get support from government agencies (not for costumers)?,Do you get any support from NGO(s)?,From what Organization(s) did you get support?,How many hours on average do you apply load shedding per day meaning facing Brown Outs?,How many hours are you facing power cuts on average per day meaning black outs?,How do you record hours of load shedding and blackouts?,How are staff trained to handle transformers ?,What type of substation is this?,What is the type of operating voltage?,What is the number of transformers linked to the substation ?,What are the issues pertaining to maintenance to ensure technical functionality ?,Do you use smart metering ?,What are the categories of customers availing power from this substation?,What is the source of power to the asset?,What is the minimum distance to the nearest grid connected Solar PV Power generating station?,Where is the nearest Off grid Solar PV generating station ?,How many times has there been maintenance or safety audits in the last year ?
5890,2019-05-21 03:22:19,Energy & ICT,Electrical Substation,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58123,93.84546,Approved,https://smartvillage.imagetrekk.com/storage/images/fsPJPe6SwHfpvzqh7XNTMPWPaNIWhKSKlsu9h5OB.jpeg?asset_id=5890,transformer,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,Discarded in Open Field,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Distribution""]",High Voltage,0,"[""Skilled manpower ""]",Yes,"[""Households ""]","[""Hydro""]",2,2,1-2 times
5987,2019-05-21 12:30:00,Energy & ICT,Electrical Substation,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58584,93.85572,Approved,https://smartvillage.imagetrekk.com/storage/images/aASqr2WfWLZY7ihgkksz7M3oZsSKpO0E4e9zhvwg.jpeg?asset_id=5987,transformer,1,Kacha Road,5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,0,Discarded in Open Field,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Distribution""]",High Voltage,1,"[""Skilled manpower ""]",Yes,"[""Households ""]","[""Hydro""]",3,3,1-2 times
6177,2019-05-24 13:05:48,Energy & ICT,Electrical Substation,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.5806,93.83676,Pending,https://smartvillage.imagetrekk.com/storage/images/K4E1mvJsHzcVFoGiq5WHSeXBy78Ii9nFC0lBpYdf.jpeg?asset_id=6177,transformer,1,Kacha Road,1.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,0,Discarded in Open Field,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Distribution""]",High Voltage,1,"[""Skilled manpower ""]",Yes,"["" Industrial""]","[""Hydro""]",3,2,1-2 times
6191,2019-05-24 13:14:56,Energy & ICT,Electrical Substation,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58042,93.83683,Approved,https://smartvillage.imagetrekk.com/storage/images/WnxH6UNqmAilxZHNpcHoYiRLyOLSKzGo9ZXwq1yg.jpeg?asset_id=6191,transformer,1,Kacha Road,1.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,0,Discarded in Open Field,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Distribution""]",High Voltage,1,"[""Skilled manpower ""]",Yes,"["" Industrial""]","[""Hydro""]",3,2,1-2 times
6367,2019-05-27 10:28:40,Energy & ICT,Electrical Substation,nending tasser,Government,Not in Use,Lower Subansiri,Ziro,Hari,27.58317,93.85779,Approved,https://smartvillage.imagetrekk.com/storage/images/w6m3kXBHFK7EiASC6VIQrUtTBuNxuiFsCj6ps9sL.jpeg?asset_id=6367,under process,1,Kacha Road,3.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,0,Discarded in Open Field,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Distribution""]",High Voltage,0,"[""Skilled manpower ""]",Yes,"[""Households ""]","[""Hydro""]",0,0,1-2 times
6586,2019-05-28 02:18:06,Energy & ICT,Electrical Substation,tabey,Government,In Use,Shi-Yomi,Monigong,Karle,28.73914,94.29987,Pending,https://smartvillage.imagetrekk.com/storage/images/stIBTI2yrHikmIJZiXGeDjqxgXvpaomFhLTkoZIC.jpeg?asset_id=6586,distributed by apeda department of Sri tamong yorung,1,Footway,1,Nil,,,,,,,"[""Others""]",0,1,Others,0,No,,Others,1,1,1,1,1,1,No,,No,,Others,0,"[""Others""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Switching""]",Medium Voltage,0,"[""Other""]",No,"[""Others""]","[""Integrated Solar""]",0,10,1-2 times
6858,2019-05-31 05:07:30,Energy & ICT,Electrical Substation,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.61354,93.8512,Approved,https://smartvillage.imagetrekk.com/storage/images/AvYWKRPVyx2IdVQfkQrc89U7osfuPcVpnPnftoCm.jpeg?asset_id=6858,electric substation 2,3,Pakka Road,2.5,2G reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,Discarded in Water Bodies,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Transmission""]",Medium Voltage,2,"[""Timely funds for maintenance ""]",No,"[""Households ""]","[""Others""]",2.5,1.5,3-4 times
6887,2019-06-01 03:22:12,Energy & ICT,Electrical Substation,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.57947,93.8512,Approved,https://smartvillage.imagetrekk.com/storage/images/yB9ZOlaNEVvOmmSmDrqJtvTUuOTEqpGHcDjr1DF9.jpeg?asset_id=6887,sub satation 3,3,Pakka Road,3,2G reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,Burnt within the premises,,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Transmission""]",Medium Voltage,1,"[""Timely funds for maintenance ""]",No,"[""Households ""]","[""Others""]",7,4,1-2 times
6907,2019-06-01 15:00:37,Energy & ICT,Electrical Substation,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.56973,93.83198,Approved,https://smartvillage.imagetrekk.com/storage/images/V9WzMv54OFbKfn6gBVsXEvkQf3Sa7TsqREgs9re9.jpeg?asset_id=6907,electric sub station 4,2,Pakka Road,3,2G reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,Burnt within the premises,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Transmission""]",Medium Voltage,2,"[""Timely funds for maintenance ""]",No,"[""Households ""]","[""Hydro""]",2,9,1-2 times
6923,2019-06-02 18:33:52,Energy & ICT,Electrical Substation,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Old Ziro,27.5819,93.82099,Approved,https://smartvillage.imagetrekk.com/storage/images/seKkN4OJfmtHNUXRZ9WGcE5wfMiVPSWTJn3GZeC3.jpeg?asset_id=6923,electrical substation 5,2,Pakka Road,1,2G reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,Burnt within the premises,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Transmission""]",Medium Voltage,2,"[""Timely funds for maintenance ""]",No,"[""Households ""]","[""Others""]",7,1,1-2 times
7003,2019-06-05 12:30:02,Energy & ICT,Electrical Substation,nabam tadap,Government,In Use,Papumpare,Doimukh,Soppo,27.21409,93.79488,Approved,https://smartvillage.imagetrekk.com/storage/images/cXw8dX6GoOxyHO99pqydeK9IPz4jCt89FEc6Td9E.jpeg?asset_id=7003,Need maintance,5,Kacha Road,1,2G Unreliable,"[""BSNL"",""Idea"",""Jio""]","[""BSNL"",""Idea"",""Jio""]","[""BSNL"",""Idea"",""Jio""]","[""BSNL"",""Idea"",""Jio""]","[""BSNL"",""Idea"",""Jio""]","[""BSNL"",""Idea"",""Jio""]","[""None"",""Compound Wall\/ Fencing""]",0,0,None,,Yes,5,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Support via Schemes""]",No,,0-4hrs,4-8hrs,No records,"[""By the Department ""]","[""Transmission"",""Distribution""]",Low Voltage,1,"[""Skilled manpower ""]",No,"[""Households ""]","[""Hydro""]",100,50,1-2 times
7040,2019-06-06 01:27:51,Energy & ICT,Electrical Substation,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.60381,93.8567,Approved,https://smartvillage.imagetrekk.com/storage/images/eEMAegCVGjgS2QDeMf1Y3vgJYxntar9PHZAZtLwD.jpeg?asset_id=7040,sub station at lempia akang east,2,Pakka Road,2,2G reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,Burnt within the premises,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None"",""Technical Support""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Transmission""]",Medium Voltage,4,"[""Timely funds for maintenance ""]",No,"[""Households ""]","[""Others"",""Hydro""]",2,8,5-6 times
7047,2019-06-06 01:29:43,Energy & ICT,Electrical Substation,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.60137,93.87592,Approved,https://smartvillage.imagetrekk.com/storage/images/3dAER50EcH2bInA5WIhGI6H3ZHxtNjfsracLjAzm.jpeg?asset_id=7047,"electrical sub station at pariya, lempia",2,Kacha Road,2,2G reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,Burnt within the premises,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Transmission""]",Medium Voltage,3,"[""Timely funds for maintenance ""]",No,"[""Households ""]","[""Others""]",2,7,3-4 times
7070,2019-06-06 13:10:45,Energy & ICT,Electrical Substation,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.59407,93.83472,Approved,https://smartvillage.imagetrekk.com/storage/images/BvqBIkXhfBKuTdDOS30Z5SZ6zkU4XNiKlItVegyl.jpeg?asset_id=7070,electric sub station5 at siike,2,Kacha Road,5,2G reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""None""]",1,1,Discarded in Open Field,,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Transmission""]",Medium Voltage,5,"[""Timely funds for maintenance ""]",No,"[""Households ""]","[""Hydro""]",10,5,3-4 times
7231,2019-06-09 06:42:36,Energy & ICT,Electrical Substation,nabam tadap,Government,In Use,Papumpare,Doimukh,Soppo,27.21231,93.80446,Rejected,https://smartvillage.imagetrekk.com/storage/images/cdqm2U7iRuysMaxjjIAVXirkGgm8keFLy44Gzdje.jpeg?asset_id=7231,Need maintenance,3,Pakka Road,1.5,2G Unreliable,"[""BSNL"",""Jio""]","[""BSNL"",""Jio""]","[""BSNL"",""Jio""]","[""BSNL"",""Jio""]","[""BSNL"",""Jio""]","[""BSNL"",""Jio""]","[""None""]",0,0,None,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Converter""]",Low Voltage,1,"[""Skilled manpower "",""Timely funds for maintenance ""]",No,"[""Households ""]","[""Hydro""]",150,50,1-2 times
7247,2019-06-09 07:50:01,Energy & ICT,Electrical Substation,nabam tadap,Government,In Use,Papumpare,Doimukh,Soppo,27.21207,93.8053,Approved,https://smartvillage.imagetrekk.com/storage/images/z9QwhUPlS1l5KuegQYlc59vfDLSEY6zJ9XFwpdFO.jpeg?asset_id=7247,good condition,10,Pakka Road,1,2G Unreliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""Watchman"",""Compound Wall\/ Fencing"",""Security Guard""]",90,38,Discarded in Water Bodies,,Yes,5,Diesel Generator,5,5,5,5,5,5,No,,No,,Digital Records- Using Computer/Mobile,,"[""Financial Support"",""Technical Support"",""Marketing Support"",""Insurance Support"",""Support via Schemes""]",No,,0-4hrs,0-4hrs,Digital records - using computers/mobile,"[""By the Department "",""On the job""]","[""Distribution""]",High Voltage,15,"[""Timely funds for maintenance "",""Skilled manpower "",""Training ""]",Yes,"["" Industrial"","" Commercial"",""Households "",""Agriculture ""]","[""Hydro""]",150,50,11-12 times
763,2019-02-11 03:06:32,Energy & ICT,Electrical Substation,shri joram nera,Government,In Use,Lower Subansiri,Yachuli,Jara,27.52574,93.76733,Approved,https://smartvillage.imagetrekk.com/storage/images/OmL8Hv2VrvNBAfFYD6VTDJoshIh01MqPNZ5BiYi8.jpeg?asset_id=763,-,3,Kacha Road with Block Point,0.57,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,4,Discarded in Open Field,,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Support via Schemes""]",No,,8-12hrs,0-4hrs,Traditional book keeping,"[""By the Department "",""On the job""]","[""Distribution""]",Medium Voltage,1,"[""Timely funds for maintenance "",""Skilled manpower ""]",Yes,"[""Households ""]","[""Hydro""]",0,0,3-4 times
768,2019-02-11 03:09:33,Energy & ICT,Electrical Substation,shri joram nera,Government,In Use,Lower Subansiri,Yachuli,Jara,27.52574,93.76733,Approved,https://smartvillage.imagetrekk.com/storage/images/8jvZEn7EBNkA4zh9o0rBUz0KRGefsG8QzokBup8z.jpeg?asset_id=768,-,3,Kacha Road with Block Point,0.57,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,4,Discarded in Open Field,,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Support via Schemes""]",No,,8-12hrs,0-4hrs,Traditional book keeping,"[""By the Department "",""On the job""]","[""Distribution""]",Medium Voltage,1,"[""Timely funds for maintenance "",""Skilled manpower ""]",Yes,"[""Households ""]","[""Hydro""]",0,0,3-4 times
1069,2019-02-15 09:11:29,Energy & ICT,Electrical Substation,pema ledan thungon,Government,In Use,West Kameng,Singchung,Singchung,27.19526,92.47291,Rejected,https://smartvillage.imagetrekk.com/storage/images/NrJtkiBhpNOHsI2QZ4N3UUQKzY5Cc7NuTDmrFCzF.jpeg?asset_id=1069,everything is in good condition,9,Pakka Road,1,4G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",3,4,Burnt within the premises,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Financial Support""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Transmission"",""Distribution"",""Collector"",""Switching""]",Medium Voltage,2,"[""Training "",""Timely funds for maintenance ""]",No,"[""Households "","" Commercial""]","[""Hydro"",""Thermal ""]",0,0,5-6 times
1184,2019-02-16 05:22:14,Energy & ICT,Electrical Substation,undefined,Government,In Use,Tirap,Khonsa,Khonsa I,26.99949,95.5095,Approved,https://smartvillage.imagetrekk.com/storage/images/NTdXyHXYPaOYBqAvMTkIYqIwp55Tb5PY3azxelz2.jpeg?asset_id=1184,khonsa mini transformer,1,Pakka Road,0.5,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""None""]",1,0,None,,Yes,4,None,,,,,,,No,,No,,Others,none,"[""Others""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Converter""]",Medium Voltage,0,"[""Other""]",No,"[""Households ""]","[""Hydro""]",0,0,Never done
1243,2019-02-17 05:19:31,Energy & ICT,Electrical Substation,oyi gao,Government,In Use,East Siang,Pasighat,Rengging,28.14184,95.2729,Approved,https://smartvillage.imagetrekk.com/storage/images/bqZiBPWQiVyaBzKYi3SS7CAhJGoZKRO58XIKSEto.jpeg?asset_id=1243,CTPT(consummer metre)demage,4,Pakka Road,1,2G reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,0,Burnt within the premises,,Yes,2,None,,,,,,,No,,No,,Others,nil,"[""Technical Support"",""Transport Support"",""Financial Support""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Distribution""]",Low Voltage,1,"[""Timely funds for maintenance ""]",Yes,"[""Households ""]","[""Hydro""]",5,5,1-2 times
1384,2019-02-21 14:21:46,Energy & ICT,Electrical Substation,tendel zangmu wangja,Government,In Use,West Kameng,Shergaon,Shergaon,27.12174,92.25635,Rejected,https://smartvillage.imagetrekk.com/storage/images/ZhLlZYCPXoLMs6SraqHdPYiS5HOcED80VCY4pSJ8.jpeg?asset_id=1384,Respondent Harish Shahai Mishra Electirician No Compound Fencing,1,Kacha Road,24,4G Unreliable,"[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""None""]",2,1,Burnt within the premises,,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Technical Support""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Transmission"",""Switching""]",Low Voltage,9,"[""Skilled manpower ""]",Yes,"[""Households "",""Agriculture "","" Commercial""]","[""Thermal ""]",24,24,11-12 times
1509,2019-02-24 07:26:06,Energy & ICT,Electrical Substation,tabey chijey,Government,Not in Use,Shi-Yomi,Monigong,Karle,28.739,94.30139,Rejected,https://smartvillage.imagetrekk.com/storage/images/vN7BM6UZFkxhq8rNik5BnI8zsrBJhnU01N3w5RAi.jpeg?asset_id=1509,transformer at lower karle,10,Footway,0.2,2G Unreliable,"[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""None""]",0,0,None,,No,,None,,,,,,,No,,No,,Others,nil,"[""None""]",No,,0-4hrs,12-24hrs,No records,"[""Others""]","[""Distribution""]",Low Voltage,0,"[""Other""]",No,"[""Others""]","[""Others""]",0,0,Never done
2358,2019-03-10 12:53:49,Energy & ICT,Electrical Substation,talen mibang,Government,In Use,East Siang,Oyan,Murali,27.9086,95.27621,Approved,https://smartvillage.imagetrekk.com/storage/images/kfE62n5TYLhrt3uPv7n0KHBwywNBVNSq6Fnl9ItF.jpeg?asset_id=2358,done,1,Kacha Road,8,3G Reliable,"[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,Burnt within the premises,,Yes,6,None,1,1,1,1,1,1,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,4-8hrs,0-4hrs,Traditional book keeping,"[""On the job"",""By the Department ""]","[""Transmission"",""Distribution""]",Medium Voltage,2,"[""Timely funds for maintenance "",""Skilled manpower "",""Training ""]",No,"[""Households "","" Commercial""]","[""Hydro""]",8,8,1-2 times
2372,2019-03-11 05:50:08,Energy & ICT,Electrical Substation,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.88613,95.31596,Approved,https://smartvillage.imagetrekk.com/storage/images/5CryoTYSYclcTbzS3GtOQqVNHMFfTJ8PjDmD2ml6.jpeg?asset_id=2372,electrical substation -1,3,Pakka Road,1,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Compound Wall\/ Fencing"",""Watchman""]",1,0,Discarded in Govt. designated sites,,Yes,4,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",No,,4-8hrs,4-8hrs,Traditional book keeping,"[""By the Department "",""On the job""]","[""Distribution""]",Low Voltage,6,"[""Skilled manpower "",""Timely funds for maintenance ""]",No,"[""Households "","" Commercial"",""Agriculture "",""Others""]","[""Hydro""]",0,0,1-2 times
2394,2019-03-13 08:57:47,Energy & ICT,Electrical Substation,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.46322,95.38012,Rejected,https://smartvillage.imagetrekk.com/storage/images/m0czoosV4kzmpBpxEJPF1uRiEHkpg6SUSDwec59v.jpeg?asset_id=2394,Using for straight light.,6,Pakka Road,1,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""None""]",2,2,None,,Yes,2,Others,2,2,2,2,2,2,No,,No,,Others,computer,"[""Technical Support"",""Financial Support"",""Others""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Transmission""]",Medium Voltage,1,"[""Other""]",No,"[""Others""]","[""Thermal ""]",7,7,3-4 times
