id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,How far is this street light from the nearest substation or transformer ?,Which type of street light is this?,What is the system of street lights used?,Has the street light been installed with the help of APEDA ?
5062,2019-05-13 09:34:36,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.57055,93.82846,Approved,https://smartvillage.imagetrekk.com/storage/images/eE1autz8iGC9DAnmKywPJhwIygiXQGqFRq7KqeO3.jpeg?asset_id=5062,solar pole 35,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Solar,Yes
5102,2019-05-13 17:18:56,Energy & ICT,Street Light,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.57379,93.8312,Approved,https://smartvillage.imagetrekk.com/storage/images/R9j6oZicHzTWMROkmaMA0k9Lyhhmjhq0NPCnKCju.jpeg?asset_id=5102,Straight Light Pole for Kombu Baptist Church,Pakka Road,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",5,On-grid,Traditional,No
5112,2019-05-13 17:24:07,Energy & ICT,Street Light,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.5729,93.82899,Approved,https://smartvillage.imagetrekk.com/storage/images/0jtY0SNM9RAl8spgVtckzINv1j8aKl4czgesU4sd.jpeg?asset_id=5112,Govt. straight Light no. (3),Pakka Road,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",5,On-grid,Traditional,No
5190,2019-05-13 19:37:10,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59418,93.84259,Rejected,https://smartvillage.imagetrekk.com/storage/images/T3QFRiQXDRYqX9g5INTa3zF8cXx4pr0TcQpCBE8T.jpeg?asset_id=5190,electric pole 180,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5191,2019-05-13 19:37:29,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59412,93.84339,Rejected,https://smartvillage.imagetrekk.com/storage/images/73KNujzN9Z328Yo70aq2WhMOEFkAn3jnOigYyK3q.jpeg?asset_id=5191,electric pole 184,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5192,2019-05-13 19:37:29,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59421,93.84304,Rejected,https://smartvillage.imagetrekk.com/storage/images/sWszZDhHmaK4tZyIfipnOBouQdxoztAYHbKE3Jur.jpeg?asset_id=5192,electric pole 181,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5193,2019-05-13 19:37:30,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59394,93.84223,Rejected,https://smartvillage.imagetrekk.com/storage/images/8ayUHpiTTrOiwoo3RRitKKouawsOrP6qK3B3ZZRR.jpeg?asset_id=5193,electric pole 183,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5194,2019-05-13 19:37:30,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59427,93.84341,Rejected,https://smartvillage.imagetrekk.com/storage/images/MikQOrnfOpe6rAGd6ktXnAxq0zcAq8031uQquS9m.jpeg?asset_id=5194,electric pole 182,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5195,2019-05-13 19:37:30,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.5944,93.844,Rejected,https://smartvillage.imagetrekk.com/storage/images/R1eNN9qsfqjfIxcMeIwJnnjIWIewXSLRgBQIbYiF.jpeg?asset_id=5195,electric pole 186,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5196,2019-05-13 19:37:30,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59512,93.84383,Rejected,https://smartvillage.imagetrekk.com/storage/images/LlkAXTiZB3fTmWYwL8VVGmFZzkudsQLHcw3eqOEa.jpeg?asset_id=5196,electric pole 188,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5197,2019-05-13 19:37:30,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59428,93.84388,Rejected,https://smartvillage.imagetrekk.com/storage/images/cBp6Qet1Tc3Hm3h9iZBRSiT67UVXklLsHJTQlAzf.jpeg?asset_id=5197,electric pole 187,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5198,2019-05-13 19:37:30,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59618,93.84339,Rejected,https://smartvillage.imagetrekk.com/storage/images/sEDM7Ev2SHCTydJE2NTsS70APnlibPxtbJ4xR1oI.jpeg?asset_id=5198,electric pole 190,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5199,2019-05-13 19:37:30,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59414,93.84419,Rejected,https://smartvillage.imagetrekk.com/storage/images/54KSoFbsnpk4qMyQJ3buJ8b7giOCrTLbBUGChi3K.jpeg?asset_id=5199,electric pole 191,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5200,2019-05-13 19:37:30,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.5944,93.84462,Rejected,https://smartvillage.imagetrekk.com/storage/images/jv6enonwhjzX72nwxt80DPEawK3BaooRDU7js3mD.jpeg?asset_id=5200,electric pole 193,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5201,2019-05-13 19:37:30,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59571,93.84356,Rejected,https://smartvillage.imagetrekk.com/storage/images/Rxlg0qszmmZObjbQDj41DPlOJlK29HKCoCOn1Ufj.jpeg?asset_id=5201,electric pole 189,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5202,2019-05-13 19:37:30,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59433,93.84382,Approved,https://smartvillage.imagetrekk.com/storage/images/1vtLFZeweJNW7rE1LbojffFAAh1eGIewuKkqqUNb.jpeg?asset_id=5202,electric pole 185,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5203,2019-05-13 19:37:31,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59442,93.84506,Approved,https://smartvillage.imagetrekk.com/storage/images/e896aQuCYevfhhAcr4ZPevXde6L21rwQ6YCoNdda.jpeg?asset_id=5203,electric pole 194,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5204,2019-05-13 19:37:31,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59426,93.84529,Rejected,https://smartvillage.imagetrekk.com/storage/images/eAdantxwOR4wqRFxeYsPmJu5ayFf6RdZQCTVtyQD.jpeg?asset_id=5204,electric pole 195,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5205,2019-05-13 19:37:31,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59454,93.84542,Approved,https://smartvillage.imagetrekk.com/storage/images/6SjwMHLZleuLJfpPpv4LVJfEIzsgjCNJcwt8PSMK.jpeg?asset_id=5205,electric pole 196,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5206,2019-05-13 19:37:31,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59426,93.84661,Rejected,https://smartvillage.imagetrekk.com/storage/images/VWATYUTVjFgk8TjwrSFGi9D9lf1gUk7AleP8DZsY.jpeg?asset_id=5206,electric pole 196,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5207,2019-05-13 19:37:31,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59434,93.84643,Rejected,https://smartvillage.imagetrekk.com/storage/images/5iVl7ikMn1YBQ0wjsTA84YE9N9Ijpd9VVH9r02cd.jpeg?asset_id=5207,electric pole 198,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5208,2019-05-13 19:37:31,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59429,93.8442,Rejected,https://smartvillage.imagetrekk.com/storage/images/f6gO7YbdwCnyVJUjS3WpBGlcFFJXkyVCeMdbn9ei.jpeg?asset_id=5208,electric pole 192,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5210,2019-05-13 19:37:31,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59423,93.84716,Rejected,https://smartvillage.imagetrekk.com/storage/images/xiTS7gnGVtKrejryrY29rwL5rkjxYtaGxKV33w7D.jpeg?asset_id=5210,electric pole 199,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5211,2019-05-13 19:37:31,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59434,93.84643,Rejected,https://smartvillage.imagetrekk.com/storage/images/guEqcFjjrNZibHVvlj1HwyKL6EPjlZy3FuwjKABd.jpeg?asset_id=5211,trasformer kalong,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5212,2019-05-13 19:37:32,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59417,93.84742,Rejected,https://smartvillage.imagetrekk.com/storage/images/VW5jrtp9mYGbMbbeb40aiVzP1a25VFvkSXVLgJFJ.jpeg?asset_id=5212,electric pole 200,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5213,2019-05-13 19:37:32,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59402,93.8476,Rejected,https://smartvillage.imagetrekk.com/storage/images/ihDA6TxzYII5lXP6qzIUI6sxUMY2T6s7tBSHstRf.jpeg?asset_id=5213,electric pole 201,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5214,2019-05-13 19:37:32,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.5943,93.84876,Rejected,https://smartvillage.imagetrekk.com/storage/images/9v2moHXPM3E2MRCIiDyc656AgLuVwbu5d25fNfFN.jpeg?asset_id=5214,electric pole 203,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5215,2019-05-13 19:37:32,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59418,93.84837,Rejected,https://smartvillage.imagetrekk.com/storage/images/NB9istS0QzzLeTIeZDqOlPLixHZPDmnVtDiryoW8.jpeg?asset_id=5215,electric pole 202,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5216,2019-05-13 19:37:32,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59434,93.84915,Rejected,https://smartvillage.imagetrekk.com/storage/images/8mO8aS7NVr2sRGp3TcaW7dhhQt9I81tdKx0pnKkZ.jpeg?asset_id=5216,electric pole 204,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5217,2019-05-13 19:37:32,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59477,93.84951,Rejected,https://smartvillage.imagetrekk.com/storage/images/Q5aQaIRuNNPdS5u9LLQH0kq6nSsG4PN1hVq7eXCC.jpeg?asset_id=5217,electric pole 205,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5218,2019-05-13 19:37:32,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59471,93.8501,Rejected,https://smartvillage.imagetrekk.com/storage/images/wL4wbtXXMTHByfAwSrQII5gjbIMYmISWQotZTqz1.jpeg?asset_id=5218,electric pole 206,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
5224,2019-05-13 19:37:57,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.60057,93.84609,Rejected,https://smartvillage.imagetrekk.com/storage/images/9Rt3ZpUCeKHgOcME5mUOV709LkogOtP6TD7fACQa.jpeg?asset_id=5224,electric Pole 113,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
5226,2019-05-13 19:37:59,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.60061,93.84578,Rejected,https://smartvillage.imagetrekk.com/storage/images/IUZiqxSwo3VHsq27j09WqThOZvLD7dyCY5ZAdJXy.jpeg?asset_id=5226,electric Pole 114,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
5227,2019-05-13 19:38:01,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Sibe,27.60057,93.84549,Rejected,https://smartvillage.imagetrekk.com/storage/images/E3d9Xbqk1Fowwx5JNxyNNoG1DGSpT5ivdaUOhB7j.jpeg?asset_id=5227,electric Pole 115,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
5228,2019-05-13 19:38:07,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.60065,93.84524,Rejected,https://smartvillage.imagetrekk.com/storage/images/5nVNJcUumuugf8iIz4Fp1gDCXkwesyqxedIjWN1U.jpeg?asset_id=5228,electric Pole 116,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
5229,2019-05-13 19:38:15,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.60044,93.84513,Rejected,https://smartvillage.imagetrekk.com/storage/images/ouGIgcXBqpNl8zUUowVFTXdjBOsNZow9nOidNgmM.jpeg?asset_id=5229,electric Pole 118,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
5231,2019-05-13 19:38:17,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.60096,93.84519,Rejected,https://smartvillage.imagetrekk.com/storage/images/hfW3EX4sDfUrgfDktzfX2ivLDNG62462Mykqa4mZ.jpeg?asset_id=5231,electric Pole 117,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
5232,2019-05-13 19:38:17,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.60019,93.84484,Rejected,https://smartvillage.imagetrekk.com/storage/images/0AFGdZRIvwGfDtIhkHQt1FvXFwK34T4PIrEM5Jo2.jpeg?asset_id=5232,electric Pole 119,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
5233,2019-05-13 19:38:18,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.60017,93.8449,Rejected,https://smartvillage.imagetrekk.com/storage/images/qQAtS9tGIyY87BzY7L7U0gdhrDVcQ8SteIG4QENc.jpeg?asset_id=5233,electric Pole 120,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
5234,2019-05-13 19:38:21,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59996,93.84468,Rejected,https://smartvillage.imagetrekk.com/storage/images/N53sTdi2fDmfTyU0BsiiYBxSKQQgasT60cuy2sGS.jpeg?asset_id=5234,electric Pole 121,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
5235,2019-05-13 19:38:28,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59972,93.84452,Rejected,https://smartvillage.imagetrekk.com/storage/images/pjqDmf87tuYreMGNXJTZdyea4D8bTNcARzf1QEpD.jpeg?asset_id=5235,electric Pole 122,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
