id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,How far is this street light from the nearest substation or transformer ?,Which type of street light is this?,What is the system of street lights used?,Has the street light been installed with the help of APEDA ?
4601,2019-05-10 18:46:15,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.57036,93.82862,Approved,https://smartvillage.imagetrekk.com/storage/images/2VrRvWGiyuQcZ60Xu7yZyR4nfNvXIzOAOmph0sKm.jpeg?asset_id=4601,solar pole 33,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Solar,No
4602,2019-05-10 18:46:24,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.5703,93.82839,Approved,https://smartvillage.imagetrekk.com/storage/images/Au63vfDlzef9pHJTXZWQiDZ8yRLzorXrTu45ADdn.jpeg?asset_id=4602,street light 9,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,Yes
4603,2019-05-10 18:46:34,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.57027,93.82841,Approved,https://smartvillage.imagetrekk.com/storage/images/t2C4poLGfW42F4S2bkiEyThBqIrdqm34K8nou9FR.jpeg?asset_id=4603,solar pole 32,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Solar,No
4651,2019-05-11 12:41:03,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59689,93.84164,Rejected,https://smartvillage.imagetrekk.com/storage/images/eXnfNjTE5RTrwYm68dfdoSKVx6dfYjO1S3cfAcZD.jpeg?asset_id=4651,electric pole 37,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4652,2019-05-11 12:41:03,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.597,93.84192,Rejected,https://smartvillage.imagetrekk.com/storage/images/Cif4x4znbNgEwJ5SOoJTi0tEbLPZJ37RgKta5za8.jpeg?asset_id=4652,electric pole 39,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4653,2019-05-11 12:41:03,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59746,93.84195,Approved,https://smartvillage.imagetrekk.com/storage/images/ysqptVG9QCUBMsXO3me4g4nTQc1yTTom2PFDSa1y.jpeg?asset_id=4653,electric pole 41,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
4654,2019-05-11 12:41:03,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59725,93.84249,Approved,https://smartvillage.imagetrekk.com/storage/images/6pZOfKjhvKm60NeiITcZwMRHAEnBA3p6Jst669BW.jpeg?asset_id=4654,electric pole 42,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4655,2019-05-11 12:41:04,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59713,93.84223,Rejected,https://smartvillage.imagetrekk.com/storage/images/AazVR3Pj3l9E5gse6ifkJ5YhJq3FT7MkwAZ6sUmf.jpeg?asset_id=4655,electric pole 40,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4656,2019-05-11 12:41:04,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59706,93.8418,Rejected,https://smartvillage.imagetrekk.com/storage/images/B5M2GKA8ao5kmcVZvtMKcuaZzCWmrQtSmpaXI2YT.jpeg?asset_id=4656,electric pole 38,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",3,On-grid,Traditional,No
4657,2019-05-11 12:41:04,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59701,93.84249,Approved,https://smartvillage.imagetrekk.com/storage/images/7ztpP1Fssv2BisXIEIUB0iEdhZr8LWeDJByOzYZ2.jpeg?asset_id=4657,electric pole 43,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
4658,2019-05-11 12:41:05,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59744,93.84286,Rejected,https://smartvillage.imagetrekk.com/storage/images/lWgGhG60BnBnKxwbwqLmpHPPQdgrD7vs1zkKwlLP.jpeg?asset_id=4658,electric pole 47,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4659,2019-05-11 12:41:05,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59685,93.84236,Rejected,https://smartvillage.imagetrekk.com/storage/images/aAQWrjPi4mtvalBNpdDrwgP4SQOF7DdsT2ZcD2C5.jpeg?asset_id=4659,electric pole 44,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4660,2019-05-11 12:41:09,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59772,93.84224,Rejected,https://smartvillage.imagetrekk.com/storage/images/2kzwW1sBgmAgUMKWpc7c8YTcfLHKDURmnhPrR4oi.jpeg?asset_id=4660,electric pole 48,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Traditional,No
4661,2019-05-11 12:41:09,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59727,93.84268,Approved,https://smartvillage.imagetrekk.com/storage/images/I5CXkXB68bYIvvmLPDO6GNPj4KGa5hzF8kYAwutG.jpeg?asset_id=4661,electric pole 49,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4662,2019-05-11 12:41:10,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59662,93.84289,Rejected,https://smartvillage.imagetrekk.com/storage/images/MWkS6UnqQUWEQTgep8XB9hECyKqiN9JWYsykEMHi.jpeg?asset_id=4662,electric pole 51,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4663,2019-05-11 12:41:11,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.5969,93.84226,Rejected,https://smartvillage.imagetrekk.com/storage/images/chnWhdUE1flznbnjgJxegAulE4aKtbJZnNHvdMgo.jpeg?asset_id=4663,electric pole 46,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4664,2019-05-11 12:41:11,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59706,93.84294,Rejected,https://smartvillage.imagetrekk.com/storage/images/llXTfyYP3bCZrvIcBxetnPIAcFwe2LZM4fTC2EUR.jpeg?asset_id=4664,electric pole 50,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4665,2019-05-11 12:41:12,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59751,93.84298,Approved,https://smartvillage.imagetrekk.com/storage/images/yAgfJGY2O0STIV151jl3eOER1J1td0cPm2PLVktZ.jpeg?asset_id=4665,electric pole 52,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4666,2019-05-11 12:41:13,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59743,93.843,Rejected,https://smartvillage.imagetrekk.com/storage/images/ssPQqhW9Tt071AGFTutoennzPq4pjGOcfyeQP177.jpeg?asset_id=4666,electric pole 52,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Traditional,No
4667,2019-05-11 12:41:13,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59784,93.84281,Approved,https://smartvillage.imagetrekk.com/storage/images/PMnfcpO7PgximL4n42LeIqQtom2Qei9m94oL7qmg.jpeg?asset_id=4667,electric pole 53,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4668,2019-05-11 12:41:14,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59799,93.84264,Rejected,https://smartvillage.imagetrekk.com/storage/images/LFxBe2yt68ohycVKyMlu3J4btotTQotFcX3TpQMH.jpeg?asset_id=4668,electric pole 54,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4669,2019-05-11 12:41:14,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59777,93.84318,Rejected,https://smartvillage.imagetrekk.com/storage/images/B2xZtnSI8VMgutkmtoJBV1tfOhKxjAqOfrltE7fv.jpeg?asset_id=4669,electric pole 57,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Traditional,No
4670,2019-05-11 12:41:15,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59672,93.84238,Rejected,https://smartvillage.imagetrekk.com/storage/images/C1C43afa7estSi3LL6qM9yZVg11Ot1JfuG2vobcw.jpeg?asset_id=4670,electric pole 45,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4671,2019-05-11 12:41:17,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59816,93.84294,Rejected,https://smartvillage.imagetrekk.com/storage/images/C5JH6pPwpeoBPXxW7OQ9aJfyjrTiQl7TxT92R1ns.jpeg?asset_id=4671,electric pole 58,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Traditional,No
4672,2019-05-11 12:41:17,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59836,93.84286,Rejected,https://smartvillage.imagetrekk.com/storage/images/lj65lQEMDvZK3Y4SZIHc8ayfAcPrsIcXEaepNwl8.jpeg?asset_id=4672,electric pole 59,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4673,2019-05-11 12:41:17,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59859,93.84264,Rejected,https://smartvillage.imagetrekk.com/storage/images/LLO45KegxmGksh7R74613UYzGA3KpvF1YzspgEqp.jpeg?asset_id=4673,electric pole 60,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4674,2019-05-11 12:41:18,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59759,93.84313,Approved,https://smartvillage.imagetrekk.com/storage/images/2V2Jp6f66FC6aagXeyArR21IyUwX2m4V6EHxN0qY.jpeg?asset_id=4674,electric pole 55,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4675,2019-05-11 12:41:18,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59888,93.84288,Rejected,https://smartvillage.imagetrekk.com/storage/images/cOTLI62Fuozl1UbkZYtaY0uLcdDW9APmr8tOFacZ.jpeg?asset_id=4675,electric pole 62,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4676,2019-05-11 12:41:19,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.5977,93.84336,Approved,https://smartvillage.imagetrekk.com/storage/images/2cucns60DhVVTjNPGBsKai5SLoQ9hZodc8Un4ZsQ.jpeg?asset_id=4676,electric pole 56,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4677,2019-05-11 12:41:19,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59904,93.84295,Rejected,https://smartvillage.imagetrekk.com/storage/images/KnfuzNB3mugwDLdsZop3k0Un5P0BSCF9YuJH2OGE.jpeg?asset_id=4677,electric pole 63,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4678,2019-05-11 12:41:19,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59782,93.84351,Approved,https://smartvillage.imagetrekk.com/storage/images/AvcigrDZfbhTs0XMCLp0Ixo0pLSyXtl8xjQOR10i.jpeg?asset_id=4678,electric pole 64,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4679,2019-05-11 12:41:19,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59876,93.84266,Rejected,https://smartvillage.imagetrekk.com/storage/images/kPaD5n0hugblNG61LCHLvKvcDmfANsHtr7c82tNg.jpeg?asset_id=4679,electric pole 61,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4680,2019-05-11 12:41:20,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59805,93.8434,Rejected,https://smartvillage.imagetrekk.com/storage/images/04TTKKSHYktj6FckNcnCbp93jBhx9eQ4vvYVMSYh.jpeg?asset_id=4680,electric pole 65,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4681,2019-05-11 12:41:20,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59823,93.84329,Approved,https://smartvillage.imagetrekk.com/storage/images/hTr7r7hRkXxeA21R3uWvEeyAMKxz08TMGpSCSRGF.jpeg?asset_id=4681,electric pole 66,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4682,2019-05-11 12:41:20,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59818,93.84349,Approved,https://smartvillage.imagetrekk.com/storage/images/EoRo3ruMdo1Um41wEvl7SJdHFIEV7PwQ6p6oUrWj.jpeg?asset_id=4682,electric pole 67,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4683,2019-05-11 12:41:20,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59841,93.84339,Approved,https://smartvillage.imagetrekk.com/storage/images/nvGxQDxwdXEvNPmA8qI7Xiq8AaHjBPtGbsLg1D0P.jpeg?asset_id=4683,electric pole 67,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
4684,2019-05-11 12:41:22,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59744,93.84382,Approved,https://smartvillage.imagetrekk.com/storage/images/v6tqg1IEDtmNDI4nV31P8eKdzBKVLc1aZaQ7Xnel.jpeg?asset_id=4684,electric pole 69,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
4685,2019-05-11 12:41:23,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59755,93.84371,Approved,https://smartvillage.imagetrekk.com/storage/images/6gl2FjsgQBjRSXZQmx1f0650kgGpBuK3zaTHEXpj.jpeg?asset_id=4685,electric pole 68,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
4686,2019-05-11 12:41:23,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59735,93.84384,Approved,https://smartvillage.imagetrekk.com/storage/images/wet7tMqFn3UBC0hLNQvJOSUOdSIBUXDdip998pjd.jpeg?asset_id=4686,electric pole 70,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
4687,2019-05-11 12:41:24,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59727,93.84369,Approved,https://smartvillage.imagetrekk.com/storage/images/H9aapAbDEoJwcc7PgPUij5OBKs0NT39AqYgD7nvL.jpeg?asset_id=4687,electric pole 71,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
4688,2019-05-11 12:41:24,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59697,93.8437,Approved,https://smartvillage.imagetrekk.com/storage/images/MxTCH3FkLQeil1BVpNfce5SMgho8cfg81qXkREOM.jpeg?asset_id=4688,electric pole 73,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
4689,2019-05-11 12:41:25,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59709,93.84328,Rejected,https://smartvillage.imagetrekk.com/storage/images/bvupC3ccfc43eyj9cI7rT66OXF4ZfzWY9fhBIKB7.jpeg?asset_id=4689,electric pole 74,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
