id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.A.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available seperately as per gender?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from the facility?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,Do you have wired internet connection?,How do you maintain records?,What are the areas you get support from government agencies?,Where do you majorly get textbooks for educational purposes?,Where do you get the curriculum for classes and educational programs?,Are you using digital tools for your operations?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,Which labs are present in the institute?,Does the institute have a designated library?,How many people are students at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,"Is this a primary, secondary, or senior secondary school?",Are there any counselors at this institute?,Do parent-teacher meetings take place?,How often do parent-teacher meetings occur?,Does the institute require uniforms?,Are the teachers certified?,How frequently does the teacher trainer visit the school?,Which Board/University is this school affiliated with?,access,road_connectivity,public_transport,school_buses,mobile_connectivity,accessibility,building_type,security,land,infrastructure,observation,working_hours,working_days,availability,teachers,support_staff,employability,drinking_water,water,toilets,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,telephone,broadband,mobile,communication,records,record_maintenance,support,govt_support,textbooks,curriculum,educational_materials,awareness,digital_technologies,checkups,meals,health,recreational,residential,classrooms,auditorium,labs,libraries,facilities,enrollment_population,extra_curriculars,dropouts,educational_statistics,disaster_drills,disaster_preparedness,general,school_type,counselors,parent_teacher_meetings,uniforms,certification,training,general_information,affiliation,partnerships,specific,overall score,,
6254.00,Education,Schools,Lower Subansiri,Ziro,Hari,27.59,93.85,1.00,0.00,0.60,0.00,0.00,0.60,1.00,0.00,1.00,0.38,0.86,0.12,0.06,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.14,0.18,0.17,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.25,0.00,0.03,0.20,0.00,0.17,0.00,0.33,0.00,0.00,0.00,1.00,1.00,0.00,1.00,100.00,0.00,60.00,0.00,0.00,32.00,100.00,0.00,100.00,80.00,51.20,37.50,85.71,61.61,12.00,5.56,9.42,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,18.00,28.57,28.57,14.29,14.29,18.18,16.67,17.27,100.00,100.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,25.00,0.00,6.80,2.50,20.00,10.00,9.00,0.00,0.00,16.42,33.33,0.00,0.00,100.00,100.00,0.00,40.00,100.00,100.00,52.00,41.05,,
6625.00,Education,Schools,East Siang,Pasighat,Roying,28.06,95.28,0.25,1.00,0.00,0.25,0.67,0.20,0.00,0.25,1.00,0.44,0.86,0.28,0.11,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.17,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.10,0.00,0.25,0.00,0.03,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,1.00,25.00,100.00,0.00,25.00,66.67,39.17,0.00,25.00,100.00,55.00,45.50,43.75,85.71,64.73,28.00,11.11,21.24,45.00,45.00,0.00,25.00,68.75,28.12,0.00,0.00,0.00,0.00,0.00,20.00,6.00,14.29,14.29,0.00,0.00,36.36,16.67,24.55,0.00,0.00,60.00,100.00,84.00,0.00,0.00,10.00,0.00,25.00,0.00,8.00,3.38,20.00,36.67,14.68,0.00,0.00,20.47,33.33,0.00,70.00,100.00,100.00,0.00,47.00,100.00,100.00,57.60,42.23,,
6793.00,Education,Schools,Lower Subansiri,Ziro,Reru,27.60,93.84,0.25,1.00,0.80,0.00,0.33,0.60,1.00,0.00,1.00,0.69,0.86,0.20,0.06,0.50,0.00,1.00,1.00,1.00,0.25,1.00,1.00,1.00,0.50,0.00,0.00,0.00,1.00,0.29,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.12,0.00,0.50,0.00,0.05,0.60,0.00,0.17,1.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,1.00,25.00,100.00,80.00,0.00,33.33,44.33,100.00,0.00,100.00,80.00,58.60,68.75,85.71,77.23,20.00,5.56,14.22,45.00,45.00,100.00,25.00,100.00,77.50,75.00,75.00,0.00,0.00,100.00,60.00,48.00,28.57,28.57,0.00,0.00,0.00,16.67,10.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,12.00,0.00,50.00,0.00,33.60,5.00,60.00,10.00,22.00,100.00,100.00,35.45,33.33,0.00,70.00,100.00,100.00,0.00,47.00,100.00,100.00,57.60,51.30,,
6927.00,Education,Schools,Lower Subansiri,Ziro,Lempiya,27.58,93.83,1.00,1.00,0.80,0.00,0.33,0.60,1.00,0.50,1.00,0.88,0.86,0.76,0.39,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.12,1.00,0.00,0.18,0.67,0.00,1.00,0.29,0.43,0.36,0.33,1.00,1.00,0.80,1.00,1.00,0.00,0.50,0.30,1.00,0.25,1.00,0.62,0.60,0.67,0.17,0.00,0.33,1.00,1.00,0.50,1.00,1.00,1.00,0.75,100.00,100.00,80.00,0.00,33.33,59.33,100.00,50.00,100.00,90.00,71.60,87.50,85.71,86.61,76.00,38.89,61.16,45.00,45.00,100.00,25.00,56.25,64.38,50.00,50.00,42.42,0.00,100.00,60.00,48.00,28.57,28.57,42.86,42.86,36.36,33.33,34.55,100.00,100.00,92.00,100.00,96.80,0.00,50.00,30.00,100.00,25.00,100.00,41.50,62.50,60.00,36.67,50.33,0.00,0.00,51.22,33.33,100.00,80.00,100.00,100.00,100.00,78.00,75.00,75.00,77.40,67.52,,
7015.00,Education,Schools,Lower Subansiri,Ziro,Kalong,27.59,93.84,0.25,1.00,0.80,0.00,0.33,0.60,0.00,0.00,1.00,0.75,0.86,0.08,0.11,0.33,0.00,0.00,1.00,1.00,0.25,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.18,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.06,0.00,0.25,0.00,0.02,0.20,0.67,0.17,0.00,0.33,0.00,0.00,0.00,0.00,1.00,0.00,1.00,25.00,100.00,80.00,0.00,33.33,44.33,0.00,0.00,100.00,50.00,46.60,75.00,85.71,80.36,8.00,11.11,9.24,30.00,30.00,60.00,25.00,100.00,61.50,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,18.18,0.00,7.27,0.00,0.00,0.00,100.00,60.00,0.00,0.00,6.00,0.00,25.00,0.00,6.80,1.88,20.00,36.67,14.08,0.00,0.00,17.74,33.33,0.00,0.00,0.00,100.00,0.00,30.00,100.00,100.00,44.00,37.03,,
7044.00,Education,Schools,Lower Subansiri,Ziro,Lempiya,27.54,93.81,0.50,0.50,0.60,0.00,0.33,0.60,0.00,0.00,1.00,0.62,0.86,0.08,0.06,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.06,0.00,0.25,0.00,0.01,0.20,0.00,0.17,0.00,0.33,0.00,0.00,0.00,1.00,1.00,0.67,1.00,50.00,50.00,60.00,0.00,33.33,35.33,0.00,0.00,100.00,50.00,41.20,62.50,85.71,74.11,8.00,5.56,7.02,30.00,30.00,0.00,0.00,75.00,22.50,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,42.86,42.86,36.36,16.67,24.55,0.00,0.00,0.00,0.00,0.00,0.00,50.00,6.00,0.00,25.00,0.00,9.30,1.25,20.00,10.00,8.50,0.00,0.00,16.10,33.33,0.00,0.00,100.00,100.00,66.67,53.33,100.00,100.00,62.67,41.18,,
1344.00,Education,Schools,West Kameng,Nafra,Lower Dzong,27.37,92.53,1.00,1.00,0.90,0.00,0.00,0.60,1.00,0.25,1.00,0.62,0.86,0.04,0.00,0.17,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.33,0.00,0.00,0.00,1.00,1.00,1.00,0.50,0.08,0.00,0.25,0.00,0.02,0.20,0.67,0.50,0.00,0.33,0.00,1.00,1.00,1.00,1.00,0.00,0.75,100.00,100.00,90.00,0.00,0.00,58.00,100.00,25.00,100.00,85.00,68.80,62.50,85.71,74.11,4.00,0.00,2.40,15.00,15.00,0.00,25.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,71.43,71.43,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,100.00,50.00,8.00,0.00,25.00,0.00,29.90,2.12,20.00,56.67,18.18,0.00,0.00,21.36,33.33,0.00,100.00,100.00,100.00,0.00,50.00,75.00,75.00,55.00,49.74,,
1350.00,Education,Schools,East Siang,Oyan,Rani,28.02,95.34,0.50,0.50,0.80,0.00,0.00,0.20,0.00,0.25,1.00,0.38,0.86,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.17,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.10,0.00,0.25,0.00,0.02,0.20,0.67,0.17,0.00,0.33,0.00,0.00,0.00,1.00,1.00,0.00,1.00,50.00,50.00,80.00,0.00,0.00,36.00,0.00,25.00,100.00,55.00,43.60,37.50,85.71,61.61,16.00,0.00,9.60,0.00,0.00,0.00,25.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,20.00,6.00,14.29,14.29,0.00,0.00,36.36,16.67,24.55,0.00,0.00,60.00,60.00,60.00,0.00,0.00,10.00,0.00,25.00,0.00,8.00,2.25,20.00,36.67,14.23,0.00,0.00,12.40,33.33,0.00,0.00,100.00,100.00,0.00,40.00,100.00,100.00,52.00,37.18,,
1355.00,Education,Schools,East Siang,Oyan,Rani,27.97,95.32,0.50,0.50,0.80,0.00,0.00,0.40,0.00,0.25,1.00,0.50,0.86,0.28,0.00,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.17,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.10,0.00,0.25,0.00,0.05,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.00,1.00,50.00,50.00,80.00,0.00,0.00,36.00,0.00,25.00,100.00,55.00,43.60,50.00,85.71,67.86,28.00,0.00,16.80,45.00,45.00,0.00,25.00,0.00,7.50,50.00,50.00,0.00,0.00,0.00,40.00,12.00,14.29,14.29,0.00,0.00,36.36,16.67,24.55,0.00,0.00,60.00,60.00,60.00,100.00,0.00,10.00,0.00,25.00,0.00,28.00,5.25,20.00,36.67,15.43,0.00,0.00,25.29,33.33,0.00,90.00,100.00,100.00,0.00,49.00,100.00,100.00,59.20,43.57,,
1359.00,Education,Schools,East Siang,Oyan,Oyan Village,27.88,95.36,0.25,0.25,0.00,0.00,0.00,0.80,1.00,0.00,1.00,0.75,0.86,0.36,0.22,0.00,0.00,0.00,0.00,0.00,0.25,1.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.80,1.00,1.00,0.00,0.00,0.16,0.00,0.25,0.00,0.27,0.20,0.67,0.17,0.00,0.33,1.00,1.00,1.00,1.00,1.00,0.00,1.00,25.00,25.00,0.00,0.00,0.00,10.00,100.00,0.00,100.00,80.00,38.00,75.00,85.71,80.36,36.00,22.22,30.49,0.00,0.00,0.00,25.00,68.75,28.12,0.00,0.00,0.00,0.00,0.00,80.00,24.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,92.00,100.00,96.80,0.00,0.00,16.00,0.00,25.00,0.00,9.80,27.25,20.00,36.67,24.23,0.00,0.00,23.02,33.33,100.00,100.00,100.00,100.00,0.00,60.00,100.00,100.00,68.00,44.00,,
1376.00,Education,Schools,East Siang,Oyan,Rani,27.96,95.32,0.50,1.00,0.80,0.75,0.00,0.60,1.00,0.50,1.00,1.00,0.86,0.72,1.00,0.00,0.00,1.00,1.00,1.00,0.50,1.00,0.50,1.00,0.00,0.18,1.00,0.00,0.00,0.29,0.00,0.18,0.17,0.00,1.00,1.00,1.00,0.00,0.00,0.50,0.16,0.00,0.25,0.00,0.68,0.40,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,1.00,1.00,50.00,100.00,80.00,75.00,0.00,68.50,100.00,50.00,100.00,90.00,77.10,100.00,85.71,92.86,72.00,100.00,83.20,0.00,0.00,100.00,50.00,75.00,77.50,50.00,50.00,59.09,0.00,0.00,60.00,18.00,28.57,28.57,0.00,0.00,18.18,16.67,17.27,0.00,0.00,100.00,60.00,76.00,0.00,50.00,16.00,0.00,25.00,0.00,12.30,67.50,40.00,36.67,46.33,0.00,0.00,36.19,33.33,0.00,90.00,100.00,100.00,100.00,69.00,100.00,100.00,75.20,64.16,,
1381.00,Education,Schools,West Kameng,Nafra,Lower Dzong,27.37,92.53,1.00,1.00,1.00,0.25,0.00,0.60,0.00,0.25,1.00,0.68,0.86,0.32,0.17,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.12,1.00,0.50,0.00,0.00,0.00,0.00,0.14,0.00,0.18,0.17,0.00,0.00,0.00,1.00,1.00,1.00,0.50,0.16,1.00,0.25,0.00,0.19,0.60,0.00,0.33,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,0.75,100.00,100.00,100.00,25.00,0.00,67.50,0.00,25.00,100.00,55.00,62.50,67.71,85.71,76.71,32.00,16.67,25.87,45.00,45.00,100.00,25.00,56.25,64.38,75.00,75.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,18.18,16.67,17.27,0.00,0.00,0.00,100.00,60.00,100.00,50.00,16.00,100.00,25.00,0.00,37.30,18.75,60.00,20.00,29.50,0.00,0.00,33.19,33.33,0.00,70.00,100.00,100.00,0.00,47.00,75.00,75.00,52.60,50.24,,
1528.00,Education,Schools,East Siang,Mebo,Mebo,28.16,95.42,0.25,1.00,0.80,0.00,0.00,0.80,1.00,0.75,1.00,0.88,0.86,1.00,0.39,0.50,0.00,1.00,1.00,0.00,0.25,1.00,0.88,0.00,0.00,0.18,1.00,0.00,0.00,0.29,0.43,0.36,0.33,1.00,1.00,0.40,0.00,0.00,0.00,0.50,0.32,1.00,0.50,0.00,0.85,0.60,0.67,0.17,0.00,0.33,1.00,1.00,0.75,1.00,1.00,0.50,0.75,25.00,100.00,80.00,0.00,0.00,41.00,100.00,75.00,100.00,95.00,62.60,87.50,85.71,86.61,100.00,38.89,75.56,45.00,45.00,70.00,25.00,93.75,63.62,0.00,0.00,59.09,0.00,0.00,80.00,24.00,28.57,28.57,42.86,42.86,36.36,33.33,34.55,100.00,100.00,76.00,0.00,30.40,0.00,50.00,32.00,100.00,50.00,0.00,27.10,85.00,60.00,36.67,59.33,0.00,0.00,42.94,33.33,100.00,90.00,100.00,100.00,50.00,69.00,75.00,75.00,70.20,59.36,,
1538.00,Education,Schools,East Siang,Mebo,Mottum,28.08,95.43,0.25,1.00,0.80,0.00,0.00,0.20,1.00,0.25,1.00,0.81,0.86,0.56,0.06,0.50,0.00,1.00,1.00,0.00,0.25,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.80,1.00,1.00,1.00,0.50,0.40,1.00,0.25,1.00,0.14,0.60,0.67,0.17,0.00,0.33,1.00,1.00,0.75,1.00,1.00,0.17,0.75,25.00,100.00,80.00,0.00,0.00,41.00,100.00,25.00,100.00,85.00,58.60,81.25,85.71,83.48,56.00,5.56,35.82,45.00,45.00,70.00,25.00,56.25,52.38,0.00,0.00,0.00,0.00,0.00,20.00,6.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,92.00,100.00,96.80,100.00,50.00,40.00,100.00,25.00,100.00,64.50,14.25,60.00,36.67,31.03,0.00,0.00,34.33,33.33,100.00,90.00,100.00,100.00,16.67,62.33,75.00,75.00,64.87,53.51,,
1539.00,Education,Schools,East Siang,Mebo,Mottum,28.08,95.44,0.25,1.00,0.90,0.00,0.00,0.20,1.00,0.00,1.00,0.62,0.86,0.20,0.00,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.40,1.00,1.00,0.00,0.00,0.10,0.00,0.25,0.00,0.06,0.60,0.67,0.17,0.00,0.33,1.00,1.00,0.50,1.00,1.00,0.00,0.75,25.00,100.00,90.00,0.00,0.00,43.00,100.00,0.00,100.00,80.00,57.80,62.50,85.71,74.11,20.00,0.00,12.00,45.00,45.00,0.00,25.00,56.25,24.38,0.00,0.00,0.00,0.00,0.00,20.00,6.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,76.00,100.00,90.40,0.00,0.00,10.00,0.00,25.00,0.00,8.00,5.50,60.00,36.67,27.53,0.00,0.00,23.93,33.33,100.00,80.00,100.00,100.00,0.00,58.00,75.00,75.00,61.40,48.90,,
1768.00,Education,Schools,East Siang,Oyan,Murali,27.91,95.28,0.50,0.25,0.00,0.00,0.67,0.80,1.00,0.25,1.00,0.62,0.86,0.32,0.06,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.25,0.00,0.00,0.09,1.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,0.00,0.00,1.00,0.00,1.00,0.50,0.18,0.00,0.25,0.00,0.07,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,0.75,50.00,25.00,0.00,0.00,66.67,21.67,100.00,25.00,100.00,85.00,47.00,62.50,85.71,74.11,32.00,5.56,21.42,45.00,45.00,0.00,25.00,62.50,26.25,0.00,0.00,54.55,0.00,0.00,80.00,24.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,0.00,60.00,36.00,100.00,50.00,18.00,0.00,25.00,0.00,32.90,6.75,60.00,36.67,28.03,0.00,0.00,28.39,33.33,0.00,70.00,100.00,100.00,0.00,47.00,75.00,75.00,52.60,43.38,,
1786.00,Education,Schools,East Siang,Mebo,Mebo,28.16,95.41,0.25,0.50,0.80,0.00,0.00,0.60,1.00,0.25,1.00,0.62,0.86,0.20,0.06,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.40,1.00,1.00,0.00,0.00,0.06,0.00,0.25,0.00,0.03,0.60,0.67,0.17,0.00,0.33,1.00,1.00,0.75,1.00,1.00,0.17,0.75,25.00,50.00,80.00,0.00,0.00,31.00,100.00,25.00,100.00,85.00,52.60,62.50,85.71,74.11,20.00,5.56,14.22,45.00,45.00,0.00,25.00,56.25,24.38,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,76.00,100.00,90.40,0.00,0.00,6.00,0.00,25.00,0.00,6.80,3.00,60.00,36.67,26.53,0.00,0.00,24.58,33.33,100.00,90.00,100.00,100.00,16.67,62.33,75.00,75.00,64.87,48.49,,
1787.00,Education,Schools,East Siang,Mebo,Mebo,28.17,95.42,0.25,1.00,0.80,0.00,0.00,0.60,1.00,0.25,1.00,0.69,0.86,0.52,0.44,0.50,0.00,1.00,0.00,0.00,0.25,1.00,0.88,0.00,0.00,0.18,1.00,0.00,0.00,0.29,0.00,0.27,0.17,0.00,1.00,0.40,0.00,1.00,0.00,0.50,0.20,0.00,0.50,1.00,0.44,0.60,0.67,0.17,1.00,0.33,1.00,1.00,0.25,1.00,1.00,0.00,0.75,25.00,100.00,80.00,0.00,0.00,41.00,100.00,25.00,100.00,85.00,58.60,68.75,85.71,77.23,52.00,44.44,48.98,45.00,45.00,40.00,25.00,93.75,51.62,0.00,0.00,59.09,0.00,0.00,60.00,18.00,28.57,28.57,0.00,0.00,27.27,16.67,20.91,0.00,0.00,76.00,40.00,54.40,0.00,50.00,20.00,0.00,50.00,100.00,38.50,43.75,60.00,36.67,42.83,100.00,100.00,36.93,33.33,100.00,70.00,100.00,100.00,0.00,57.00,75.00,75.00,60.60,52.80,,
1793.00,Education,Schools,East Siang,Mebo,Mebo,28.16,95.40,0.25,1.00,0.80,0.25,0.00,0.60,1.00,0.25,1.00,0.75,0.86,0.68,0.39,0.00,0.00,1.00,0.00,0.00,0.25,1.00,0.88,0.00,0.00,0.27,1.00,0.00,0.00,0.29,0.00,0.27,0.17,0.00,1.00,0.40,0.00,0.00,0.00,0.50,0.24,0.00,0.50,1.00,0.20,0.60,0.67,0.17,1.00,0.33,1.00,1.00,0.75,0.00,1.00,0.00,0.75,25.00,100.00,80.00,25.00,0.00,48.50,100.00,25.00,100.00,85.00,63.10,75.00,85.71,80.36,68.00,38.89,56.36,0.00,0.00,40.00,25.00,93.75,51.62,0.00,0.00,63.64,0.00,0.00,60.00,18.00,28.57,28.57,0.00,0.00,27.27,16.67,20.91,0.00,0.00,76.00,0.00,30.40,0.00,50.00,24.00,0.00,50.00,100.00,39.70,20.50,60.00,36.67,33.53,100.00,100.00,32.00,33.33,100.00,90.00,0.00,100.00,0.00,49.00,75.00,75.00,54.20,50.66,,
1887.00,Education,Schools,East Siang,Ruksin,Ngorlung,27.87,95.23,0.25,1.00,0.60,0.00,0.00,0.20,1.00,0.25,0.33,0.75,1.00,0.52,0.06,0.50,0.00,1.00,1.00,0.00,0.25,1.00,0.12,1.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.36,0.33,1.00,1.00,0.60,1.00,0.00,1.00,0.50,0.10,0.00,0.25,0.00,0.16,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.00,0.75,25.00,100.00,60.00,0.00,0.00,37.00,100.00,25.00,33.33,51.67,42.87,75.00,100.00,87.50,52.00,5.56,33.42,45.00,45.00,70.00,25.00,56.25,52.38,50.00,50.00,0.00,0.00,0.00,20.00,6.00,28.57,28.57,0.00,0.00,36.36,33.33,34.55,100.00,100.00,84.00,60.00,69.60,100.00,50.00,10.00,0.00,25.00,0.00,30.50,15.88,60.00,36.67,31.68,0.00,0.00,38.13,33.33,0.00,90.00,100.00,100.00,0.00,49.00,75.00,75.00,54.20,45.41,,
1888.00,Education,Schools,East Siang,Ruksin,Ngorlung,27.87,95.22,0.25,0.50,0.50,0.00,0.00,0.20,1.00,0.25,1.00,0.62,1.00,0.20,0.00,0.50,0.00,1.00,0.00,0.00,0.25,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.33,0.00,1.00,0.40,1.00,0.00,0.00,0.00,0.08,0.00,0.25,0.00,0.05,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,0.00,0.17,0.75,25.00,50.00,50.00,0.00,0.00,25.00,100.00,25.00,100.00,85.00,49.00,62.50,100.00,81.25,20.00,0.00,12.00,45.00,45.00,40.00,25.00,56.25,40.38,0.00,0.00,0.00,0.00,0.00,20.00,6.00,14.29,14.29,0.00,0.00,36.36,33.33,34.55,0.00,0.00,76.00,60.00,66.40,0.00,0.00,8.00,0.00,25.00,0.00,7.40,5.38,60.00,36.67,27.48,0.00,0.00,21.68,33.33,0.00,70.00,100.00,0.00,16.67,30.33,75.00,75.00,39.27,37.40,,
1930.00,Education,Schools,Lohit,Tezu,Laboliang,27.99,96.18,1.00,0.50,0.80,0.00,0.00,0.80,1.00,0.25,1.00,0.00,0.86,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.18,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.25,0.00,0.07,0.20,0.67,0.33,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.17,0.75,100.00,50.00,80.00,0.00,0.00,46.00,100.00,25.00,100.00,85.00,61.60,0.00,85.71,42.86,16.00,0.00,9.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,24.00,14.29,14.29,71.43,71.43,18.18,33.33,27.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,25.00,0.00,10.40,6.62,20.00,46.67,17.98,0.00,0.00,13.26,33.33,0.00,70.00,100.00,100.00,16.67,50.33,75.00,75.00,55.27,44.88,,
2076.00,Education,Schools,Lower Subansiri,Ziro,Hong,27.54,93.85,0.75,1.00,0.00,0.00,0.00,0.60,0.00,0.75,1.00,0.77,0.86,0.56,0.28,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.88,0.00,0.00,0.36,1.00,0.00,1.00,0.29,0.71,0.00,0.17,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.18,0.00,0.25,1.00,0.22,0.80,0.67,0.17,0.00,0.33,0.00,1.00,0.50,1.00,1.00,1.00,0.75,75.00,100.00,0.00,0.00,0.00,35.00,0.00,75.00,100.00,65.00,47.00,77.08,85.71,81.40,56.00,27.78,44.71,45.00,45.00,100.00,25.00,93.75,75.62,0.00,0.00,68.18,0.00,100.00,60.00,48.00,28.57,28.57,71.43,71.43,0.00,16.67,10.00,0.00,0.00,100.00,0.00,40.00,100.00,0.00,18.00,0.00,25.00,100.00,50.40,22.12,80.00,36.67,40.18,0.00,0.00,37.68,33.33,0.00,80.00,100.00,100.00,100.00,68.00,75.00,75.00,69.40,52.04,,
2250.00,Education,Schools,Tirap,Khonsa,Lapnan,26.99,95.49,1.00,0.50,0.60,0.00,0.00,0.40,1.00,0.25,1.00,1.00,0.86,0.16,0.11,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.33,0.00,1.00,0.40,1.00,1.00,0.00,0.00,0.10,0.00,0.25,0.00,0.04,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.67,0.75,100.00,50.00,60.00,0.00,0.00,42.00,100.00,25.00,100.00,85.00,59.20,100.00,85.71,92.86,16.00,11.11,14.04,45.00,45.00,40.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,40.00,12.00,14.29,14.29,0.00,0.00,36.36,33.33,34.55,0.00,0.00,76.00,100.00,90.40,0.00,0.00,10.00,0.00,25.00,0.00,8.00,3.88,20.00,36.67,14.88,0.00,0.00,22.18,33.33,0.00,70.00,100.00,100.00,66.67,60.33,75.00,75.00,63.27,49.52,,
