id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,Where do you get water for operational purposes for the unit?,Are there toilets available for public and employees' usage at the unit?,How do you deal with the agricultural waste generated from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,Is there landline connectivity for the unit?,Does the unit have wired internet connection?,How do you maintain records for operations of the unit?,What are the areas the unit gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the unit?,Are you using any digital technologies that can be used in the unit?,What is the type of products stored in the unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),What are the products purchased by the customers from the unit?,What is the average cost per unit to store in the unit?(In Rupees),Which type of customers store the produce in the unit?,How does the customers transport the goods to store in the unit?,How many cubic meters are available for storage?,Do you have a cold storage facility?,How often did you need to throw away agricultural produce last week?,How do you document wastage of food?
3478,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60472,93.80161,1,kacha road,1.5,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,28.0,no,0,book keeping
3495,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58716,93.84268,1,pakka road,2.0,2g unreliable,airtel#bsnl#vodafone,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,others,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,financial support,no,no,food grains,others,500,rice,>300,farmers,head load,3.0,no,1,none
3506,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58636,93.84283,1,pakka road,2.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",compound wall\/ fencing,0,monday#tuesday#wednesday#thursday#saturday#friday#sunday,0,0,others,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,3.0,no,1,none
3509,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58632,93.84298,1,pakka road,2.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,others,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,3.0,no,1,none
3514,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58585,93.84307,1,pakka road,2.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,others,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,2.0,no,1,none
3517,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58585,93.84311,1,pakka road,2.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,others,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,4.0,no,1,none
3519,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58573,93.84309,1,pakka road,2.0,2g unreliable,airtel#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,others,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,4.0,no,1,none
3523,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.63479,93.80759,1,kacha road,1.6,2g reliable,bsnl#airtel#vodafone,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,30.0,no,0,book keeping
3563,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.54277,93.8495,1,kacha road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,2,0,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,20.0,no,0,book keeping
3564,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60472,93.85749,1,kacha road,1.5,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,24.0,no,0,book keeping
3565,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59056,93.86148,1,kacha road,1.2,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3566,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.564020000000006,93.94929,1,footway,1.6,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,28.0,no,0,book keeping
3567,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5711,93.83154,1,footway,1.6,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3568,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.629490000000004,93.83154,1,footway,1.6,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#saturday#friday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3569,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.64364,93.87545,1,footway,1.6,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#sunday#saturday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,24.0,no,0,book keeping
3570,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5764,93.85549,1,footway,1.6,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,tuesday#monday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,24.0,no,0,book keeping
3571,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59941,93.85549,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,28.0,no,0,book keeping
3572,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.587020000000006,93.87744,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,32.0,no,0,book keeping
3573,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.57817,93.85349,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,26.0,no,0,book keeping
3574,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.647170000000006,93.86148,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,660,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,30.0,no,0,book keeping
3575,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59233,93.87944,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3576,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.56756,93.87944,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,42.0,no,0,book keeping
3577,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.6171,93.87345,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,28.0,no,0,book keeping
3662,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Lempiya,27.63058,93.83472,1,pakka road,1.5,2g reliable,airtel#vodafone#bsnl,"kacha/temporary(wood,bamboo,etc.,)",compound wall\/ fencing,479,monday#tuesday#wednesday#thursday#friday#saturday,1,1,tap water from government,water from government,no,none,yes,1,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains#fruits and vegetables#bamboo,others,5000,5,1-100,farmers,head load,25.0,no,5,none
3704,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60649,93.81957,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3705,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5941,93.87345,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3706,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59233,93.86347,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3707,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.62595,93.88942,1,pakka road,1.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3708,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59941,93.85948,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3709,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.57994,93.8495,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3710,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60649,93.84751,1,pakka road,1.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3711,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59587,93.81558,1,pakka road,1.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
3820,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.583890000000004,93.84505,1,kacha road,3.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,others,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,2.0,no,1,none
3821,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.583920000000006,93.8451,1,kacha road,3.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,others,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,4.0,no,1,none
3822,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58396,93.84497,1,kacha road,3.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,others,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,3.0,no,1,none
3823,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58415,93.8451,1,kacha road,3.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,others,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,4.0,no,1,none
3824,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58347,93.845,1,kacha road,3.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,others,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,3.0,no,1,none
4165,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.62064,93.79362,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4166,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.61533,93.79562,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4167,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60295,93.87545,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4168,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.67193,93.85948,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4170,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.62418,93.78764,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,saturday#friday#thursday#wednesday#tuesday#monday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4171,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59941,93.85749,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4172,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.63125,93.82356,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4173,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59764,93.82356,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4174,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.56933,93.84152,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4176,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.6171,93.88143,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4177,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59056,93.78365,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4178,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.57817,93.83952,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4179,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.588790000000003,93.86347,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4180,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59764,93.87744,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4181,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59233,93.82356,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4186,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.6118,93.87345,1,kacha road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#monday#thursday#wednesday#tuesday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4187,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.6401,93.81158,1,kacha road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
