id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,Where do you get water for operational purposes for the unit?,Are there toilets available for public and employees' usage at the unit?,How do you deal with the agricultural waste generated from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,Is there landline connectivity for the unit?,Does the unit have wired internet connection?,How do you maintain records for operations of the unit?,What are the areas the unit gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the unit?,Are you using any digital technologies that can be used in the unit?,What is the type of products stored in the unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),What are the products purchased by the customers from the unit?,What is the average cost per unit to store in the unit?(In Rupees),Which type of customers store the produce in the unit?,How does the customers transport the goods to store in the unit?,How many cubic meters are available for storage?,Do you have a cold storage facility?,How often did you need to throw away agricultural produce last week?,How do you document wastage of food?
4232,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.57817,93.80161,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4233,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.55871,93.81558,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#friday#wednesday#thursday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4234,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.587020000000006,93.82356,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4235,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5711,93.89341,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,saturday#friday#thursday#wednesday#tuesday#monday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4236,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.62418,93.87145,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4237,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.63302,93.83354,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,30.0,no,0,book keeping
4239,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.66663,93.82955,1,pakka road,1.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,30.0,no,0,book keeping
4240,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.58525,93.8495,1,pakka road,1.0,2g reliable,vodafone#airtel#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,26.0,no,0,book keeping
4273,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60118,93.92334,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#monday#thursday#wednesday#tuesday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4274,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60118,93.88143,1,footway,2.0,2g reliable,airtel#bsnl#vodafone,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4275,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.56933,93.80161,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4276,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.61003,93.82356,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#sunday#saturday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,graim,1-100,farmers,head load,40.0,no,0,book keeping
4277,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.57817,93.91137,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4278,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60472,93.87545,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4279,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.55694,93.85549,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4280,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.56048,93.81158,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#wednesday#thursday#friday#saturday#tuesday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4281,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5764,93.84152,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#friday#sunday#wednesday#saturday#thursday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4283,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.588790000000003,93.8974,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4284,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60295,93.85549,1,footway,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,0,book keeping
4285,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.6118,93.86347,1,footway,2.0,2g reliable,airtel#bsnl#vodafone,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,44.0,no,0,book keeping
4303,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58348,93.83987,1,kacha road,1.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#thursday#wednesday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,4.0,no,1,none
4304,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58356,93.83996,1,kacha road,1.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,2.0,no,1,none
4316,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58401,93.84182,1,kacha road,1.0,2g unreliable,airtel#bsnl#vodafone,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,4.0,no,1,none
4317,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58401,93.84207,1,kacha road,1.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,no,N/A,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,6.0,no,1,none
4318,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58383,93.84218,1,kacha road,1.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#wednesday#tuesday#thursday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,yes,4,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,6.0,no,1,none
4319,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58366,93.84222,1,kacha road,1.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,yes,1,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,5.0,no,1,none
4320,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.583790000000004,93.84235,1,kacha road,1.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,yes,4,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,5.0,no,1,none
4322,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.583890000000004,93.84238,1,kacha road,1.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,yes,2,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,4.0,no,1,none
4323,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.5839,93.84251,1,kacha road,1.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#friday#thursday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,yes,1,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,4.0,no,1,none
4325,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58378,93.8425,1,kacha road,1.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,yes,2,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,2.0,no,1,none
4326,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58385,93.84255,1,kacha road,1.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,yes,2,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,4.0,no,1,none
4433,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.58348,93.88343,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4462,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58832,93.8472,1,kacha road,2.0,2g unreliable,airtel#bsnl#vodafone,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#wednesday#tuesday#thursday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,yes,2,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,8.0,no,1,none
4463,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.5876,93.84641,1,kacha road,2.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,0,0,bottled water,others,no,discarded in open field,yes,2,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,2.0,no,1,none
4464,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58754,93.84623,1,kacha road,2.0,2g unreliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,monday#tuesday#wednesday#thursday#saturday#sunday#friday,0,0,bottled water,others,no,discarded in open field,yes,2,no,N/A,none,N/A,no,no,others,none,no,no,food grains,others,500,rice,>300,farmers,head load,3.0,no,1,none
4525,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.587020000000006,93.76568,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4526,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.61533,93.80759,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4527,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5711,93.82755,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4528,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59941,93.84551,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4530,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59233,93.80959,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4531,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.58348,93.83354,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4532,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.56225,93.78963,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4533,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.61887,93.78564,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,no,N/A,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4534,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.587020000000006,93.83753,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4535,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.61533,93.82156,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4536,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.67547,93.81757,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4537,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.588790000000003,93.86746,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4538,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.63125,93.89141,1,pakka road,2.0,2g reliable,vodafone#airtel#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4539,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.564020000000006,93.83553,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4540,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.55694,93.79762,1,pakka road,2.0,2g reliable,airtel#vodafone#bsnl,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4541,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.57994,93.78963,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4543,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.58525,93.80959,1,pakka road,2.0,2g reliable,bsnl#vodafone#airtel,"pakka/permenant(steel,concrete,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,ground water,ground water,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,others#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,1,book keeping
4593,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Michi,27.57116,93.82884,1,kacha road,1.0,3g reliable,airtel#vodafone#bsnl,"kacha/temporary(wood,bamboo,etc.,)",none,0,sunday#saturday#friday#thursday#wednesday#tuesday#monday,1,1,tap water from government,water from government,no,none,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,announcements \/ broadcast#marketing team\/ sales agents,1000,grain,1-100,farmers,head load,40.0,no,7,book keeping
4594,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Michi,27.57109,93.82868,1,pakka road,1.0,3g reliable,airtel#vodafone#bsnl,"kacha/temporary(wood,bamboo,etc.,)",none,0,monday#tuesday#wednesday#thursday#friday#saturday#sunday,1,1,tap water from government,water from government,no,burnt within the premises,yes,more than 7 times,no,N/A,none,N/A,no,no,traditional book keeping,none,no,no,food grains,announcements \/ broadcast#marketing team\/ sales agents#others,1000,grain,1-100,farmers,head load,40.0,no,7,book keeping
